Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-4965;Маренинсько-Устянські граніти;Marenynsko-Ustianski hranity;заказник геологічний;місцевого значення;Рівненська обл.;р-н Корецький;"N 50°48'40""";"E 27°12'1"""
П-4984;Острів Замок;Ostriv Zamok;ботанічна пам'ятка природи;місцевого значення;Рівненська обл.;р-н Радивилівський;"N 50°15'33""";"E 25°28'28"""
П-4990;Діброва;Dibrova;заповідне урочище;місцевого значення;Рівненська обл.;р-н Рокитнівський;"N 51°12'55""";"E 27°10'57"""
П-4991;Ділянка лісу;Dilianka lisu;заповідне урочище;місцевого значення;Рівненська обл.;р-н Дубенський;"N 50°14'17""";"E 25°48'56"""
П-4992;Дубові насадження;Dubovi nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°59'54""";"E 26°29'47"""
П-4996;"Лісонасіннева ділянка
соснового лісу";"Lisonasinneva dilianka
sosnovoho lisu";заповідне урочище;місцевого значення;Рівненська обл.;р-н Рокитнівський;"N 51°13'10""";"E 27°9'49"""
П-5014;Підгірцівський;Pidhirtsivskyi;заказник ентомологічний;місцевого значення;Рівненська обл.;р-н Рівненський;"N 50°37'37""";"E 25°55'15"""
П-5027;Спасівське;Spasivske;заповідне урочище;місцевого значення;Рівненська обл.;р-н Здолбунівський;"N 50°27'31""";"E 26°7'25"""
П-5029;Стидинська дача;Stydynska dacha;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 51°2'43""";"E 26°14'10"""
П-5030;Урочище Війницьке;Urochyshche Viinytske;заповідне урочище;місцевого значення;Рівненська обл.;р-н Млинівський;"N 50°29'57""";"E 25°29'34"""
П-5031;Урочище Кароліна;Urochyshche Karolina;заповідне урочище;місцевого значення;Рівненська обл.;р-н Млинівський;"N 50°33'51""";"E 25°42'34"""
П-5037;Полянські стави;Polianski stavy;заказник гідрологічний;місцевого значення;Рівненська обл.;р-н Березнівський;"N 51°3'44""";"E 26°36'8"""
П-5041;Урочище М'ятин;Urochyshche Miatyn;заказник гідрологічний;місцевого значення;Рівненська обл.;р-н Млинівський;"N 50°28'21""";"E 25°40'3"""
П-5042;Урочище Порода;Urochyshche Poroda;заказник гідрологічний;місцевого значення;Рівненська обл.;р-н Володимирецький;"N 51°24'31""";"E 26°9'48"""
П-5048;Грушвицький;Hrushvytskyi;заказник ентомологічний;місцевого значення;Рівненська обл.;р-н Рівненський;"N 50°34'46""";"E 26°4'14"""
П-5052;Базальтові стовпи;Bazaltovi stovpy;геологічна пам'ятка природи;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°54'50""";"E 26°15'16"""
П-5090;Гора Красна;Hora Krasna;заповідне урочище;місцевого значення;Рівненська обл.;р-н Радивилівський;"N 50°3'13""";"E 25°21'22"""
П-5091;Гора Цимбал;Hora Tsymbal;заповідне урочище;місцевого значення;Рівненська обл.;р-н Радивилівський;"N 50°1'40""";"E 25°19'30"""
П-5096;Ділянка лісу;Dilianka lisu;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°53'59""";"E 26°32'15"""
П-5097;Дубові насадження;Dubovi nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Дубенський;"N 50°14'11""";"E 25°44'38"""
П-5098;Дубові насадження;Dubovi nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 51°0'58""";"E 26°27'28"""
П-5129;Еталонні насадження;Etalonni nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°59'38""";"E 26°28'24"""
П-5130;Еталонні насадження;Etalonni nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°55'42""";"E 26°16'58"""
П-5131;Еталонні соснові насадження;Etalonni sosnovi nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Рокитнівський;"N 51°28'59""";"E 26°57'52"""
П-5132;Золотолинська дача;Zolotolynska dacha;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 51°5'4""";"E 26°14'15"""
П-5138;Плавський;Plavskyi;заказник ботанічний;місцевого значення;Рівненська обл.;р-н Рокитнівський;"N 51°36'50""";"E 27°34'52"""
П-5141;Урочище Вижар;Urochyshche Vyzhar;заказник ботанічний;місцевого значення;Рівненська обл.;р-н Володимирецький;"N 51°26'27""";"E 26°5'33"""
П-5143;Урочище Липне;Urochyshche Lypne;заказник ботанічний;місцевого значення;Рівненська обл.;р-н Володимирецький;"N 51°29'53""";"E 26°2'6"""
П-5166;Космачівщина;Kosmachivshchyna;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 51°1'10""";"E 26°28'35"""
П-5167;Костянтинівське;Kostiantynivske;заповідне урочище;місцевого значення;Рівненська обл.;р-н Сарненський;"N 51°17'48""";"E 26°23'6"""
П-5204;Мушнянське;Mushnianske;заповідне урочище;місцевого значення;Рівненська обл.;р-н Рокитнівський;"N 51°26'52""";"E 27°25'18"""
П-5205;Озеро Воронки;Ozero Voronky;заповідне урочище;місцевого значення;Рівненська обл.;р-н Володимирецький;"N 51°32'54""";"E 26°3'57"""
П-5206;Олександрівка;Oleksandrivka;заповідне урочище;місцевого значення;Рівненська обл.;р-н Дубенський;"N 50°23'57""";"E 25°37'2"""
П-5207;Острівні вікові насадження;Ostrivni vikovi nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°58'4""";"E 26°23'57"""
П-5208;Острівні дубові насадження;Ostrivni dubovi nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Рокитнівський;"N 51°11'55""";"E 27°8'48"""
П-5212;Соснові насадження;Sosnovi nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°50'12""";"E 26°24'52"""
П-5238;Рівненський зоопарк;Rivnenskyi zoopark;зоологічний парк;загальнодержавного значення;Рівненська обл.;Рівненська міськрада;"N 50°36'33""";"E 26°19'58"""
П-5241;Соснові насадження;Sosnovi nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°51'4""";"E 26°23'55"""
П-5243;Сосново-дубові насадження;Sosnovo-dubovi nasadzhennia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°50'13""";"E 26°24'21"""
П-5244;Сосонки;Sosonky;заповідне урочище;місцевого значення;Рівненська обл.;Рівненська міськрада;"N 50°36'15""";"E 26°15'57"""
П-5246;Суська дача;Suska dacha;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°46'56""";"E 26°9'42"""
П-5247;Урочище Маївка;Urochyshche Maivka;заповідне урочище;місцевого значення;Рівненська обл.;р-н Демидівський;"N 50°28'14""";"E 25°16'8"""
П-5248;Урочище Пустиця;Urochyshche Pustytsia;заповідне урочище;місцевого значення;Рівненська обл.;р-н Радивилівський;"N 50°13'26""";"E 25°30'49"""
П-5305;Хіноцький;Khinotskyi;заказник ботанічний;загальнодержавного значення;Рівненська обл.;р-н Володимирецький;"N 51°37'23""";"E 26°15'41"""
П-5378;Вишнева гора;Vyshneva hora;заказник ботанічний;загальнодержавного значення;Рівненська обл.;р-н Рівненський;"N 50°41'46""";"E 26°12'4"""
П-5381;Золотинський;Zolotynskyi;заказник ботанічний;загальнодержавного значення;Рівненська обл.;р-н Дубровицький;"N 51°47'23""";"E 26°30'6"""
П-5382;Почаївський;Pochaivskyi;заказник ландшафтний;загальнодержавного значення;Рівненська обл.;р-н Дубровицький;"N 51°43'3""";"E 26°34'16"""
П-5412;Природне джерело;Pryrodne dzherelo;гідрологічна пам'ятка природи;місцевого значення;Рівненська обл.;р-н Рівненський;"N 50°42'1""";"E 26°15'28"""
П-5447;Висоцький дендропарк;Vysotskyi dendropark;комплексна пам'ятка природи;місцевого значення;Рівненська обл.;р-н Дубровицький;"N 51°43'33""";"E 26°40'30"""
П-5482;Сарненський дендропарк;Sarnenskyi dendropark;комплексна пам'ятка природи;місцевого значення;Рівненська обл.;р-н Сарненський;"N 51°19'51""";"E 26°34'19"""
П-5484;Стоянка партизан;Stoianka partyzan;комплексна пам'ятка природи;місцевого значення;Рівненська обл.;р-н Сарненський;"N 51°9'2""";"E 27°3'34"""
П-5487;Урочище Жаденське;Urochyshche Zhadenske;комплексна пам'ятка природи;місцевого значення;Рівненська обл.;р-н Дубровицький;"N 51°43'33""";"E 26°52'52"""
П-5491;Озерський;Ozerskyi;заказник ботанічний;загальнодержавного значення;Рівненська обл.;р-н Дубровицький;"N 51°43'40""";"E 26°26'53"""
П-5519;Зірненський парк;Zirnenskyi park;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Рівненська обл.;р-н Березнівський;"N 50°58'38""";"E 26°42'41"""
П-5524;Клеванський парк;Klevanskyi park;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Рівненська обл.;р-н Рівненський;"N 50°45'2""";"E 26°3'16"""
П-5536;Мульчицький;Mulchytskyi;заказник ботанічний;місцевого значення;Рівненська обл.;р-н Володимирецький;"N 51°32'3""";"E 25°45'30"""
П-5556;Острозький парк;Ostrozkyi park;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Рівненська обл.;р-н Острозький;"N 50°19'42""";"E 26°32'27"""
П-5634;Більське;Bilske;заповідне урочище;місцевого значення;Рівненська обл.;р-н Дубровицький;"N 51°36'9""";"E 26°49'57"""
П-5636;Базальтівська діброва;Bazaltivska dibrova;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°56'19""";"E 26°24'58"""
П-5637;Базальтівська дача;Bazaltivska dacha;заповідне урочище;місцевого значення;Рівненська обл.;р-н Костопільський;"N 50°56'9""";"E 26°14'47"""
П-5649;Осницький;Osnytskyi;заказник загальнозоологічний;місцевого значення;Рівненська обл.;р-н Рокитнівський;"N 51°23'19""";"E 27°10'19"""
П-639;Урочище Кишка;Urochyshche Kyshka;заказник ботанічний;місцевого значення;Рівненська обл.;р-н Радивилівський;"N 50°13'6""";"E 25°17'33"""
П-646;Урочище Савчуки;Urochyshche Savchuky;заказник ботанічний;місцевого значення;Рівненська обл.;р-н Радивилівський;"N 50°18'7""";"E 25°27'26"""
П-749;Ольхава;Olkhava;заказник лісовий;місцевого значення;Рівненська обл.;р-н Здолбунівський;"N 50°17'26""";"E 26°11'4"""
П-75;Дермансько-Острозький;Dermansko-Ostrozkyi;національний природний парк;загальнодержавного значення;Рівненська обл.;"р-н Острозький, р-н
Здолбунівський";"N 50°19'45""";"E 26°31'11"""
П-753;Остроганський;Ostrohanskyi;заказник лісовий;місцевого значення;Рівненська обл.;р-н Березнівський;"N 50°49'37""";"E 27°10'30"""
П-795;Урочище Берці;Urochyshche Bertsi;заказник лісовий;місцевого значення;Рівненська обл.;р-н Сарненський;"N 51°6'1""";"E 26°25'26"""
