Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-2949;Іркліївський;Irkliivskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Чорнобаївський;"N 49°31'11""";"E 32°18'30"""
П-3029;Діброва Ф.І.Дубковецького;Dibrova F.i.dubkovetskoho;заповідне урочище;місцевого значення;Черкаська обл.;р-н Тальнівський;"N 48°52'47""";"E 30°44'35"""
П-3097;Губський;Hubskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°7'46""";"E 30°58'30"""
П-3098;Гудзівський;Hudzivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°6'12""";"E 30°58'59"""
П-3106;Дар'ївське;Darivske;заповідне урочище;місцевого значення;Черкаська обл.;р-н Шполянський;"N 48°57'40""";"E 31°22'26"""
П-3143;Майчина гора;Maichyna hora;заповідне урочище;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°35'7""";"E 31°25'26"""
П-3164;Плосково-Зуєво;Ploskovo-Zuievo;заповідне урочище;місцевого значення;Черкаська обл.;р-н Шполянський;"N 48°56'25""";"E 31°22'47"""
П-319;Панський;Panskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°5'15""";"E 31°4'6"""
П-320;Панський;Panskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Шполянський;"N 48°55'45""";"E 31°37'44"""
П-3207;Різаний Яр;Rizanyi Yar;заповідне урочище;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°28'15""";"E 31°4'58"""
П-3219;Ділянка вікових дубів;Dilianka vikovykh dubiv;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°39'38""";"E 31°30'28"""
П-3224;Баня;Bania;заповідне урочище;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°21'45""";"E 31°12'31"""
П-3261;Конельське болото;Konelske boloto;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Жашківський;"N 49°1'56""";"E 30°6'21"""
П-3262;Кононівський (3 ділянки);Kononivskyi (3 dilianky);заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°37'41""";"E 31°26'39"""
П-3266;Курбетівський;Kurbetivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Маньківський;"N 48°57'46""";"E 30°18'11"""
П-3267;Курниковий;Kurnykovyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°8'56""";"E 30°39'4"""
П-3279;Теклінська дача;Teklinska dacha;заказник ландшафтний;місцевого значення;Черкаська обл.;р-н Смілянський;"N 49°15'17""";"E 31°40'27"""
П-3287;Парк обласної лікарні;Park oblasnoi likarni;парк;місцевого значення;Черкаська обл.;Черкаська міськрада;"N 49°27'49""";"E 32°1'15"""
П-3297;Ріпківський;Ripkivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°18'12""";"E 30°32'22"""
П-3313;Алея горіха чорного;Aleia horikha chornoho;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Смілянський;"N 49°12'10""";"E 31°43'33"""
П-3315;Ведмежий горіх;Vedmezhyi horikh;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Драбівський;"N 49°57'42""";"E 32°9'12"""
П-3318;Загородищанський;Zahorodyshchanskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Чорнобаївський;"N 49°31'32""";"E 32°21'28"""
П-3323;Південне Таганчанське;Pivdenne Tahanchanske;заповідне урочище;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°33'7""";"E 31°16'57"""
П-3328;Ревбинський;Revbynskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Чорнобаївський;"N 49°34'49""";"E 32°22'15"""
П-333;Парк ім. Б. Хмельницького;Park im. B. Khmelnytskoho;парк;місцевого значення;Черкаська обл.;Черкаська міськрада;"N 49°26'27""";"E 32°4'28"""
П-3339;Джерело Громова вода;Dzherelo Hromova voda;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°16'19""";"E 30°50'42"""
П-3351;Лиса гора;Lysa hora;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°43'39""";"E 31°26'55"""
П-3357;Велико-Бурімський парк;Velyko-Burimskyi park;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Черкаська обл.;р-н Чорнобаївський;"N 49°37'36""";"E 32°37'46"""
П-3375;Дядюші;Diadiushi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°19'0""";"E 31°48'55"""
П-3423;Білосніжний;Bilosnizhnyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Чигиринський;"N 49°9'51""";"E 32°15'51"""
П-3428;Ставок;Stavok;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Маньківський;"N 48°58'13""";"E 30°20'2"""
П-3438;Грушківський;Hrushkivskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Кам'янський;"N 49°5'32""";"E 32°14'58"""
П-344;Шаєва гора;Shaieva hora;заповідне урочище;місцевого значення;Черкаська обл.;р-н Смілянський;"N 49°15'16""";"E 32°5'38"""
П-3442;Шахтінський;Shakhtinskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°2'26""";"E 31°6'24"""
П-3443;Шестеринський;Shesterynskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°12'19""";"E 30°56'21"""
П-3444;Тарапунський;Tarapunskyi;заказник ентомологічний;місцевого значення;Черкаська обл.;р-н Кам'янський;"N 49°0'6""";"E 32°2'18"""
П-3449;Канівські луски;Kanivski lusky;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;Канівська міськрада;"N 49°44'47""";"E 31°24'51"""
П-3495;Михайлова гора;Mykhailova hora;парк;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°43'13""";"E 31°35'49"""
П-3502;Насадження верби плакучої;Nasadzhennia verby plakuchoi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Золотоніський;"N 49°35'15""";"E 32°5'39"""
П-3503;"Насадження горіха
манчжурського";"Nasadzhennia horikha
manchzhurskoho";ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°32'27""";"E 31°18'9"""
П-3506;Курилівський;Kurylivskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°46'12""";"E 31°17'34"""
П-3513;Згар-Гришківське;Zghar-Hryshkivske;заповідне урочище;місцевого значення;Черкаська обл.;р-н Золотоніський;"N 49°42'34""";"E 32°2'45"""
П-3531;Тарасова криниця;Tarasova krynytsia;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Кам'янський;"N 49°6'48""";"E 32°2'45"""
П-3553;Попова криниця;Popova krynytsia;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°27'14""";"E 31°7'48"""
П-3554;Юрова гора;Yurova hora;заповідне урочище;місцевого значення;Черкаська обл.;р-н Смілянський;"N 49°15'36""";"E 31°50'35"""
П-3556;Група вікових ялин (10 штук);Hrupa vikovykh yalyn (10 shtuk);ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°30'5""";"E 31°46'59"""
П-3587;Русько-Полянський заказник;Rusko-Polianskyi zakaznyk;заказник ботанічний;загальнодержавного значення;Черкаська обл.;р-н Черкаський;"N 49°25'40""";"E 31°47'39"""
П-3595;Алея вікових лип;Aleia vikovykh lyp;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Монастирищенський;"N 48°59'7""";"E 29°50'11"""
П-3598;Дуб О.Кошевого;Dub O.koshevoho;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;Канівська міськрада;"N 49°44'49""";"E 31°28'3"""
П-3609;Парк ім.Шевченка;Park im.shevchenka;парк;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°4'3""";"E 30°58'55"""
П-3631;Вітове;Vitove;заказник загальнозоологічний;місцевого значення;Черкаська обл.;Золотоніська міськрада;"N 49°39'3""";"E 32°5'1"""
П-3644;Парк першої міської лікарні;Park pershoi miskoi likarni;парк;місцевого значення;Черкаська обл.;Черкаська міськрада;"N 49°27'28""";"E 32°1'42"""
П-3671;Оцтові дерева;Otstovi dereva;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;Золотоніська міськрада;"N 49°39'55""";"E 32°2'45"""
П-3672;Оцтові дерева;Otstovi dereva;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;Золотоніська міськрада;"N 49°40'12""";"E 32°3'31"""
П-3677;Ландшафтне насадження дуба;Landshaftne nasadzhennia duba;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;Черкаська міськрада;"N 49°28'24""";"E 32°1'6"""
П-3684;Ягубецький парк;Yahubetskyi park;парк;місцевого значення;Черкаська обл.;р-н Христинівський;"N 48°44'51""";"E 29°57'5"""
П-3685;Іванівське;Ivanivske;заповідне урочище;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°20'31""";"E 31°0'2"""
П-3705;Парк Перемога;Park Peremoha;парк;місцевого значення;Черкаська обл.;Черкаська міськрада;"N 49°24'55""";"E 32°1'30"""
П-3708;Дерева софори японської;Dereva sofory yaponskoi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;Золотоніська міськрада;"N 49°41'2""";"E 32°3'14"""
П-3715;Сосна Відьмина мітла;Sosna Vidmyna mitla;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°22'2""";"E 31°50'19"""
П-3732;Бужанський;Buzhanskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°13'31""";"E 30°42'1"""
П-374;Таганчанський парк;Tahanchanskyi park;парк;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°17'9""";"E 30°59'25"""
П-3755;Виноградський;Vynohradskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°14'1""";"E 30°31'9"""
П-3771;Джерело;Dzherelo;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°10'56""";"E 31°7'26"""
П-3772;Карлзбад;Karlzbad;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°14'37""";"E 30°49'42"""
П-3782;"Ландшафтне насадження
вікової сосни";"Landshaftne nasadzhennia
vikovoi sosny";ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°23'45""";"E 31°51'20"""
П-3792;Хиженський;Khyzhenskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°20'39""";"E 30°50'39"""
П-3793;Хуторянський;Khutorianskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°4'41""";"E 30°47'15"""
П-3823;Парк;Park;парк;місцевого значення;Черкаська обл.;р-н Катеринопільський;"N 48°50'25""";"E 31°13'15"""
П-3833;Лузанівський розріз;Luzanivskyi rozriz;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Кам'янський;"N 49°2'14""";"E 31°54'36"""
П-3835;Острів Зелений;Ostriv Zelenyi;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°24'36""";"E 31°16'32"""
П-3840;Михайлівський;Mykhailivskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°37'43""";"E 31°28'33"""
П-3849;Бурти;Burty;заповідне урочище;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°21'5""";"E 30°38'39"""
П-385;Комарів яр;Komariv yar;заповідне урочище;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°9'24""";"E 31°7'51"""
П-3857;Підземне джерело;Pidzemne dzherelo;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°31'8""";"E 31°49'56"""
П-3874;Будищанський парк;Budyshchanskyi park;парк;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°12'1""";"E 31°0'32"""
П-3878;Драбівський парк;Drabivskyi park;парк;місцевого значення;Черкаська обл.;р-н Драбівський;"N 49°57'9""";"E 32°9'35"""
П-3883;Синицький парк;Synytskyi park;парк;місцевого значення;Черкаська обл.;р-н Христинівський;"N 48°41'57""";"E 30°3'49"""
П-389;Наливайкове;Nalyvaikove;заповідне урочище;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°18'45""";"E 31°9'51"""
П-3890;Мельників;Melnykiv;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°0'14""";"E 30°51'18"""
П-3897;Площівський;Ploshchivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°16'51""";"E 30°56'18"""
П-3903;Озеро;Ozero;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°19'50""";"E 30°59'44"""
П-3918;Насадження ялівця;Nasadzhennia yalivtsia;заказник ботанічний;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°22'2""";"E 31°15'0"""
П-3921;Мизинівський;Myzynivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°7'39""";"E 30°49'57"""
П-3923;Мошнівський;Moshnivskyi;заказник ландшафтний;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°30'53""";"E 31°50'22"""
П-3925;Вікове дерево липи звичайної;Vikove derevo lypy zvychainoi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°23'6""";"E 31°9'31"""
П-3950;Шельпахівський парк;Shelpakhivskyi park;парк;місцевого значення;Черкаська обл.;р-н Христинівський;"N 48°42'14""";"E 29°55'7"""
П-3963;Монастирок;Monastyrok;заповідне урочище;місцевого значення;Черкаська обл.;р-н Городищенський;"N 49°18'20""";"E 31°29'25"""
П-3966;Ведмеже і Березове;Vedmezhe i Berezove;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°46'27""";"E 31°19'3"""
П-3978;Хвилинка;Khvylynka;заповідне урочище;місцевого значення;Черкаська обл.;р-н Городищенський;"N 49°16'40""";"E 31°29'17"""
П-3991;Горіхова діброва;Horikhova dibrova;заповідне урочище;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°26'47""";"E 31°10'13"""
П-3992;Стави;Stavy;заказник орнітологічний;місцевого значення;Черкаська обл.;р-н Золотоніський;"N 49°38'46""";"E 32°10'16"""
П-3994;Стебнянський;Stebnianskyi;заказник орнітологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°2'15""";"E 30°58'15"""
П-4010;Велика Вись;Velyka Vys;заказник ландшафтний;місцевого значення;Черкаська обл.;р-н Катеринопільський;"N 48°45'39""";"E 31°2'34"""
П-4049;Синюський;Syniuskyi;заказник ландшафтний;місцевого значення;Черкаська обл.;р-н Тальнівський;"N 48°45'35""";"E 30°52'23"""
П-4056;Степківський;Stepkivskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Уманський;"N 48°39'10""";"E 30°18'3"""
П-4067;Старий Тясмин;Staryi Tiasmyn;заказник ландшафтний;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°13'32""";"E 32°15'59"""
П-4069;Вікове дерево груші;Vikove derevo hrushi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°34'7""";"E 31°24'24"""
П-4070;Вікове дерево груші;Vikove derevo hrushi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Маньківський;"N 48°51'52""";"E 30°26'43"""
П-4094;Наливайкове;Nalyvaikove;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°15'5""";"E 30°58'59"""
П-4095;Низівський;Nyzivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°6'46""";"E 30°40'4"""
П-4096;Меморіальний парк;Memorialnyi park;парк;місцевого значення;Черкаська обл.;Золотоніська міськрада;"N 49°40'13""";"E 32°2'19"""
П-4108;Романове;Romanove;заповідне урочище;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°19'37""";"E 31°9'20"""
П-4113;Мошнівський;Moshnivskyi;заказник загальнозоологічний;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°30'43""";"E 31°50'24"""
П-4119;Степанківський;Stepankivskyi;заказник ландшафтний;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°17'54""";"E 32°0'33"""
П-4148;Яремина гора;Yaremyna hora;заповідне урочище;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°38'35""";"E 31°28'36"""
П-4262;Стрілецький;Striletskyi;заказник ентомологічний;місцевого значення;Черкаська обл.;р-н Маньківський;"N 48°59'11""";"E 30°17'45"""
П-4263;Закревський бір;Zakrevskyi bir;ботанічна пам'ятка природи;загальнодержавного значення;Черкаська обл.;р-н Городищенський;"N 49°23'7""";"E 31°37'34"""
П-4280;Хвилів дуб;Khvyliv dub;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Золотоніський;"N 49°35'13""";"E 32°10'12"""
П-4294;Тікичський;Tikychskyi;заказник ентомологічний;місцевого значення;Черкаська обл.;р-н Катеринопільський;"N 48°56'12""";"E 30°56'58"""
П-4296;Шимонова криниця;Shymonova krynytsia;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°20'53""";"E 31°1'58"""
П-4297;Шиш-вода;Shysh-voda;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°19'0""";"E 31°13'37"""
П-4311;Дуб-красень;Dub-krasen;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°23'57""";"E 30°58'8"""
П-4316;Водоспад Вир;Vodospad Vyr;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Маньківський;"N 49°5'54""";"E 30°23'30"""
П-4331;Канівські куести;Kanivski kuesty;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°44'52""";"E 31°25'38"""
П-4339;Городище;Horodyshche;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Золотоніський;"N 49°38'1""";"E 32°11'2"""
П-4344;Дуб-красень;Dub-krasen;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°33'36""";"E 31°19'30"""
П-4347;Закревський;Zakrevskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Городищенський;"N 49°25'1""";"E 31°37'18"""
П-4362;Тарасівка;Tarasivka;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°30'21""";"E 31°10'21"""
П-4366;Козацькі могили;Kozatski mohyly;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°27'46""";"E 31°7'26"""
П-4371;Березняківський кар'єр;Berezniakivskyi karier;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Смілянський;"N 49°7'4""";"E 31°57'40"""
П-4388;Підсніжник;Pidsnizhnyk;заказник ботанічний;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°17'50""";"E 31°12'0"""
П-4397;Звенигора;Zvenyhora;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°7'30""";"E 30°59'35"""
П-4402;Хлистунівське відслонення No2;Khlystunivske vidslonennia No2;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Городищенський;"N 49°11'29""";"E 31°27'56"""
П-4412;Каскад лісових озер;Kaskad lisovykh ozer;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°31'10""";"E 31°49'32"""
П-4414;Олеськове урочище;Oleskove urochyshche;заповідне урочище;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°21'8""";"E 31°12'49"""
П-4430;Алея княгині Лопухіної;Aleia kniahyni Lopukhinoi;парк;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°26'32""";"E 31°11'30"""
П-4448;Криниця Середня;Krynytsia Serednia;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°34'27""";"E 31°23'51"""
П-4450;Дендрологічний парк;Dendrolohichnyi park;парк;місцевого значення;Черкаська обл.;Золотоніська міськрада;"N 49°40'42""";"E 32°3'34"""
П-4456;Сидорівський парк;Sydorivskyi park;парк;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°24'48""";"E 31°14'58"""
П-4459;Лисянський-2;Lysianskyi-2;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°15'29""";"E 30°51'7"""
П-4471;Атаманський парк;Atamanskyi park;заповідне урочище;місцевого значення;Черкаська обл.;р-н Чигиринський;"N 49°8'47""";"E 32°20'12"""
П-4472;Бакаївське;Bakaivske;заповідне урочище;місцевого значення;Черкаська обл.;Золотоніська міськрада;"N 49°41'47""";"E 32°4'51"""
П-4480;Ганзик;Hanzyk;заповідне урочище;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°31'1""";"E 31°10'7"""
П-4503;Канівські діапіри;Kanivski diapiry;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°41'13""";"E 31°28'52"""
П-4504;Канівські світа;Kanivski svita;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°58'27""";"E 31°24'10"""
П-4509;Вікове дерево ясеня 2 шт.;Vikove derevo yasenia 2 sht.;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°18'47""";"E 31°15'20"""
П-4516;Модрина;Modryna;заказник лісовий;місцевого значення;Черкаська обл.;р-н Городищенський;"N 49°22'51""";"E 31°35'44"""
П-4523;Старотясминський;Starotiasmynskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Чигиринський;"N 49°11'44""";"E 32°20'40"""
П-4530;Зам'ятницький;Zamiatnytskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Чигиринський;"N 49°11'46""";"E 32°19'49"""
П-4558;Казберова криниця;Kazberova krynytsia;заказник гідрологічний;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°20'21""";"E 31°15'9"""
П-4559;Кам'янобродський;Kamianobrodskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°15'14""";"E 30°39'50"""
П-4560;Митницький;Mytnytskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Шполянський;"N 48°57'39""";"E 31°32'20"""
П-4561;Морин;Moryn;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°14'56""";"E 30°59'2"""
П-4562;Мурзинівський;Murzynivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°10'45""";"E 30°56'6"""
П-4563;Сажалківський;Sazhalkivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°52'44""";"E 31°18'39"""
П-4564;Свяченський;Sviachenskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°7'40""";"E 31°3'40"""
П-457;Гушівський;Hushivskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Чигиринський;"N 49°5'48""";"E 32°42'29"""
П-4593;Синявський;Syniavskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°44'13""";"E 31°14'8"""
П-4594;Семенівський;Semenivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°15'32""";"E 30°37'22"""
П-4598;Дерево липи;Derevo lypy;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°23'57""";"E 30°58'39"""
П-4599;Дерево липи звичайної;Derevo lypy zvychainoi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°18'48""";"E 31°14'8"""
П-460;Дахнівський;Dakhnivskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°29'4""";"E 31°55'52"""
П-4600;Дерево ялини звичайної;Derevo yalyny zvychainoi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°22'56""";"E 31°15'17"""
П-4606;Сушківський;Sushkivskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Золотоніський;"N 49°41'10""";"E 31°41'22"""
П-4616;Самгородський кар'єр;Samhorodskyi karier;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Смілянський;"N 49°2'36""";"E 31°40'57"""
П-4622;Скеля;Skelia;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Маньківський;"N 48°59'47""";"E 30°31'44"""
П-4623;Скороходівський;Skorokhodivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°6'53""";"E 31°5'40"""
П-4624;Бобухівщина;Bobukhivshchyna;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Чорнобаївський;"N 49°32'36""";"E 32°19'40"""
П-4626;Бучиківський;Buchykivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°8'2""";"E 30°54'11"""
П-4628;Савківський;Savkivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Чорнобаївський;"N 49°43'23""";"E 32°22'3"""
П-4629;Совгирів;Sovhyriv;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Шполянський;"N 48°54'22""";"E 31°20'53"""
П-4632;Старобудівський;Starobudivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°9'9""";"E 30°48'58"""
П-4634;Лісові насадження дуба;Lisovi nasadzhennia duba;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°30'4""";"E 31°56'38"""
П-4635;"Лісові насадження сосни з
дубом";"Lisovi nasadzhennia sosny z
dubom";ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°28'24""";"E 31°58'52"""
П-4636;"Лісове насадження вікових
дубів";"Lisove nasadzhennia vikovykh
dubiv";ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°30'0""";"E 31°51'30"""
П-4637;Насадження сосни;Nasadzhennia sosny;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°28'30""";"E 31°54'51"""
П-4638;Насадження сосни Веймутової;Nasadzhennia sosny Veimutovoi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Тальнівський;"N 48°54'56""";"E 30°33'3"""
П-4639;Насадження сосни кримської;Nasadzhennia sosny krymskoi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Тальнівський;"N 48°52'7""";"E 30°41'15"""
П-464;Довгий;Dovhyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Золотоніський;"N 49°39'10""";"E 31°57'55"""
