Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-2983;Долина;Dolyna;заказник ландшафтний;загальнодержавного значення;Хмельницька обл.;р-н Летичівський;"N 49°22'3""";"E 27°35'37"""
П-2984;Теребіжі;Terebizhi;заказник ботанічний;загальнодержавного значення;Хмельницька обл.;р-н Славутський;"N 50°13'20""";"E 26°52'43"""
П-2990;Грабарка;Hrabarka;заповідне урочище;місцевого значення;Хмельницька обл.;р-н Летичівський;"N 49°17'11""";"E 27°50'42"""
П-3003;Михайлівецьке;Mykhailivetske;заповідне урочище;місцевого значення;Хмельницька обл.;р-н Красилівський;"N 49°38'6""";"E 27°4'57"""
П-3004;Морозівське;Morozivske;заповідне урочище;місцевого значення;Хмельницька обл.;"р-н
Старокостянтинівський";"N 49°38'51""";"E 27°9'48"""
П-3092;Довжоцький;Dovzhotskyi;заказник ботанічний;загальнодержавного значення;Хмельницька обл.;"р-н Кам'янець-
Подільський";"N 48°40'41""";"E 26°29'45"""
П-3094;Зарудка зелена;Zarudka zelena;заказник ботанічний;загальнодержавного значення;Хмельницька обл.;р-н Дунаєвецький;"N 48°46'23""";"E 26°54'26"""
П-3095;Карабчіївський;Karabchiivskyi;заказник ботанічний;загальнодержавного значення;Хмельницька обл.;р-н Городоцький;"N 49°2'0""";"E 26°34'27"""
П-3127;Нижні Патринці;Nyzhni Patryntsi;заказник ботанічний;загальнодержавного значення;Хмельницька обл.;"р-н Кам'янець-
Подільський";"N 48°38'13""";"E 26°52'45"""
П-3131;Товтра Вербецька;Tovtra Verbetska;заказник ботанічний;загальнодержавного значення;Хмельницька обл.;"р-н Кам'янець-
Подільський";"N 48°44'53""";"E 26°35'55"""
П-3175;Луг і Круглик;Luh i Kruhlyk;заказник гідрологічний;загальнодержавного значення;Хмельницька обл.;р-н Летичівський;"N 49°17'5""";"E 27°51'5"""
П-3176;Михельський;Mykhelskyi;заказник гідрологічний;загальнодержавного значення;Хмельницька обл.;р-н Ізяславський;"N 50°10'1""";"E 26°47'27"""
П-3215;Велика і Мала Бугаїха;Velyka i Mala Buhaikha;заказник ландшафтний;загальнодержавного значення;Хмельницька обл.;р-н Чемеровецький;"N 49°8'21""";"E 26°14'47"""
П-3240;Запуск;Zapusk;заповідне урочище;місцевого значення;Хмельницька обл.;р-н Городоцький;"N 49°20'6""";"E 26°32'29"""
П-3241;Радіснянське;Radisnianske;заповідне урочище;місцевого значення;Хмельницька обл.;р-н Красилівський;"N 49°37'52""";"E 27°2'43"""
П-3244;Радошівське;Radoshivske;заповідне урочище;місцевого значення;Хмельницька обл.;р-н Ізяславський;"N 50°9'20""";"E 26°49'55"""
П-3292;Голубе озеро;Holube ozero;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Славутський;"N 50°14'12""";"E 26°50'28"""
П-3358;Великоновоселицький;Velykonovoselytskyi;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Хмельницька обл.;р-н Полонський;"N 50°4'45""";"E 27°29'5"""
П-338;Парк ім.Мацишина;Park im.matsyshyna;парк;місцевого значення;Хмельницька обл.;р-н Хмельницький;"N 49°23'46""";"E 27°16'48"""
П-3385;Совий яр;Sovyi yar;заказник ландшафтний;загальнодержавного значення;Хмельницька обл.;"р-н Кам'янець-
Подільський";"N 48°39'32""";"E 26°53'22"""
П-3399;Миролюбненська;Myroliubnenska;комплексна пам'ятка природи;місцевого значення;Хмельницька обл.;"р-н
Старокостянтинівський";"N 49°42'32""";"E 27°13'5"""
П-3413;Тюльпанове дерево;Tiulpanove derevo;ботанічна пам'ятка природи;місцевого значення;Хмельницька обл.;р-н Хмельницький;"N 49°19'55""";"E 26°44'37"""
П-3420;Праліс;Pralis;заказник лісовий;місцевого значення;Хмельницька обл.;Нетішинська міськрада;"N 50°21'22""";"E 26°38'4"""
П-3430;Чарівська дача;Charivska dacha;зоологічна пам'ятка природи;місцевого значення;Хмельницька обл.;р-н Старосинявський;"N 49°35'26""";"E 27°44'0"""
П-3441;Чорногузівський;Chornohuzivskyi;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Теофіпольський;"N 49°53'41""";"E 26°23'14"""
П-3463;Дуб черешчатий;Dub chereshchatyi;ботанічна пам'ятка природи;місцевого значення;Хмельницька обл.;р-н Ізяславський;"N 50°11'21""";"E 26°45'5"""
П-3477;Славутський;Slavutskyi;парк;місцевого значення;Хмельницька обл.;Славутська міськрада;"N 50°17'40""";"E 26°52'27"""
П-3570;Вільшана;Vilshana;заповідне урочище;місцевого значення;Хмельницька обл.;Нетішинська міськрада;"N 50°21'39""";"E 26°36'35"""
П-3586;Панівецька дача;Panivetska dacha;заказник ботанічний;загальнодержавного значення;Хмельницька обл.;"р-н Кам'янець-
Подільський";"N 48°36'51""";"E 26°35'41"""
П-3650;Дорогоща;Dorohoshcha;заказник лісовий;місцевого значення;Хмельницька обл.;Нетішинська міськрада;"N 50°20'44""";"E 26°40'22"""
П-3680;Модрина європейська;Modryna yevropeiska;ботанічна пам'ятка природи;місцевого значення;Хмельницька обл.;р-н Летичівський;"N 49°22'53""";"E 27°37'36"""
П-3695;Голицький;Holytskyi;заказник геологічний;місцевого значення;Хмельницька обл.;р-н Славутський;"N 50°13'19""";"E 26°52'42"""
П-3718;Старий ясен;Staryi yasen;ботанічна пам'ятка природи;місцевого значення;Хмельницька обл.;р-н Летичівський;"N 49°23'8""";"E 27°37'36"""
П-3762;Китайгородське відслонення;Kytaihorodske vidslonennia;геологічна пам'ятка природи;загальнодержавного значення;Хмельницька обл.;"р-н Кам'янець-
Подільський";"N 48°38'18""";"E 26°48'58"""
П-3766;Смотрицький каньйон;Smotrytskyi kanion;геологічна пам'ятка природи;загальнодержавного значення;Хмельницька обл.;"Кам'янець-Подільська
міськрада";"N 48°39'13""";"E 26°34'55"""
П-4092;Малієвецький;Maliievetskyi;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Хмельницька обл.;р-н Дунаєвецький;"N 48°59'33""";"E 26°59'52"""
П-4167;Липа звичайна;Lypa zvychaina;ботанічна пам'ятка природи;місцевого значення;Хмельницька обл.;Хмельницька міськрада;"N 49°26'25""";"E 26°59'38"""
П-4212;Алея каштана кінського;Aleia kashtana kinskoho;ботанічна пам'ятка природи;місцевого значення;Хмельницька обл.;Хмельницька міськрада;"N 49°24'28""";"E 27°1'16"""
П-4226;Моломолинецький;Molomolynetskyi;заказник гідрологічний;загальнодержавного значення;Хмельницька обл.;р-н Красилівський;"N 49°33'40""";"E 27°7'37"""
П-4405;"Сокілецький розріз
канилівської серії верхнього
декембрію";"Sokiletskyi rozriz kanylivskoi serii
verkhnoho dekembriiu";геологічна пам'ятка природи;місцевого значення;Хмельницька обл.;р-н Дунаєвецький;"N 48°45'31""";"E 27°4'43"""
П-4469;Адамове займисько;Adamove zaimysko;заповідне урочище;місцевого значення;Хмельницька обл.;р-н Ізяславський;"N 50°10'37""";"E 26°53'24"""
П-46;Подільські Товтри;Podilski Tovtry;національний природний парк;загальнодержавного значення;Хмельницька обл.;"р-н Кам'янець-
Подільський, р-н
Чемеровецький, р-н
Городоцький";"N 48°51'30""";"E 26°24'20"""
П-4682;Шундерова дача;Shunderova dacha;заказник ботанічний;місцевого значення;Хмельницька обл.;Шепетівська міськрада;"N 50°11'36""";"E 27°1'58"""
П-4748;Печера Атлантида;Pechera Atlantyda;геологічна пам'ятка природи;загальнодержавного значення;Хмельницька обл.;"р-н Кам'янець-
Подільський";"N 48°35'52""";"E 26°20'42"""
П-4782;Алея каштана кінського;Aleia kashtana kinskoho;ботанічна пам'ятка природи;місцевого значення;Хмельницька обл.;р-н Теофіпольський;"N 49°50'13""";"E 26°25'36"""
П-479;Залісецький;Zalisetskyi;заказник ботанічний;місцевого значення;Хмельницька обл.;р-н Дунаєвецький;"N 48°52'13""";"E 26°42'10"""
П-511;Конвалія травнева;Konvaliia travneva;заказник ботанічний;місцевого значення;Хмельницька обл.;р-н Ізяславський;"N 50°11'24""";"E 26°32'21"""
П-5217;Горіх чорний;Horikh chornyi;ботанічна пам'ятка природи;місцевого значення;Хмельницька обл.;Хмельницька міськрада;"N 49°25'26""";"E 26°59'2"""
П-5272;Полонський;Polonskyi;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Хмельницька обл.;р-н Полонський;"N 50°7'57""";"E 27°25'15"""
П-5307;Чапля;Chaplia;заказник ботанічний;загальнодержавного значення;Хмельницька обл.;"р-н Кам'янець-
Подільський";"N 48°36'49""";"E 26°48'51"""
П-5346;Михайлівський;Mykhailivskyi;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Хмельницька обл.;р-н Дунаєвецький;"N 48°47'15""";"E 26°46'47"""
П-5348;Самчиківський парк;Samchykivskyi park;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Хмельницька обл.;"р-н
Старокостянтинівський";"N 49°46'9""";"E 27°23'39"""
П-5497;Колонія підсніжника;Koloniia pidsnizhnyka;заказник ботанічний;місцевого значення;Хмельницька обл.;р-н Славутський;"N 50°15'9""";"E 26°48'47"""
П-5522;Кам'янець-Подільський;Kamianets-Podilskyi;парк;місцевого значення;Хмельницька обл.;"Кам'янець-Подільська
міськрада";"N 48°40'37""";"E 26°35'6"""
П-5531;Сатанівський;Satanivskyi;заказник лісовий;загальнодержавного значення;Хмельницька обл.;р-н Городоцький;"N 49°10'45""";"E 26°14'28"""
П-5534;?;?;заказник ботанічний;загальнодержавного значення;Хмельницька обл.;р-н Городоцький;"N 49°8'39""";"E 26°31'4"""
П-563;Віньковецький;Vinkovetskyi;заказник ботанічний;місцевого значення;Хмельницька обл.;р-н Віньковецький;"N 49°2'38""";"E 27°11'8"""
П-583;Гайдучино;Haiduchyno;заказник ботанічний;місцевого значення;Хмельницька обл.;р-н Красилівський;"N 49°36'51""";"E 27°0'21"""
П-585;Глібівський;Hlibivskyi;заказник ботанічний;місцевого значення;Хмельницька обл.;р-н Новоушицький;"N 48°50'36""";"E 27°16'28"""
П-656;Хутірський;Khutirskyi;заказник ботанічний;місцевого значення;Хмельницька обл.;р-н Славутський;"N 50°19'7""";"E 27°4'51"""
П-724;Першотравневий;Pershotravnevyi;заказник ботанічний;місцевого значення;Хмельницька обл.;р-н Ізяславський;"N 50°14'17""";"E 26°26'59"""
П-73;Верхнє Побужжя;Verkhnie Pobuzhzhia;національний природний парк;загальнодержавного значення;Хмельницька обл.;"р-н Деражнянський, р-н
Красилівський, р-н
Летичівський, р-н
Старокостянтинівський, р-
н Хмельницький";"N 49°26'11""";"E 27°25'7"""
П-733;Мацевицький;Matsevytskyi;заказник лісовий;місцевого значення;Хмельницька обл.;"р-н
Старокостянтинівський";"N 49°51'30""";"E 27°17'49"""
П-744;Новиківський;Novykivskyi;заказник лісовий;місцевого значення;Хмельницька обл.;"р-н
Старокостянтинівський";"N 49°47'13""";"E 27°12'9"""
П-754;Підгірнянський;Pidhirnianskyi;заказник лісовий;місцевого значення;Хмельницька обл.;"р-н
Старокостянтинівський";"N 49°41'33""";"E 27°23'19"""
П-765;Рахнівецький ліс;Rakhnivetskyi lis;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Дунаєвецький;"N 48°46'56""";"E 26°49'31"""
П-779;Соколівщина;Sokolivshchyna;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Ярмолинецький;"N 49°10'39""";"E 26°51'44"""
П-780;Сосновий бір;Sosnovyi bir;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Славутський;"N 50°19'30""";"E 26°42'15"""
П-790;Трибухівський ліс;Trybukhivskyi lis;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Дунаєвецький;"N 48°46'35""";"E 26°54'18"""
П-794;Урочище Балки;Urochyshche Balky;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Віньковецький;"N 49°5'5""";"E 27°17'36"""
П-796;Урочище Піддубне;Urochyshche Piddubne;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Віньковецький;"N 48°59'34""";"E 27°17'1"""
П-811;Євеліна;Yevelina;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Ярмолинецький;"N 49°12'5""";"E 26°47'4"""
П-820;Бубнівський ліс;Bubnivskyi lis;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Волочиський;"N 49°31'39""";"E 26°38'55"""
П-835;Давидковецький;Davydkovetskyi;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Хмельницький;"N 49°25'7""";"E 27°6'13"""
П-843;Дубовий гай;Dubovyi hai;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Славутський;"N 50°19'21""";"E 26°41'18"""
П-849;Зайчики;Zaichyky;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Волочиський;"N 49°22'1""";"E 26°15'17"""
П-851;Западинський;Zapadynskyi;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Красилівський;"N 49°36'59""";"E 27°1'56"""
П-853;Заслучнянський;Zasluchnianskyi;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Красилівський;"N 49°39'1""";"E 26°48'54"""
П-855;Калинівський;Kalynivskyi;заказник лісовий;місцевого значення;Хмельницька обл.;"р-н
Старокостянтинівський";"N 49°47'36""";"E 27°31'29"""
П-864;Красилівський;Krasylivskyi;заказник лісовий;місцевого значення;Хмельницька обл.;р-н Красилівський;"N 49°39'22""";"E 27°0'51"""
П-896;Хоморські заплави;Khomorski zaplavy;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Ізяславський;"N 49°58'58""";"E 26°56'15"""
П-903;Безодня;Bezodnia;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Летичівський;"N 49°25'37""";"E 27°23'8"""
П-910;Зелений;Zelenyi;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Ярмолинецький;"N 49°15'57""";"E 27°8'17"""
П-924;Христосівський;Khrystosivskyi;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Старосинявський;"N 49°35'43""";"E 27°32'45"""
П-932;Божиковецький;Bozhykovetskyi;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Деражнянський;"N 49°8'12""";"E 27°18'12"""
П-962;Шиїнський;Shyinskyi;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Деражнянський;"N 49°9'24""";"E 27°27'32"""
П-963;Шандровський;Shandrovskyi;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Городоцький;"N 49°12'8""";"E 26°11'23"""
П-970;Бубнівський;Bubnivskyi;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Волочиський;"N 49°32'48""";"E 26°33'7"""
П-973;Колісецький;Kolisetskyi;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Теофіпольський;"N 49°46'34""";"E 26°20'7"""
П-992;Шекеринецький;Shekerynetskyi;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Ізяславський;"N 50°10'38""";"E 26°27'3"""
П-995;Шпичинецький;Shpychynetskyi;заказник гідрологічний;місцевого значення;Хмельницька обл.;р-н Деражнянський;"N 49°19'51""";"E 27°27'44"""
