Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-727;Плисів Яр;Plysiv Yar;заказник ботанічний;місцевого значення;Полтавська обл.;р-н Гребінківський;"N 50°0'4""";"E 32°30'52"""
П-758;Половець;Polovets;заказник лісовий;місцевого значення;Полтавська обл.;р-н Оржицький;"N 49°53'56""";"E 32°33'30"""
П-78;Нижньосульський;Nyzhnosulskyi;національний природний парк;загальнодержавного значення;Полтавська обл.;;"N 49°36'28""";"E 33°11'28"""
П-80;Пирятинський;Pyriatynskyi;національний природний парк;загальнодержавного значення;Полтавська обл.;р-н Пирятинський;"N 50°14'10""";"E 32°30'4"""
П-813;Іскрівський;Iskrivskyi;заказник лісовий;місцевого значення;Полтавська обл.;р-н Чутівський;"N 49°47'59""";"E 35°10'44"""
П-884;Піско-Удайський;Pisko-Udaiskyi;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Чорнухинський;"N 50°10'21""";"E 32°49'44"""
П-893;Харківецький;Kharkivetskyi;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Пирятинський;"N 50°16'18""";"E 32°32'24"""
П-894;Хвощівка;Khvoshchivka;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Хорольський;"N 49°44'44""";"E 33°17'44"""
П-897;Хорунжівський;Khorunzhivskyi;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Козельщинський;"N 49°13'47""";"E 33°49'12"""
П-902;Байрак;Bairak;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Лубенський;"N 50°0'55""";"E 33°10'20"""
П-905;Березоворудський;Berezovorudskyi;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Пирятинський;"N 50°20'4""";"E 32°14'14"""
П-916;Пеленківщина;Pelenkivshchyna;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Зіньківський;"N 50°11'44""";"E 34°20'9"""
П-934;Болото Моховате;Boloto Mokhovate;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Гадяцький;"N 50°24'44""";"E 33°59'55"""
П-939;Брідок;Bridok;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Козельщинський;"N 49°24'50""";"E 33°54'59"""
П-952;Пологи;Polohy;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Гребінківський;"N 50°13'23""";"E 32°20'56"""
П-953;Попенківський;Popenkivskyi;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Козельщинський;"N 49°16'26""";"E 33°45'58"""
П-961;Чутівський;Chutivskyi;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Оржицький;"N 49°41'31""";"E 32°42'5"""
П-977;Комишитовий;Komyshytovyi;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Хорольський;"N 49°40'24""";"E 33°17'22"""
П-98;Хомутецький;Khomutetskyi;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Полтавська обл.;р-н Миргородський;"N 50°3'39""";"E 33°42'8"""
П-991;Шедіївський;Shediivskyi;заказник гідрологічний;місцевого значення;Полтавська обл.;р-н Новосанжарський;"N 49°8'0""";"E 34°38'57"""
