Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-2478;Чорна річка;Chorna richka;зоологічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°54'2""";"E 31°5'43"""
П-2497;Данчичева гора;Danchycheva hora;геологічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Срібнянський;"N 50°39'42""";"E 32°53'45"""
П-2530;Рівчак-Степанівський парк;Rivchak-Stepanivskyi park;парк;місцевого значення;Чернігівська обл.;р-н Носівський;"N 50°46'57""";"E 31°49'9"""
П-2544;Крейдяні поклади;Kreidiani poklady;геологічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 51°57'13""";"E 33°19'42"""
П-2545;Джерело-криниця;Dzherelo-krynytsia;гідрологічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 50°59'8""";"E 31°7'48"""
П-2550;Заплавні озера;Zaplavni ozera;гідрологічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°20'18""";"E 31°56'4"""
П-2568;Софіївський старовинний парк;Sofiivskyi starovynnyi park;парк;місцевого значення;Чернігівська обл.;р-н Носівський;"N 50°44'56""";"E 31°48'20"""
П-2570;Срібнянський;Sribnianskyi;парк;місцевого значення;Чернігівська обл.;р-н Срібнянський;"N 50°39'24""";"E 32°55'9"""
П-2589;Ковпинський вихід;Kovpynskyi vykhid;гідрологічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°11'51""";"E 33°17'16"""
П-2604;Стольненський парк;Stolnenskyi park;парк;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°30'17""";"E 31°55'18"""
П-2605;Талалаївський;Talalaivskyi;парк;місцевого значення;Чернігівська обл.;р-н Талалаївський;"N 50°50'26""";"E 33°7'39"""
П-2607;Тиницький;Tynytskyi;парк;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°8'21""";"E 32°55'53"""
П-2608;Тупичівський;Tupychivskyi;парк;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°45'54""";"E 31°25'24"""
П-2625;Рихлівська дача;Rykhlivska dacha;заказник ландшафтний;загальнодержавного значення;Чернігівська обл.;р-н Коропський;"N 51°40'34""";"E 32°53'5"""
П-265;Лаврик;Lavryk;зоологічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°23'42""";"E 32°34'37"""
П-2657;Руднянське;Rudnianske;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°26'39""";"E 30°41'23"""
П-267;Озеро Соловйове;Ozero Soloviove;гідрологічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°34'43""";"E 32°49'6"""
П-2683;Кістерська дача;Kisterska dacha;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°51'14""";"E 32°37'29"""
П-2684;Калачівська дача;Kalachivska dacha;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°46'24""";"E 32°29'1"""
П-2687;Качина долина;Kachyna dolyna;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°16'22""";"E 31°3'36"""
П-2764;Копачівська дача;Kopachivska dacha;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°14'12""";"E 31°4'30"""
П-2767;Коропський бір;Koropskyi bir;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Коропський;"N 51°35'10""";"E 32°58'53"""
П-2768;Корюківський лісопарк;Koriukivskyi lisopark;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°45'31""";"E 32°14'0"""
П-2769;Софіївка;Sofiivka;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°51'2""";"E 32°18'22"""
П-2774;Стольниське;Stolnyske;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°27'38""";"E 31°50'32"""
П-2801;Красний Хутір;Krasnyi Khutir;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°15'44""";"E 33°4'4"""
П-2825;Вадень;Vaden;гідрологічна пам'ятка природи;загальнодержавного значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 51°54'1""";"E 33°7'46"""
П-2827;Козероги;Kozerohy;гідрологічна пам'ятка природи;загальнодержавного значення;Чернігівська обл.;р-н Чернігівський;"N 51°18'36""";"E 31°1'1"""
П-2849;Торчин;Torchyn;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°20'15""";"E 31°8'33"""
П-285;Тростянець;Trostianets;дендрологічний парк;загальнодержавного значення;Чернігівська обл.;р-н Ічнянський;"N 50°47'27""";"E 32°47'57"""
П-2850;Три ярки;Try yarky;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°33'9""";"E 32°33'24"""
П-2858;Мурав'ївська;Muravivska;гідрологічна пам'ятка природи;загальнодержавного значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°20'30""";"E 33°22'33"""
П-2889;Макошине;Makoshyne;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°28'59""";"E 32°18'30"""
П-2896;Холминська дача;Kholmynska dacha;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°51'43""";"E 32°33'17"""
П-2918;Лисуха;Lysukha;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°19'16""";"E 31°7'37"""
П-2929;Чамарове;Chamarove;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°29'28""";"E 32°3'8"""
П-2931;Червоний борок;Chervonyi borok;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°25'9""";"E 30°56'41"""
П-2932;Чернещина;Cherneshchyna;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 50°53'25""";"E 31°11'34"""
П-2933;Чернещина;Cherneshchyna;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°11'44""";"E 31°24'9"""
П-2999;Микитівщина;Mykytivshchyna;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Срібнянський;"N 50°40'55""";"E 32°51'14"""
П-3001;Миничин ріг;Mynychyn rih;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°52'17""";"E 31°31'23"""
П-3008;Шубинські дачі;Shubynski dachi;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°51'36""";"E 32°17'18"""
П-3009;Щорський ліс;Shchorskyi lis;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°50'28""";"E 31°56'6"""
П-3027;Діброва;Dibrova;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°33'34""";"E 31°22'22"""
П-3031;Дідове;Didove;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°32'56""";"E 31°19'39"""
П-3039;Наумівський ліс;Naumivskyi lis;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°45'27""";"E 32°6'31"""
П-3076;Нова зимниця;Nova zymnytsia;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°50'14""";"E 30°48'12"""
П-3086;Брецький;Bretskyi;заказник ботанічний;загальнодержавного значення;Чернігівська обл.;р-н Корюківський;"N 51°45'19""";"E 32°18'15"""
П-3110;Довга рудня;Dovha rudnia;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°33'52""";"E 30°37'32"""
П-3124;Паньківський ліс;Pankivskyi lis;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°10'2""";"E 31°15'28"""
П-3128;Оболонський;Obolonskyi;заказник ботанічний;загальнодержавного значення;Чернігівська обл.;р-н Коропський;"N 51°36'14""";"E 32°55'0"""
П-3129;Путивський;Putyvskyi;заказник ботанічний;загальнодержавного значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 51°56'3""";"E 33°15'15"""
П-3130;Середовщина;Seredovshchyna;заказник ботанічний;загальнодержавного значення;Чернігівська обл.;р-н Ніжинський;"N 51°12'30""";"E 31°39'5"""
П-3174;Кравчукове болото;Kravchukove boloto;заказник гідрологічний;загальнодержавного значення;Чернігівська обл.;р-н Ніжинський;"N 50°54'0""";"E 32°1'24"""
П-3200;Полковниця;Polkovnytsia;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°28'22""";"E 31°25'1"""
П-3203;Присторонська дача;Prystoronska dacha;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°49'6""";"E 30°53'37"""
П-3205;Псьолів острів;Psoliv ostriv;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 50°58'6""";"E 30°52'24"""
П-3243;Радомська дача;Radomska dacha;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 51°57'20""";"E 32°27'22"""
П-3274;Макошинський;Makoshynskyi;заказник ландшафтний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°24'14""";"E 32°7'10"""
П-3282;Чотири вікових дуби;Chotyry vikovykh duby;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Прилуцька міськрада;"N 50°35'39""";"E 32°23'15"""
П-3284;Парк ім.Т.Г.Шевченка;Park im.t.h.shevchenka;парк;місцевого значення;Чернігівська обл.;"Новгород-Сіверська
міськрада";"N 52°0'21""";"E 33°15'3"""
П-3291;Болото Гнатівське-Лосківське;Boloto Hnativske-Loskivske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 51°51'44""";"E 33°5'44"""
П-3293;Криве;Kryve;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°51'38""";"E 32°47'30"""
П-3294;Кропивне;Kropyvne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°52'41""";"E 32°47'59"""
П-3295;Плютине;Pliutyne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°17'11""";"E 32°4'27"""
П-3310;Чирвине;Chyrvyne;заказник ландшафтний;місцевого значення;Чернігівська обл.;Ніжинська міськрада;"N 51°3'16""";"E 31°53'31"""
П-3314;Багатовіковий дуб;Bahatovikovyi dub;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°30'34""";"E 31°19'36"""
П-3342;Озеро Магістратське;Ozero Mahistratske;гідрологічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°28'28""";"E 31°19'47"""
П-3344;Болдина гора;Boldyna hora;парк;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°31'12""";"E 31°17'28"""
П-3377;Луциків гай;Lutsykiv hai;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°32'59""";"E 31°38'43"""
П-3380;Дорогинський;Dorohynskyi;заказник гідрологічний;загальнодержавного значення;Чернігівська обл.;р-н Ічнянський;"N 50°55'45""";"E 32°8'17"""
П-3417;Озеро Святе;Ozero Sviate;гідрологічна пам'ятка природи;загальнодержавного значення;Чернігівська обл.;р-н Козелецький;"N 51°3'6""";"E 30°47'44"""
П-3518;Багатовікові дуби;Bahatovikovi duby;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°29'0""";"E 31°17'1"""
П-3519;Багатовіковий дуб;Bahatovikovyi dub;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°29'48""";"E 31°19'1"""
П-3524;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°28'42""";"E 31°16'31"""
П-3525;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°28'42""";"E 31°16'59"""
П-3527;Урочище Бобровицьке;Urochyshche Bobrovytske;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°31'13""";"E 31°23'32"""
П-3529;Озеро Глушець;Ozero Hlushets;гідрологічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°28'11""";"E 31°17'44"""
П-3555;Група вікових насаджень;Hrupa vikovykh nasadzhen;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°29'57""";"E 31°18'14"""
П-3557;Група багатовікових дубів;Hrupa bahatovikovykh dubiv;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°30'29""";"E 31°19'14"""
П-3567;Святе (Пролетарський гай);Sviate (proletarskyi hai);заповідне урочище;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°27'28""";"E 31°16'9"""
П-3596;Багатовіковий дуб;Bahatovikovyi dub;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Прилуцька міськрада;"N 50°35'24""";"E 32°22'7"""
П-3634;Група багатовікових дубів;Hrupa bahatovikovykh dubiv;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°30'46""";"E 31°19'49"""
П-3635;Група багатовікових дубів;Hrupa bahatovikovykh dubiv;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°30'46""";"E 31°19'24"""
П-3636;Група багатовікових дубів;Hrupa bahatovikovykh dubiv;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°30'19""";"E 31°18'32"""
П-3641;Міський сад;Miskyi sad;парк;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°30'39""";"E 31°16'39"""
П-3669;Вишенська дача;Vyshenska dacha;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Коропський;"N 51°45'12""";"E 32°52'47"""
П-3699;Великий дятел;Velykyi diatel;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 52°4'38""";"E 32°13'29"""
П-3731;Броди;Brody;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°48'54""";"E 32°8'1"""
П-3735;Гатка;Hatka;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°13'25""";"E 30°42'15"""
П-3753;Довге;Dovhe;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°12'11""";"E 32°40'16"""
П-3754;Вигор;Vyhor;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°46'26""";"E 32°4'50"""
П-3757;Левищина;Levyshchyna;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 50°59'56""";"E 33°1'13"""
П-3760;Федорове;Fedorove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°24'18""";"E 32°34'10"""
П-3768;Гальський мох;Halskyi mokh;гідрологічна пам'ятка природи;загальнодержавного значення;Чернігівська обл.;р-н Сновський;"N 51°55'10""";"E 31°53'56"""
П-3774;Мялине;Mialyne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°24'20""";"E 32°31'48"""
П-3775;Оривцьове;Oryvtsove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°23'52""";"E 32°32'44"""
П-3830;Джерело;Dzherelo;гідрологічна пам'ятка природи;місцевого значення;Чернігівська обл.;"Новгород-Сіверська
міськрада";"N 52°0'43""";"E 33°15'52"""
П-3843;Сосинський;Sosynskyi;заказник гідрологічний;загальнодержавного значення;Чернігівська обл.;р-н Козелецький;"N 51°10'52""";"E 31°17'42"""
П-3854;Горицький;Horytskyi;заказник ландшафтний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°28'55""";"E 31°42'25"""
П-3861;Коропський;Koropskyi;заказник ландшафтний;місцевого значення;Чернігівська обл.;р-н Коропський;"N 51°48'8""";"E 32°54'15"""
П-3880;Кут;Kut;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°30'38""";"E 32°32'16"""
П-3896;Петрове;Petrove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°33'21""";"E 31°39'15"""
П-3989;Голеньово;Holenovo;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°30'51""";"E 31°37'44"""
П-4052;Багатовіковий дуб;Bahatovikovyi dub;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°29'21""";"E 31°17'2"""
П-4064;Кам'яна гряда;Kamiana hriada;заказник іхтіологічний;місцевого значення;Чернігівська обл.;"Новгород-Сіверська
міськрада";"N 52°1'8""";"E 33°14'44"""
П-4082;Багатовіковий дуб;Bahatovikovyi dub;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°28'30""";"E 31°15'32"""
П-4084;Будянське;Budianske;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°19'12""";"E 31°27'16"""
П-4085;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Прилуцька міськрада;"N 50°35'3""";"E 32°23'31"""
П-4121;Дерева екзоти;Dereva ekzoty;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 51°57'25""";"E 32°26'48"""
П-4153;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°28'59""";"E 31°16'26"""
П-4200;Марківецький дуб;Markivetskyi dub;ботанічна пам'ятка природи;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°42'52""";"E 31°12'32"""
П-4228;Каморетський;Kamoretskyi;заказник загальнозоологічний;загальнодержавного значення;Чернігівська обл.;р-н Менський;"N 51°22'21""";"E 31°55'38"""
П-436;Замглай;Zamhlai;заказник ландшафтний;загальнодержавного значення;Чернігівська обл.;р-н Ріпкинський;"N 51°50'18""";"E 31°11'38"""
П-4421;Поруб;Porub;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 51°58'11""";"E 32°45'40"""
П-4428;Лозовиця;Lozovytsia;заповідне урочище;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°24'56""";"E 32°46'24"""
П-4453;"Графський парк (парк
Ніжинського педінституту)";"Hrafskyi park (park Nizhynskoho
pedinstytutu)";парк;місцевого значення;Чернігівська обл.;Ніжинська міськрада;"N 51°2'23""";"E 31°53'0"""
П-458;Діброва-1;Dibrova-1;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°41'10""";"E 32°26'31"""
П-461;Дащенки;Dashchenky;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Варвинський;"N 50°22'0""";"E 32°45'48"""
П-466;Домницький;Domnytskyi;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°28'30""";"E 31°46'43"""
П-471;Дубравка;Dubravka;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Коропський;"N 51°41'14""";"E 32°59'14"""
П-472;Жовтневий бір;Zhovtnevyi bir;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Коропський;"N 51°26'38""";"E 32°52'43"""
П-4741;Максимове;Maksymove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°24'44""";"E 32°53'46"""
П-477;Зайцеві сосни;Zaitsevi sosny;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°7'33""";"E 31°55'10"""
П-488;Зорове;Zorove;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°2'10""";"E 33°3'18"""
П-4903;Туркенівка;Turkenivka;заказник ландшафтний;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°52'0""";"E 32°40'49"""
П-497;Клепали;Klepaly;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°1'44""";"E 31°26'59"""
П-500;Кобижчанська дача;Kobyzhchanska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°52'56""";"E 31°20'56"""
П-501;Кобижчанська дача-1;Kobyzhchanska dacha-1;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°54'22""";"E 31°27'38"""
П-5011;Тарасове;Tarasove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°50'25""";"E 31°17'48"""
П-5045;Галаганове;Halahanove;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Срібнянський;"N 50°40'50""";"E 32°46'2"""
П-505;Козарська дача;Kozarska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 50°54'56""";"E 31°21'52"""
П-507;Колодливе;Kolodlyve;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°23'22""";"E 31°7'58"""
П-508;Коляжинська дача;Koliazhynska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°50'17""";"E 31°19'5"""
П-515;Косий клин;Kosyi klyn;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°13'36""";"E 33°4'58"""
П-519;Красно-Хутірська дача;Krasno-Khutirska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 51°58'23""";"E 32°39'43"""
П-521;Кривуша;Kryvusha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°10'12""";"E 32°39'30"""
П-525;Іржавська дача;Irzhavska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°0'44""";"E 31°26'13"""
П-529;Бабки;Babky;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°32'51""";"E 32°34'29"""
П-5316;Ревунівське;Revunivske;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°20'16""";"E 30°48'5"""
П-5317;Коровель;Korovel;заказник ландшафтний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°22'45""";"E 31°11'9"""
П-5318;Ведильцівське;Vedyltsivske;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°27'20""";"E 30°44'21"""
П-5351;Бігацький ліс;Bihatskyi lis;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°38'17""";"E 31°35'26"""
П-5353;Дубина;Dubyna;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°20'46""";"E 32°44'12"""
П-5354;Ялівщина;Yalivshchyna;заказник лісовий;місцевого значення;Чернігівська обл.;Чернігівська міськрада;"N 51°27'41""";"E 31°18'31"""
П-5355;Піски;Pisky;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°8'49""";"E 32°40'30"""
П-5375;Сокиринський парк;Sokyrynskyi park;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Чернігівська обл.;р-н Срібнянський;"N 50°42'29""";"E 32°46'3"""
П-546;Березняк;Berezniak;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°9'36""";"E 32°42'11"""
П-547;Березовиця;Berezovytsia;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Талалаївський;"N 50°53'7""";"E 33°3'6"""
П-553;Борки;Borky;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°7'2""";"E 31°39'29"""
П-554;Борова;Borova;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°17'7""";"E 31°4'40"""
П-555;Боровицька дача;Borovytska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°49'44""";"E 31°51'37"""
П-557;Боромики;Boromyky;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°10'18""";"E 31°44'55"""
П-558;Боярське;Boiarske;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°32'48""";"E 32°32'46"""
П-566;Васильцеве;Vasyltseve;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°40'43""";"E 32°17'7"""
П-568;Великий ліс;Velykyi lis;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°51'53""";"E 32°21'11"""
П-572;Вершини;Vershyny;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°40'43""";"E 31°58'57"""
П-573;Вешки;Veshky;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°55'4""";"E 31°46'32"""
П-577;Володимирівська дача;Volodymyrivska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°5'44""";"E 32°57'4"""
П-578;Володимирівська дача;Volodymyrivska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°59'53""";"E 31°16'18"""
П-584;Гамаліївщина;Hamaliivshchyna;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Варвинський;"N 50°26'55""";"E 32°51'1"""
П-587;Гладомирівка;Hladomyrivka;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°34'55""";"E 32°32'51"""
П-589;Голубівка;Holubivka;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°34'8""";"E 32°30'26"""
П-591;Горішне;Horishne;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°0'15""";"E 31°37'27"""
П-594;Государщина;Hosudarshchyna;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°9'19""";"E 32°41'11"""
П-598;Приубідський;Pryubidskyi;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°38'42""";"E 32°38'59"""
П-612;Селецьке;Seletske;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°21'59""";"E 31°42'7"""
П-614;Синявка;Syniavka;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Коропський;"N 51°27'2""";"E 32°50'36"""
П-615;Скиток;Skytok;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°31'44""";"E 32°36'36"""
П-619;Соколівське;Sokolivske;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Срібнянський;"N 50°39'27""";"E 32°47'44"""
П-62;Ічнянський;Ichnianskyi;національний природний парк;загальнодержавного значення;Чернігівська обл.;р-н Ічнянський;"N 50°48'31""";"E 32°17'30"""
П-621;Срібне озеро;Sribne ozero;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°46'55""";"E 30°56'29"""
П-63;Мезинський;Mezynskyi;національний природний парк;загальнодержавного значення;Чернігівська обл.;р-н Коропський;"N 51°49'36""";"E 33°3'59"""
П-631;Тупичівська дача-1;Tupychivska dacha-1;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°48'59""";"E 31°26'29"""
П-632;Тупичівська дача-2;Tupychivska dacha-2;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°49'59""";"E 31°33'12"""
П-633;Турціївська дача;Turtsiivska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°55'23""";"E 32°11'14"""
