Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-4003;Цілинна ділянка;Tsilynna dilianka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Пологівський;"N 47°23'27""";"E 36°27'39"""
П-4004;Цілинна ділянка;Tsilynna dilianka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Мелітопольський;"N 46°45'38""";"E 35°22'22"""
П-4005;"Цілинна ділянка вздовж
залізниці";"Tsilynna dilianka vzdovzh
zaliznytsi";заказник ботанічний;місцевого значення;Запорізька обл.;р-н Михайлівський;"N 47°13'56""";"E 35°20'5"""
П-4011;Верхів'я балки Канцерівська;Verkhivia balky Kantserivska;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°52'18""";"E 34°58'19"""
П-4025;Балка Крилівка;Balka Krylivka;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Запорізький;"N 48°3'45""";"E 35°3'31"""
П-4043;Степова ділянка;Stepova dilianka;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Великобілозерський;"N 47°16'17""";"E 34°45'35"""
П-4044;Кучерявий;Kucheriavyi;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Новомиколаївський;"N 47°46'32""";"E 35°55'48"""
П-4050;Урочище Мамай гора;Urochyshche Mamai hora;заказник ландшафтний;місцевого значення;Запорізька обл.;"р-н Кам'янсько-
Дніпровський";"N 47°25'19""";"E 34°16'56"""
П-4057;Цілинні водоохоронні землі;Tsilynni vodookhoronni zemli;заказник ботанічний;місцевого значення;Запорізька обл.;"р-н Кам'янсько-
Дніпровський";"N 47°20'38""";"E 34°29'40"""
П-4060;Єлізаветівський ліс;Yelizavetivskyi lis;заказник лісовий;місцевого значення;Запорізька обл.;р-н Веселівський;"N 46°56'31""";"E 34°49'1"""
П-4073;Урочище Сударма;Urochyshche Sudarma;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Веселівський;"N 46°55'35""";"E 35°6'1"""
П-4074;Цілинна балка;Tsilynna balka;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Великобілозерський;"N 47°17'59""";"E 34°31'44"""
П-4075;Цілинна балка;Tsilynna balka;заказник ентомологічний;місцевого значення;Запорізька обл.;"р-н Кам'янсько-
Дніпровський";"N 47°25'42""";"E 34°30'36"""
П-4076;"Цілинна балка Троїцька,
ділянка No2";"Tsilynna balka Troitska, dilianka
No2";заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Мелітопольський;"N 46°57'10""";"E 35°20'57"""
П-4077;"Цілинна балка з кам'янистими
оголеннями";"Tsilynna balka z kamianystymy
oholenniamy";заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Чернігівський;"N 47°18'31""";"E 36°0'10"""
П-4078;Цілинна ділянка;Tsilynna dilianka;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Вільнянський;"N 47°52'20""";"E 35°38'9"""
П-4079;"Цілинна ділянка в поймі р.
Корсак";"Tsilynna dilianka v poimi r.
Korsak";заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Приазовський;"N 46°44'7""";"E 35°53'36"""
П-4080;"Цілинна ділянка в поймі р.
Корсак";"Tsilynna dilianka v poimi r.
Korsak";заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Приазовський;"N 46°42'51""";"E 35°52'1"""
П-4081;"Цілинна ділянка вздовж
зрошувального каналу";"Tsilynna dilianka vzdovzh
zroshuvalnoho kanalu";заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Михайлівський;"N 47°15'48""";"E 35°8'46"""
П-4097;Балка Мирнівська;Balka Myrnivska;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Токмацький;"N 47°21'54""";"E 35°40'43"""
П-4098;Заліснена балка;Zalisnena balka;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Токмацький;"N 47°16'34""";"E 35°56'19"""
П-4104;Дуб черешчатий;Dub chereshchatyi;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Мелітопольський;"N 46°59'56""";"E 35°33'20"""
П-4111;Цілинна кам'яна ділянка;Tsilynna kamiana dilianka;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Більмацький;"N 47°11'53""";"E 36°38'34"""
П-4116;Водянські кучугури;Vodianski kuchuhury;заказник ландшафтний;місцевого значення;Запорізька обл.;"р-н Кам’янсько-
Дніпровський";"N 47°29'10""";"E 34°32'58"""
П-4118;Степанівська коса;Stepanivska kosa;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Приазовський;"N 46°26'32""";"E 35°27'5"""
П-4131;Балка з степовою рослинністю;Balka z stepovoiu roslynnistiu;заказник ботанічний;місцевого значення;Запорізька обл.;"р-н Кам'янсько-
Дніпровський";"N 47°21'34""";"E 34°33'46"""
П-4133;Берег старого русла р. Обіточна;Bereh staroho rusla r. Obitochna;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Приморський;"N 46°43'1""";"E 36°19'13"""
П-4150;Цілинна ділянка з ставком;Tsilynna dilianka z stavkom;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Чернігівський;"N 47°14'40""";"E 36°1'16"""
П-4152;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;Запорізька міськрада;"N 47°51'35""";"E 35°0'41"""
П-4154;Віковий дуб черешчатий;Vikovyi dub chereshchatyi;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Оріхівський;"N 47°31'39""";"E 35°59'13"""
П-4155;Віковий дуб черешчатий;Vikovyi dub chereshchatyi;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Токмацький;"N 47°9'27""";"E 35°32'9"""
П-4169;Балка Малишевська;Balka Malyshevska;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°56'18""";"E 35°0'42"""
П-4170;Балка Хуторська;Balka Khutorska;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°53'43""";"E 34°59'53"""
П-4178;Балка Оріхівська;Balka Orikhivska;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Оріхівський;"N 47°36'9""";"E 35°49'0"""
П-4179;Балка Сидельникова;Balka Sydelnykova;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Оріхівський;"N 47°27'28""";"E 35°41'18"""
П-4180;Балка Данилівська;Balka Danylivska;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Гуляйпільський;"N 47°46'8""";"E 36°21'23"""
П-4181;Балка Козача;Balka Kozacha;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Вільнянський;"N 48°0'15""";"E 35°39'38"""
П-4182;Балка Конькова;Balka Konkova;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Більмацький;"N 47°18'25""";"E 36°46'24"""
П-4184;Цілинна ділянка;Tsilynna dilianka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Василівський;"N 47°35'33""";"E 35°22'47"""
П-4185;Цілинна ділянка;Tsilynna dilianka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Василівський;"N 47°32'20""";"E 35°24'26"""
П-4186;Балка Каларіна;Balka Kalarina;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Більмацький;"N 47°24'26""";"E 36°43'47"""
П-4189;Цілинна ділянка;Tsilynna dilianka;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;Бердянська міськрада;"N 46°48'48""";"E 36°48'50"""
П-4230;Заплава річки Берда;Zaplava richky Berda;заказник ландшафтний;загальнодержавного значення;Запорізька обл.;р-н Бердянський;"N 46°48'19""";"E 36°52'42"""
П-4265;Балка Скотовата;Balka Skotovata;комплексна пам'ятка природи;загальнодержавного значення;Запорізька обл.;р-н Гуляйпільський;"N 47°49'16""";"E 36°29'6"""
П-4266;Балка Канцерівська;Balka Kantserivska;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°50'0""";"E 34°58'35"""
П-4270;"Цілинна балка Троїцька,
ділянка No1";"Tsilynna balka Troitska, dilianka
No1";заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Мелітопольський;"N 46°57'4""";"E 35°21'28"""
П-4299;Оголовок Бердянської коси;Oholovok Berdianskoi kosy;заказник ландшафтний;місцевого значення;Запорізька обл.;Бердянська міськрада;"N 46°39'7""";"E 36°47'19"""
П-4309;Цілинна ділянка;Tsilynna dilianka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Токмацький;"N 47°15'30""";"E 35°37'14"""
П-4310;Цілинна ділянка;Tsilynna dilianka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°45'31""";"E 34°59'15"""
П-4328;"Велика кам'яна скеля біля р.
Суха Конка";"Velyka kamiana skelia bilia r.
Sukha Konka";геологічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Пологівський;"N 47°22'52""";"E 36°27'47"""
П-4359;Вигін;Vyhin;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Бердянський;"N 46°52'48""";"E 36°30'34"""
П-4370;Бельмак-могила;Belmak-mohyla;геологічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Більмацький;"N 47°13'57""";"E 36°39'5"""
П-4400;Узлісся на острогах балки;Uzlissia na ostrohakh balky;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Токмацький;"N 47°13'13""";"E 35°42'15"""
П-4454;Парк біля залізничної станції;Park bilia zaliznychnoi stantsii;парк;місцевого значення;Запорізька обл.;"Мелітопольська
міськрада";"N 46°51'58""";"E 35°23'32"""
П-4458;Ділянка Ясне;Dilianka Yasne;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Василівський;"N 47°23'28""";"E 35°6'39"""
П-4460;Захисна лісосмуга;Zakhysna lisosmuha;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Приазовський;"N 46°33'25""";"E 35°27'33"""
П-4465;"Правий берег Молочного
лиману";"Pravyi bereh Molochnoho
lymanu";заказник ботанічний;місцевого значення;Запорізька обл.;р-н Якимівський;"N 46°43'1""";"E 35°17'45"""
П-4485;"Правий Берег Молочного
лиману";"Pravyi Bereh Molochnoho
lymanu";заказник ботанічний;місцевого значення;Запорізька обл.;р-н Якимівський;"N 46°32'39""";"E 35°17'50"""
П-4486;"Правий Берег Молочного
лиману";"Pravyi Bereh Molochnoho
lymanu";заказник ботанічний;місцевого значення;Запорізька обл.;р-н Якимівський;"N 46°33'42""";"E 35°17'34"""
П-4489;Вишнева балка;Vyshneva balka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Бердянський;"N 47°4'17""";"E 36°58'54"""
П-4491;Водоохоронна зона;Vodookhoronna zona;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Чернігівський;"N 47°14'0""";"E 36°1'12"""
П-4492;Водянські і Іванівські Кічугури;Vodianski i Ivanivski Kichuhury;заказник ботанічний;місцевого значення;Запорізька обл.;"р-н Кам'янсько-
Дніпровський";"N 47°28'44""";"E 34°33'7"""
П-4499;"Горна гряда з кам'янистими
розсипами";"Horna hriada z kamianystymy
rozsypamy";геологічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Бердянський;"N 47°3'36""";"E 36°51'36"""
П-4502;Кам'яна могила;Kamiana mohyla;геологічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Приазовський;"N 46°58'10""";"E 35°56'41"""
П-4512;Лісовий масив біля р. Домузгла;Lisovyi masyv bilia r. Domuzghla;заказник лісовий;місцевого значення;Запорізька обл.;р-н Приазовський;"N 46°47'21""";"E 35°40'2"""
П-4517;Балка Коньякова;Balka Koniakova;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Більмацький;"N 47°16'55""";"E 36°44'26"""
П-4518;Балка Норова;Balka Norova;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Оріхівський;"N 47°38'51""";"E 35°34'22"""
П-4535;Лісосмуга з підліском глоду;Lisosmuha z pidliskom hlodu;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Токмацький;"N 47°3'47""";"E 35°50'0"""
П-4585;Заплава річки Атманай;Zaplava richky Atmanai;заказник орнітологічний;місцевого значення;Запорізька обл.;р-н Якимівський;"N 46°29'7""";"E 35°5'55"""
П-4601;Дуб Патріарх;Dub Patriarkh;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Мелітопольський;"N 46°58'5""";"E 35°26'56"""
П-4604;Солов'їна роща;Solovina roshcha;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°47'12""";"E 35°7'4"""
П-4605;Степова балка;Stepova balka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Чернігівський;"N 47°3'26""";"E 36°8'57"""
П-4610;Урочище Старобогданівське;Urochyshche Starobohdanivske;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Михайлівський;"N 47°8'44""";"E 35°29'58"""
П-4611;Урочище Церкви;Urochyshche Tserkvy;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Чернігівський;"N 47°9'2""";"E 36°17'10"""
П-4617;Саур-могила;Saur-mohyla;геологічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°42'11""";"E 35°22'52"""
П-4643;Цілинні пришляхові смуги;Tsilynni pryshliakhovi smuhy;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Гуляйпільський;"N 47°37'14""";"E 36°6'40"""
П-4644;Цілинна балка;Tsilynna balka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Токмацький;"N 47°18'1""";"E 35°37'19"""
П-4645;Цілинна ділянка;Tsilynna dilianka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Гуляйпільський;"N 47°48'2""";"E 36°26'41"""
П-4646;Цілинна ділянка;Tsilynna dilianka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Новомиколаївський;"N 47°45'21""";"E 35°59'29"""
П-4647;Цілинна ділянка;Tsilynna dilianka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Бердянський;"N 47°3'41""";"E 36°51'45"""
П-4649;Цілинна ділянка;Tsilynna dilianka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Василівський;"N 47°25'29""";"E 35°6'57"""
П-4650;"Цілинна ділянка вздовж
залізниці";"Tsilynna dilianka vzdovzh
zaliznytsi";заказник ботанічний;місцевого значення;Запорізька обл.;р-н Михайлівський;"N 47°18'44""";"E 35°19'35"""
П-4655;Токмак-могила (Синя гора);Tokmak-mohyla (synia hora);геологічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Чернігівський;"N 47°15'48""";"E 36°19'14"""
П-4669;Урочище Жовта круча;Urochyshche Zhovta krucha;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Оріхівський;"N 47°44'41""";"E 35°41'1"""
П-4678;Парк ім.Шевченка;Park im.shevchenka;парк;місцевого значення;Запорізька обл.;Запорізька міськрада;"N 47°50'32""";"E 35°12'41"""
П-4680;Шайтанова балка;Shaitanova balka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Бердянський;"N 46°55'31""";"E 36°37'24"""
П-4683;Юрківська гора;Yurkivska hora;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Оріхівський;"N 47°37'29""";"E 35°41'28"""
П-4709;Алтагірський;Altahirskyi;заказник загальнозоологічний;загальнодержавного значення;Запорізька обл.;р-н Якимівський;"N 46°37'5""";"E 35°16'5"""
П-4718;Змішаний листяний ліс;Zmishanyi lystianyi lis;заказник лісовий;місцевого значення;Запорізька обл.;"р-н Кам'янсько-
Дніпровський";"N 47°25'51""";"E 34°28'0"""
П-4720;Цілина Черноморченка;Tsilyna Chernomorchenka;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Веселівський;"N 46°51'17""";"E 34°54'5"""
П-4721;Цілинна балка;Tsilynna balka;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Великобілозерський;"N 47°17'31""";"E 34°45'49"""
П-4722;Цілинна балка;Tsilynna balka;заказник ентомологічний;місцевого значення;Запорізька обл.;"р-н Кам'янсько-
Дніпровський";"N 47°24'46""";"E 34°36'28"""
П-4723;Цілинна балка;Tsilynna balka;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Великобілозерський;"N 47°13'42""";"E 34°31'45"""
П-4724;Цілинна балка;Tsilynna balka;заказник ентомологічний;місцевого значення;Запорізька обл.;"р-н Кам'янсько-
Дніпровський";"N 47°23'57""";"E 34°47'52"""
П-4725;Цілинна балка;Tsilynna balka;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°46'14""";"E 35°5'26"""
П-4726;Цілинна ділянка No1;Tsilynna dilianka No1;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Вільнянський;"N 48°6'0""";"E 35°15'44"""
П-4757;Цілинна ділянка No2;Tsilynna dilianka No2;заказник ентомологічний;місцевого значення;Запорізька обл.;р-н Вільнянський;"N 47°52'30""";"E 35°26'59"""
П-4797;Іванівський бір;Ivanivskyi bir;заказник ландшафтний;місцевого значення;Запорізька обл.;"р-н Кам’янко-
Дніпровський";"N 47°29'14""";"E 34°43'35"""
П-4798;Ізвестінський ставок;Izvestinskyi stavok;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Веселівський;"N 46°55'19""";"E 34°53'28"""
П-4801;Балка Панютинська;Balka Paniutynska;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Оріхівський;"N 47°42'34""";"E 35°57'1"""
П-4802;Балка Ручаївська;Balka Ruchaivska;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°52'36""";"E 34°54'49"""
П-4803;Володимирівський;Volodymyrivskyi;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°55'39""";"E 35°3'0"""
П-4825;Балка Молодецька;Balka Molodetska;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Більмацький;"N 47°11'21""";"E 36°39'38"""
П-4828;Скеля Сова Пимонова;Skelia Sova Pymonova;геологічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Бердянський;"N 47°3'56""";"E 36°57'0"""
П-483;Зелена гора;Zelena hora;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Бердянський;"N 47°4'12""";"E 36°34'45"""
П-4836;"Захисне лісове насадження на
хвилястій місцевості";"Zakhysne lisove nasadzhennia na
khvyliastii mistsevosti";заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Токмацький;"N 47°14'11""";"E 35°45'12"""
П-4838;Лісовий масив;Lisovyi masyv;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Василівський;"N 47°27'26""";"E 35°15'35"""
П-4839;"Лісовий масив вздовж лівого
берега річки Дніпро";"Lisovyi masyv vzdovzh livoho
bereha richky Dnipro";заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Вільнянський;"N 48°6'16""";"E 35°3'14"""
П-4840;Салтичійське степове помістя;Saltychiiske stepove pomistia;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Чернігівський;"N 47°6'59""";"E 36°25'48"""
П-4871;Цілинна лощина з ярами;Tsilynna loshchyna z yaramy;заказник ландшафтний;місцевого значення;Запорізька обл.;р-н Оріхівський;"N 47°39'23""";"E 35°55'23"""
П-4874;"Алея вікових каштанів з
ділянкою лісу";"Aleia vikovykh kashtaniv z
diliankoiu lisu";ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Вільнянський;"N 47°59'29""";"E 35°23'42"""
П-4876;Ближні Макорти;Blyzhni Makorty;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;Бердянська міськрада;"N 46°48'5""";"E 36°48'36"""
П-4891;Парк по вулиці Кремлівській;Park po vulytsi Kremlivskii;парк;місцевого значення;Запорізька обл.;Запорізька міськрада;"N 47°52'26""";"E 35°1'53"""
П-4910;"Вікове дерево глоду з ділянкою
мішаного  лісу 300 років";"Vikove derevo hlodu z diliankoiu
mishanoho lisu 300 rokiv";ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°48'22""";"E 35°5'32"""
П-4911;"Вікове дерево глоду з ділянкою
мішаного лісу 400 років";"Vikove derevo hlodu z diliankoiu
mishanoho lisu 400 rokiv";ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°48'8""";"E 35°5'35"""
П-4913;"Вікове дерево клену
гостролистого";"Vikove derevo klenu
hostrolystoho";ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Бердянський;"N 46°48'42""";"E 36°42'25"""
П-4922;Балка Лукашева;Balka Lukasheva;комплексна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°54'0""";"E 35°1'15"""
П-4923;Балка Таволжанська;Balka Tavolzhanska;комплексна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Вільнянський;"N 48°4'51""";"E 35°7'2"""
П-4928;Тащенакський под;Tashchenakskyi pod;заказник орнітологічний;місцевого значення;Запорізька обл.;р-н Якимівський;"N 46°39'29""";"E 35°16'13"""
П-4941;Балка Пушинська;Balka Pushynska;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°38'39""";"E 35°4'0"""
П-4944;Балка Ульянівка;Balka Ulianivka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Вільнянський;"N 48°2'34""";"E 35°9'39"""
П-4948;Група вікових дубів;Hrupa vikovykh dubiv;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Запорізький;"N 47°39'29""";"E 35°6'39"""
П-4954;Філонова балка;Filonova balka;комплексна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Бердянський;"N 47°4'1""";"E 36°56'28"""
П-4956;"Запорізький дитячий
ботанічний сад";"Zaporizkyi dytiachyi botanichnyi
sad";парк;місцевого значення;Запорізька обл.;Запорізька міськрада;"N 47°50'35""";"E 35°12'0"""
П-4957;Парк Алея слави;Park Aleia slavy;парк;місцевого значення;Запорізька обл.;Запорізька міськрада;"N 47°51'30""";"E 35°7'0"""
П-4959;Парк Садове;Park Sadove;парк;місцевого значення;Запорізька обл.;р-н Мелітопольський;"N 46°47'2""";"E 35°21'53"""
П-4975;Балка Чапаївка;Balka Chapaivka;заказник ботанічний;місцевого значення;Запорізька обл.;р-н Вільнянський;"N 48°4'34""";"E 35°8'35"""
П-4979;"Єлисіївський пигматітовий
кар'єр";Yelysiivskyi pyhmatitovyi karier;геологічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Приморський;"N 46°59'32""";"E 36°24'29"""
П-4981;Лисяча балка;Lysiacha balka;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Бердянський;"N 46°45'41""";"E 36°32'45"""
П-4987;Степова цілина;Stepova tsilyna;ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Бердянський;"N 46°50'47""";"E 36°39'26"""
П-4997;Лісонасадження Яковенко;Lisonasadzhennia Yakovenko;заповідне урочище;місцевого значення;Запорізька обл.;р-н Веселівський;"N 47°8'52""";"E 34°49'22"""
П-5013;"Південний схил балки луго-
пасовицького сівообігу No3";"Pivdennyi skhyl balky luho-
pasovytskoho sivoobihu No3";заказник ентомологічний;місцевого значення;Запорізька обл.;"р-н Кам’янсько-
Дніпровський";"N 47°20'46""";"E 34°31'51"""
П-5017;"Цілинна ділянка біля річки
Терса";"Tsilynna dilianka bilia richky
Tersa";ботанічна пам'ятка природи;місцевого значення;Запорізька обл.;р-н Новомиколаївський;"N 47°52'48""";"E 35°53'17"""
