Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-5769;Крилівка;Krylivka;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 14’ 52""";"E 34° 0’ 50"""
Ф-5825;Старий Салгир;Staryi Salhyr;урочище;Автономна Республіка Крим;р-н Сімферопольський;"N 45° 3’ 56""";"E 34° 0’ 50"""
Ф-6932;Куропатне;Kuropatne;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 22’ 42""";"E 34° 0’ 58"""
Ф-4454;Щедрине;Shchedryne;урочище;Автономна Республіка Крим;р-н Первомайський;"N 45° 44’ 0""";"E 34° 1’ 29"""
Ф-5784;Підсобне;Pidsobne;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 13’ 37""";"E 34° 1’ 31"""
Ф-6876;Челюскінець;Cheliuskinets;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 38’ 17""";"E 34° 1’ 9"""
Ф-6895;Чкалове;Chkalove;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 33’ 1""";"E 34° 10’ 2"""
Ф-5775;Ток;Tok;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 14’ 52""";"E 34° 10’ 59"""
Ф-4461;Труженик;Truzhenyk;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 44’ 48""";"E 34° 12’ 0"""
Ф-5778;Лазо;Lаzо;урочище;Автономна Республіка Крим;р-н Білогірський;"N 45° 14’ 23""";"E 34° 12’ 18"""
Ф-4596;Кеслерський Ліс;Keslerskyi Lis;урочище;Автономна Республіка Крим;р-н Сімферопольський;"N 44° 54’ 48""";"E 34° 12’ 23"""
Ф-4458;Катеринівка;Katerynivka;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 43’ 46""";"E 34° 13’ 40"""
Ф-4558;Камбич;Kambych;урочище;Автономна Республіка Крим;р-н Бахчисарайський;"N 44° 38’ 22""";"E 34° 13’ 41"""
Ф-4475;Алгази;Alhazy;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 54’ 32""";"E 34° 14’ 18"""
Ф-4576;Міномет;Minomet;урочище;Автономна Республіка Крим;р-н Бахчисарайський;"N 44° 45’ 38""";"E 34° 14’ 20"""
Ф-5781;Чикаренко;Chykarenko;урочище;Автономна Республіка Крим;р-н Білогірський;"N 45° 14’ 17""";"E 34° 14’ 51"""
Ф-6926;Лисички;Lysychky;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 24’ 39""";"E 34° 15’ 3"""
Ф-6863;Журавлівка;Zhuravlivka;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 38’ 23""";"E 34° 16’ 30"""
Ф-4476;Клин;Klyn;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 54’ 50""";"E 34° 17’ 22"""
Ф-4479;Кречетове;Krechetove;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 55’ 10""";"E 34° 19’ 12"""
Ф-4470;Ясна Балка;Yasna Balka;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 49’ 30""";"E 34° 19’ 19"""
Ф-6899;Разине;Razyne;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 31’ 6""";"E 34° 2’ 22"""
Ф-4474;Четверикове;Chetverykove;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 51’ 17""";"E 34° 20’ 30"""
Ф-6913;Якимівка;Yakymivka;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 24’ 54""";"E 34° 21’ 42"""
Ф-4604;Шумула;Shumula;урочище;Автономна Республіка Крим;р-н Білогірський;"N 44° 55’ 11""";"E 34° 21’ 57"""
Ф-4469;Глинне;Hlynne;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 49’ 28""";"E 34° 22’ 21"""
Ф-6909;Миколаєве;Mykolaieve;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 27’ 53""";"E 34° 23’ 18"""
Ф-4579;Тиркі;Tyrki;урочище;Автономна Республіка Крим;р-н Сімферопольський;"N 44° 49’ 34""";"E 34° 23’ 30"""
Ф-4606;Васильки;Vasylky;урочище;Автономна Республіка Крим;р-н Білогірський;"N 44° 55’ 22""";"E 34° 24’ 40"""
Ф-6874;Єгорівка;Yehorivka;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 37’ 24""";"E 34° 24’ 47"""
Ф-5795;Німецька Бустурча;Nimetska Busturcha;урочище;Автономна Республіка Крим;р-н Білогірський;"N 45° 7’ 18""";"E 34° 25’ 12"""
Ф-6897;Нововеселе;Novovesele;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 33’ 12""";"E 34° 25’ 52"""
Ф-4592;Орта-Сирт;Orta-Syrt;урочище;Автономна Республіка Крим;"р-н Білогірський, р-н
Бахчисарайський";"N 44° 52’ 9""";"E 34° 26’ 53"""
Ф-4477;Побєда;Pobieda;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 55’ 20""";"E 34° 27’ 0"""
Ф-6930;Полюшкине;Poliuikyne;урочище;Автономна Республіка Крим;р-н Красногвардійський;"N 45° 20’ 22""";"E 34° 27’ 53"""
Ф-6879;Кам'янка;Kamianka;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 36’ 4""";"E 34° 28’ 9"""
Ф-5799;Каракум;Karakum;урочище;Автономна Республіка Крим;р-н Білогірський;"N 45° 4’ 21""";"E 34° 29’ 18"""
Ф-4522;Водне;Vodne;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 49’ 8""";"E 34° 30’ 38"""
Ф-5638;Грушева Поляна;Hrusheva Poliana;урочище;Автономна Республіка Крим;;"N 44° 49’ 9""";"E 34° 30’ 58"""
Ф-6844;Защитне;Zashchytne;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 35’ 47""";"E 34° 31’ 13"""
Ф-5866;Колтан;Koltan;урочище;Автономна Республіка Крим;р-н Білогірський;"N 45° 0’ 38""";"E 34° 31’ 15"""
Ф-5843;Запілля;Zapillia;урочище;Автономна Республіка Крим;р-н Білогірський;"N 45° 10’ 23""";"E 34° 33’ 17"""
Ф-4532;Бережне;Berezhne;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 54’ 29""";"E 34° 33’ 20"""
Ф-6782;Видне;Vydne;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 39’ 43""";"E 34° 34’ 0"""
Ф-5836;Степне;Stepne;урочище;Автономна Республіка Крим;р-н Білогірський;"N 45° 14’ 18""";"E 34° 34’ 49"""
Ф-6831;Пирогове;Pyrohove;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 37’ 46""";"E 34° 34’ 49"""
Ф-4508;Роздольне;Rozdolne;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 42’ 52""";"E 34° 34’ 58"""
Ф-6857;Костянтинівка;Kostiantynivka;урочище;Автономна Республіка Крим;р-н Нижньогірський;"N 45° 24’ 6""";"E 34° 36’ 2"""
Ф-6858;Німецький Таймас;Nimetskyi Taimas;урочище;Автономна Республіка Крим;"р-н Красногвардійський, р-н
Нижньогірський";"N 45° 21’ 29""";"E 34° 36’ 39"""
Ф-5852;Поле Казанташ;Pole Kazantash;урочище;Автономна Республіка Крим;р-н Білогірський;"N 45° 7’ 11""";"E 34° 39’ 53"""
Ф-4444;Комишівка;Komyshivka;урочище;Автономна Республіка Крим;р-н Красноперекопський;"N 46° 2’ 20""";"E 34° 4’ 5"""
