Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-12268;Бучинський Ліс;Buchynskyi Lis;урочище;Волинська обл.;р-н Любешівський;"N 51° 49’ 39""";"E 25° 34’ 42"""
Ф-12274;Березина;Berezyna;урочище;Волинська обл.;р-н Любешівський;"N 51° 48’ 5""";"E 25° 37’ 4"""
Ф-12276;Січа;Sicha;урочище;Волинська обл.;р-н Любешівський;"N 51° 46’ 30""";"E 25° 33’ 36"""
Ф-12277;Сила;Syla;урочище;Волинська обл.;р-н Любешівський;"N 51° 45’ 40""";"E 25° 34’ 20"""
Ф-12282;Стрижень;Stryzhen;урочище;Волинська обл.;р-н Любешівський;"N 51° 45’ 43""";"E 25° 39’ 55"""
Ф-12283;Красниця;Krasnytsia;урочище;Волинська обл.;р-н Любешівський;"N 51° 44’ 38""";"E 25° 32’ 15"""
Ф-12288;Пруди;Prudy;урочище;Волинська обл.;р-н Любешівський;"N 51° 40’ 32""";"E 25° 31’ 37"""
Ф-12297;Кобилка;Kobylka;урочище;Волинська обл.;р-н Шацький;"N 51° 39’ 39""";"E 23° 46’ 48"""
Ф-12300;Козаково;Kozakovo;урочище;Волинська обл.;р-н Шацький;"N 51° 37’ 53""";"E 23° 39’ 39"""
Ф-12301;Чемерецьке;Chemeretske;урочище;Волинська обл.;р-н Шацький;"N 51° 37’ 3""";"E 23° 43’ 56"""
Ф-12303;Гороветки;Horovetky;урочище;Волинська обл.;р-н Шацький;"N 51° 36’ 40""";"E 23° 38’ 20"""
Ф-12304;Кошелеве;Kosheleve;урочище;Волинська обл.;р-н Шацький;"N 51° 36’ 37""";"E 23° 40’ 41"""
Ф-12305;Тугур;Tuhur;урочище;Волинська обл.;р-н Шацький;"N 51° 35’ 21""";"E 23° 46’ 10"""
Ф-12306;Жари;Zhary;урочище;Волинська обл.;р-н Шацький;"N 51° 33’ 8""";"E 23° 41’ 39"""
Ф-12308;Городище;Horodyshche;урочище;Волинська обл.;р-н Шацький;"N 51° 32’ 29""";"E 23° 52’ 12"""
Ф-12310;Татарські Гори;Tatarski Hory;урочище;Волинська обл.;р-н Шацький;"N 51° 29’ 20""";"E 23° 46’ 38"""
Ф-12311;Пруссові Гори;Prussovi Hory;урочище;Волинська обл.;р-н Шацький;"N 51° 27’ 33""";"E 23° 42’ 23"""
Ф-12312;Багно;Bahno;урочище;Волинська обл.;р-н Шацький, р-н Любомльський;"N 51° 24’ 0""";"E 23° 43’ 26"""
Ф-12328;Довгий Острів;Dovhyi Ostriv;урочище;Волинська обл.;р-н Любомльський, р-н Шацький;"N 51° 24’ 1""";"E 23° 51’ 52"""
Ф-12339;Берестино;Berestyno;урочище;Волинська обл.;р-н Любомльський;"N 51° 19’ 32""";"E 23° 58’ 30"""
Ф-12345;Петрилиха;Petrylykha;урочище;Волинська обл.;р-н Любомльський;"N 51° 18’ 51""";"E 23° 50’ 10"""
Ф-12348;Перекірка;Perekirka;урочище;Волинська обл.;р-н Любомльський;"N 51° 17’ 29""";"E 23° 50’ 49"""
