Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-45373;Перекопана;Perekopana;річка, що пересихає;Кіровоградська обл.;р-н Новгородківський;"N 48° 21’ 38""";"E 32° 38’ 48"""
Ф-45374;Глиняна;Hlyniana;річка, що пересихає;Кіровоградська обл.;р-н Новгородківський;"N 48° 24’ 28""";"E 32° 42’ 16"""
Ф-45375;Мамаєва;Mamaieva;річка, що пересихає;Кіровоградська обл.;р-н Новгородківський;"N 48° 23’ 37""";"E 32° 41’ 10"""
Ф-45376;Дачихотка;Dachykhotka;річка, що пересихає;Кіровоградська обл.;р-н Новгородківський;"N 48° 23’ 30""";"E 32° 40’ 26"""
Ф-45377;Балашова;Balashova;річка;Кіровоградська обл.;р-н Новгородківський;"N 48° 24’ 3""";"E 32° 33’ 48"""
Ф-45378;Бережинка;Berezhynka;річка, що пересихає;Кіровоградська обл.;р-н Новгородківський;"N 48° 24’ 46""";"E 32° 33’ 28"""
Ф-45379;Гайдаєва;Haidaieva;річка, що пересихає;Кіровоградська обл.;р-н Новгородківський;"N 48° 24’ 20""";"E 32° 33’ 31"""
Ф-4538;Заводське;Zavodske;урочище;Кіровоградська обл.;р-н Устинівський;"N 47° 51’ 9""";"E 32° 34’ 52"""
Ф-45380;Лозуватка;Lozuvatka;річка;Кіровоградська обл.;р-н Новгородківський;"N 48° 21’ 22""";"E 32° 34’ 16"""
Ф-45383;Фуркова;Furkova;річка, що пересихає;Кіровоградська обл.;р-н Петрівський;"N 48° 11’ 39""";"E 33° 11’ 7"""
Ф-45384;Суворовське;Suvorovske;джерело;Кіровоградська обл.;р-н Долинський;"N 48° 13’ 2""";"E 32° 58’ 30"""
Ф-45385;Широка;Shyroka;річка, що пересихає;Кіровоградська обл.;р-н Долинський;"N 48° 12’ 49""";"E 32° 57’ 2"""
Ф-45386;Веселий;Veselyi;річка, що пересихає;Кіровоградська обл.;р-н Долинський;"N 48° 11’ 47""";"E 32° 56’ 29"""
Ф-45387;Швейденівка;Shveidenivka;річка, що пересихає;Кіровоградська обл.;р-н Долинський;"N 48° 10’ 28""";"E 32° 55’ 12"""
Ф-45388;Дубровина;Dubrovyna;річка;Кіровоградська обл.;р-н Долинський;"N 48° 9’ 4""";"E 32° 54’ 18"""
Ф-45389;Гурівська;Hurivska;річка;Кіровоградська обл.;р-н Долинський;"N 48° 5’ 27""";"E 32° 55’ 39"""
Ф-4539;Червона Межа;Chervona Mezha;урочище;Кіровоградська обл.;р-н Устинівський;"N 47° 56’ 4""";"E 32° 42’ 34"""
Ф-45390;Григороденисівка;Hryhorodenysivka;річка, що пересихає;Кіровоградська обл.;р-н Долинський;"N 48° 4’ 13""";"E 32° 55’ 29"""
Ф-45391;Друга;Druha;річка;Кіровоградська обл.;р-н Долинський;"N 48° 4’ 1""";"E 32° 56’ 10"""
Ф-45392;Новоселівка;Novoselivka;річка, що пересихає;Кіровоградська обл.;р-н Долинський;"N 48° 2’ 29""";"E 32° 58’ 8"""
Ф-45393;Буцька;Butska;річка, що пересихає;Кіровоградська обл.;р-н Долинський;"N 48° 2’ 42""";"E 32° 56’ 42"""
Ф-45395;Бовтиш;Bovtysh;річка;Кіровоградська обл.;р-н Олександрівський;"N 48° 57’ 10""";"E 32° 16’ 15"""
Ф-45396;Громова Криниця;Hromova Krynytsia;джерело;Кіровоградська обл.;р-н Олександрівський;"N 48° 51’ 24""";"E 32° 4’ 29"""
Ф-45397;Козині;Kozyni;джерело;Кіровоградська обл.;р-н Олександрівський;"N 48° 51’ 13""";"E 32° 4’ 49"""
Ф-45398;Вершина;Vershyna;джерело;Кіровоградська обл.;р-н Олександрівський;"N 48° 48’ 59""";"E 31° 56’ 22"""
Ф-45399;Бульбока;Bulboka;озеро;Кіровоградська обл.;р-н Новомиргородський;"N 48° 43’ 56""";"E 31° 52’ 45"""
Ф-45400;Широкий Яр;Shyrokyi Yar;річка;Кіровоградська обл.;р-н Новомиргородський;"N 48° 43’ 31""";"E 31° 53’ 43"""
Ф-45401;Телятинський Яр;Teliatynskyi Yar;річка, що пересихає;Кіровоградська обл.;р-н Новомиргородський;"N 48° 44’ 19""";"E 31° 50’ 44"""
Ф-45402;Сагайдак;Sahaidak;озеро;Кіровоградська обл.;р-н Новомиргородський;"N 48° 43’ 54""";"E 31° 53’ 7"""
Ф-45403;Софронове;Sofronove;джерело;Кіровоградська обл.;р-н Новомиргородський;"N 48° 44’ 1""";"E 31° 54’ 4"""
Ф-45404;Робулове;Robulove;джерело;Кіровоградська обл.;р-н Новомиргородський;"N 48° 42’ 35""";"E 31° 52’ 51"""
Ф-45405;Заєць;Zaiets;річка, що пересихає;Кіровоградська обл.;р-н Олександрівський;"N 48° 44’ 28""";"E 32° 5’ 21"""
Ф-45406;Аврамівська;Avramivska;річка, що пересихає;Кіровоградська обл.;р-н Олександрівський;"N 48° 42’ 55""";"E 32° 7’ 3"""
