Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-19265;Бродська Долина;Brodska Dolyna;урочище;Вінницька обл.;р-н Мурованокуриловецький;"N 48° 39’ 28""";"E 27° 53’ 28"""
Ф-19275;Брянець;Brianets;урочище;Вінницька обл.;р-н Тиврівський;"N 49° 3’ 1""";"E 28° 34’ 46"""
Ф-19281;Бувчанська Дача;Buvchanska Dacha;урочище;Вінницька обл.;р-н Немирівський;"N 48° 56’ 20""";"E 28° 58’ 36"""
Ф-19358;Буцеланівка;Butselanivka;урочище;Вінницька обл.;р-н Тиврівський;"N 48° 55’ 51""";"E 28° 29’ 28"""
Ф-19367;Вуглярки;Vuhliarky;урочище;Вінницька обл.;р-н Тульчинський;"N 48° 44’ 33""";"E 28° 41’ 40"""
Ф-19411;Високе;Vysoke;урочище;Вінницька обл.;р-н Чечельницький;"N 48° 7’ 8""";"E 29° 24’ 7"""
Ф-19445;Ведмеже;Vedmezhe;урочище;Вінницька обл.;р-н Іллінецький;"N 48° 55’ 46""";"E 29° 35’ 14"""
Ф-19501;Ваканець;Vakanets;урочище;Вінницька обл.;р-н Іллінецький;"N 49° 1’ 47""";"E 29° 36’ 38"""
Ф-19504;Ваконець;Vakonets;урочище;Вінницька обл.;р-н Оратівський;"N 49° 14’ 46""";"E 29° 28’ 52"""
Ф-19510;Будьківське;Budkivske;урочище;Вінницька обл.;р-н Тростянецький;"N 48° 34’ 22""";"E 29° 8’ 0"""
Ф-19527;Весела;Vesela;урочище;Вінницька обл.;р-н Оратівський;"N 49° 19’ 27""";"E 29° 28’ 16"""
Ф-19540;Достойний;Dostoinyi;урочище;Вінницька обл.;р-н Шаргородський;"N 48° 52’ 4""";"E 28° 5’ 53"""
Ф-19543;Дошка;Doshka;балка;Вінницька обл.;р-н Мурованокуриловецький;"N 48° 38’ 13""";"E 27° 28’ 49"""
