Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-26663;Лятецький Ставок;Liatetskyi Stavok;урочище;Хмельницька обл.;р-н Старосинявський;"N 49° 33’ 5""";"E 27° 43’ 10"""
Ф-26751;Ладигінська Дубина;Ladyhinska Dubyna;урочище;Хмельницька обл.;р-н Старокостянтинівський;"N 49° 44’ 19""";"E 27° 30’ 31"""
Ф-26856;Поташня;Potashnia;урочище;Хмельницька обл.;р-н Городоцький;"N 49° 10’ 21""";"E 26° 14’ 4"""
Ф-27459;Побой;Poboi;урочище;Хмельницька обл.;р-н Ізяславський;"N 50° 5’ 26""";"E 26° 50’ 15"""
Ф-27774;Пеньки;Penky;урочище;Хмельницька обл.;р-н Красилівський;"N 49° 53’ 40""";"E 26° 44’ 30"""
Ф-27787;Підзайчиком;Pidzaichykom;урочище;Хмельницька обл.;р-н Красилівський;"N 49° 44’ 19""";"E 26° 41’ 17"""
Ф-27802;Руда;Ruda;урочище;Хмельницька обл.;р-н Новоушицький;"N 48° 48’ 4""";"E 27° 15’ 1"""
Ф-27896;Ріжок;Rizhok;урочище;Хмельницька обл.;р-н Городоцький;"N 49° 10’ 42""";"E 26° 24’ 57"""
Ф-27965;Садки;Sadky;урочище;Хмельницька обл.;р-н Дунаєвецький;"N 48° 51’ 25""";"E 27° 4’ 11"""
Ф-28150;Ольшани;Olshany;урочище;Хмельницька обл.;р-н Волочиський;"N 49° 36’ 4""";"E 26° 15’ 48"""
Ф-28202;Пасічне;Pasichne;урочище;Хмельницька обл.;р-н Старокостянтинівський;"N 49° 43’ 20""";"E 27° 31’ 12"""
Ф-28225;Пересівна;Peresivna;урочище;Хмельницька обл.;р-н Новоушицький;"N 48° 48’ 54""";"E 27° 21’ 53"""
Ф-2861;Корчик;Korchyk;річка;Хмельницька обл.;;"N 50° 26’ 40""";"E 26° 52’ 42"""
Ф-2863;Тростянка;Trostianka;річка;Хмельницька обл.;;"N 50° 2’ 25""";"E 26° 31’ 6"""
Ф-2866;Святе;Sviate;озеро;Хмельницька обл.;р-н Ізяславський;"N 50° 13’ 8""";"E 26° 50’ 20"""
Ф-2869;Сошенька;Soshenka;річка;Хмельницька обл.;;"N 50° 17’ 5""";"E 26° 48’ 55"""
Ф-2879;Конотопи;Konotopy;річка;Хмельницька обл.;;"N 50° 13’ 33""";"E 27° 20’ 48"""
Ф-28807;Передняк;Peredniak;урочище;Хмельницька обл.;р-н Красилівський;"N 49° 41’ 17""";"E 26° 49’ 51"""
Ф-2885;Лизня;Lyznia;річка;Хмельницька обл.;;"N 50° 9’ 8""";"E 27° 27’ 28"""
Ф-2888;Хоморець;Khomorets;річка;Хмельницька обл.;;"N 50° 9’ 21""";"E 27° 31’ 21"""
Ф-28893;Палаци;Palatsy;урочище;Хмельницька обл.;р-н Полонський;"N 50° 2’ 27""";"E 27° 24’ 31"""
Ф-2890;Гуска;Huska;річка;Хмельницька обл.;;"N 50° 15’ 10""";"E 26° 56’ 21"""
Ф-2893;Скрипівка;Skrypivka;річка;Хмельницька обл.;;"N 50° 2’ 20""";"E 27° 25’ 15"""
Ф-2895;Уляни;Uliany;річка;Хмельницька обл.;;"N 49° 55’ 3""";"E 26° 23’ 10"""
Ф-2897;Ікопоть;Ikopot;річка;Хмельницька обл.;;"N 49° 45’ 43""";"E 27° 13’ 53"""
Ф-2901;Коритниця;Korytnytsia;річка;Хмельницька обл.;;"N 49° 46’ 28""";"E 27° 25’ 41"""
Ф-2906;Бовванець;Bovvanets;річка;Хмельницька обл., Тернопільська обл.;;"N 49° 28’ 40""";"E 26° 11’ 10"""
Ф-2908;Попівка;Popivka;річка;Хмельницька обл., Житомирська обл.;;"N 49° 50’ 49""";"E 27° 37’ 40"""
Ф-2909;Жилка;Zhylka;річка;Хмельницька обл.;;"N 49° 47’ 50""";"E 27° 34’ 5"""
