Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-33862	Аджигол	Adzhyhol	мис	Миколаївська обл.		"N 46° 36’ 36"""	"E 31° 47’ 44"""
Ф-33920	Карабуш	Karabush	лиман	Миколаївська обл.	р-н Березанський	"N 46° 37’ 14"""	"E 31° 16’ 47"""
Ф-33969	Кінбурнський півострів	Kinburnskyi pivostriv	півострів	Миколаївська обл.		"N 46° 30’ 0"""	"E 31° 48’ 0"""
Ф-34976	Могила Хрестова	Mohyla Khrestova	урочище	Миколаївська обл.	р-н Доманівський	"N 47° 49’ 17"""	"E 31° 3’ 35"""
Ф-34990	Малий Ташлик	Malyi Tashlyk	балка	Миколаївська обл.	"Первомайська міськрада, р-н
Первомайський"	"N 48° 3’ 55"""	"E 30° 56’ 23"""
Ф-35173	Найдьонова	Naidonova	балка	Миколаївська обл.	р-н Березнегуватський	"N 47° 17’ 21"""	"E 33° 5’ 51"""
Ф-35272	Бабинове	Babynove	урочище	Миколаївська обл.	"р-н Вознесенський, р-н
Доманівський"	"N 47° 31’ 55"""	"E 31° 11’ 2"""
Ф-35273	Княжа Балка	Kniazha Balka	урочище	Миколаївська обл.	"р-н Вознесенський, р-н
Доманівський"	"N 47° 30’ 29"""	"E 31° 6’ 42"""
Ф-35289	Калинівка	Kalynivka	урочище	Миколаївська обл.	р-н Врадіївський, р-н Первомайський	"N 47° 49’ 16"""	"E 30° 46’ 12"""
Ф-35299	Кам'янувата	Kamianuvata	балка	Миколаївська обл.	"Миколаївська міськрада, р-н
Новоодеський"	"N 47° 3’ 39"""	"E 31° 58’ 34"""
Ф-35339	Добра	Dobra	балка	Миколаївська обл.	"р-н Березнегуватський, р-н
Новобузький"	"N 47° 33’ 40"""	"E 32° 42’ 22"""
Ф-35350	Батрацька	Batratska	балка	Миколаївська обл.	"р-н Арбузинський, р-н
Первомайський"	"N 47° 58’ 59"""	"E 31° 1’ 52"""
Ф-36912	Скельний берег	Skelnyi bereh	гора	Миколаївська обл.	р-н Первомайський	"N 47° 58’ 16"""	"E 31° 2’ 11"""
Ф-38050	Дубова Балка	Dubova Balka	ліс	Миколаївська обл.	р-н Братський	"N 47° 54’ 0"""	"E 31° 36’ 27"""
Ф-40025	Пташиний	Ptashynyi	ліс	Миколаївська обл.	р-н Братський	"N 47° 51’ 29"""	"E 31° 36’ 29"""
Ф-4483	Новоселівка	Novoselivka	урочище	Миколаївська обл.	р-н Миколаївський	"N 46° 59’ 19"""	"E 31° 39’ 31"""
Ф-4491	Соколівка	Sokolivka	урочище	Миколаївська обл.	р-н Миколаївський	"N 46° 55’ 48"""	"E 31° 43’ 35"""
Ф-4493	Кут	Kut	урочище	Миколаївська обл.	р-н Миколаївський	"N 46° 56’ 30"""	"E 31° 52’ 10"""
Ф-4495	Ольгине	Olhyne	урочище	Миколаївська обл.	р-н Миколаївський	"N 46° 54’ 39"""	"E 31° 44’ 40"""
Ф-4497	Кам'яний Брід	Kamianyi Brid	урочище	Миколаївська обл.	р-н Миколаївський	"N 46° 54’ 18"""	"E 31° 35’ 52"""
Ф-4500	Ульянівка	Ulianivka	урочище	Миколаївська обл.	р-н Миколаївський	"N 46° 53’ 15"""	"E 31° 41’ 39"""
Ф-4509	Водяний	Vodianyi	урочище	Миколаївська обл.	р-н Березанський	"N 46° 49’ 46"""	"E 31° 30’ 50"""
Ф-4510	Михайлівське	Mychailivske	урочище	Миколаївська обл.	р-н Миколаївський	"N 46° 50’ 2"""	"E 31° 49’ 0"""
Ф-4512	Червоний	Chervonyi	урочище	Миколаївська обл.	р-н Очаківський	"N 46° 47’ 55"""	"E 31° 43’ 49"""
Ф-4514	Андріївка	Andriivka	урочище	Миколаївська обл.	р-н Очаківський	"N 46° 46’ 32"""	"E 31° 44’ 0"""
Ф-4516	Благодатне	Blahodatne	урочище	Миколаївська обл.	р-н Очаківський	"N 46° 44’ 30"""	"E 31° 44’ 0"""
Ф-4526	Васильки	Vasylky	урочище	Миколаївська обл.	р-н Миколаївський	"N 47° 4’ 37"""	"E 31° 37’ 49"""
Ф-4528	Веселий Кут	Veselyi Kut	урочище	Миколаївська обл.	р-н Миколаївський	"N 47° 3’ 23"""	"E 31° 31’ 40"""
Ф-4530	Постолати	Postolaty	урочище	Миколаївська обл.	р-н Миколаївський	"N 47° 2’ 54"""	"E 31° 37’ 8"""
Ф-4540	Лиман	Lyman	урочище	Миколаївська обл.	р-н Баштанський	"N 47° 15’ 42"""	"E 32° 14’ 58"""
Ф-4543	Плеса	Plesa	урочище	Миколаївська обл.	р-н Баштанський	"N 47° 13’ 30"""	"E 32° 14’ 38"""
Ф-4544	Кам'янка	Kamianka	урочище	Миколаївська обл.	р-н Новобузький	"N 47° 38’ 52"""	"E 32° 25’ 25"""
Ф-4550	Малий Став	Malyi Stav	урочище	Миколаївська обл.	р-н Новобузький	"N 47° 37’ 38"""	"E 32° 14’ 49"""
Ф-4552	Івано-Захаровка	Ivano-Zaharivka	урочище	Миколаївська обл.	р-н Новоодеський	"N 47° 33’ 8"""	"E 32° 8’ 22"""
Ф-4560	Новоантоновка	Novoantonovka	урочище	Миколаївська обл.	р-н Новобузький	"N 47° 33’ 10"""	"E 32° 25’ 51"""
Ф-4563	Конопляне	Konopliane	урочище	Миколаївська обл.	р-н Новоодеський	"N 47° 31’ 48"""	"E 32° 3’ 21"""
Ф-4565	Кухтинове	Kuchtynove	урочище	Миколаївська обл.	р-н Казанківський	"N 47° 34’ 19"""	"E 32° 51’ 33"""
Ф-45666	Каширівка	Kashyrivka	річка, що пересихає	Миколаївська обл.	р-н Казанківський	"N 48° 1’ 28"""	"E 32° 52’ 19"""
Ф-4569	Миргородка	Myrhorodka	урочище	Миколаївська обл.	р-н Казанківський	"N 47° 52’ 2"""	"E 32° 41’ 24"""
Ф-4574	Анастасівка	Anastasivka	урочище	Миколаївська обл.	р-н Новобузький	"N 47° 47’ 55"""	"E 32° 31’ 12"""
Ф-4575	Дяченків Сад	Diachenkiv Sad	урочище	Миколаївська обл.	р-н Новобузький	"N 47° 40’ 12"""	"E 32° 39’ 51"""
Ф-4580	Кирило-Антонівка	Kyrylo-Antonivka	урочище	Миколаївська обл.	р-н Єланецький	"N 47° 44’ 41"""	"E 32° 5’ 40"""
Ф-4582	Говоруни	Hovoruny	урочище	Миколаївська обл.	р-н Новобузький	"N 47° 45’ 1"""	"E 32° 29’ 12"""
Ф-45830	Татарське	Tatarske	озеро, що пересихає	Миколаївська обл.	р-н Очаківський	"N 46° 31’ 0"""	"E 31° 47’ 3"""
Ф-45831	Голе	Hole	озеро, що пересихає	Миколаївська обл.	р-н Очаківський	"N 46° 31’ 7"""	"E 31° 48’ 11"""
Ф-45832	Куровате	Kurovate	озеро	Миколаївська обл.	р-н Очаківський	"N 46° 30’ 52"""	"E 31° 49’ 34"""
Ф-45833	Спаська	Spaska	коса	Миколаївська обл.	Миколаївська міськрада	"N 46° 57’ 37"""	"E 31° 56’ 13"""
Ф-45834	Ліскова	Liskova	коса	Миколаївська обл.	Миколаївська міськрада	"N 46° 56’ 11"""	"E 31° 56’ 57"""
Ф-45835	Чилова	Chylova	коса	Миколаївська обл.	р-н Березанський	"N 46° 44’ 40"""	"E 31° 9’ 54"""
Ф-4584	Прищепове	Pryshchepove	урочище	Миколаївська обл.	р-н Братський	"N 47° 55’ 29"""	"E 31° 37’ 40"""
Ф-45861	Ожарська	Ozharska	коса	Миколаївська обл.	р-н Вітовський	"N 46° 47’ 22"""	"E 31° 55’ 44"""
Ф-45862	Руська	Ruska	коса	Миколаївська обл.	р-н Вітовський	"N 46° 44’ 56"""	"E 31° 56’ 19"""
Ф-45863	Волоська	Voloska	коса	Миколаївська обл.	р-н Очаківський	"N 46° 43’ 40"""	"E 31° 55’ 1"""
Ф-45864	Крива	Kryva	коса	Миколаївська обл.	Миколаївська міськрада	"N 46° 49’ 50"""	"E 31° 56’ 56"""
Ф-4587	Биченков	Bychenkov	урочище	Миколаївська обл.	р-н Братський	"N 47° 52’ 18"""	"E 31° 42’ 50"""
Ф-45897	Трутаєва	Trutaieva	банка	Миколаївська обл.	р-н Березанський	"N 46° 36’ 17"""	"E 31° 14’ 1"""
Ф-45898	Одеська	Odeska	банка	Миколаївська обл.	р-н Березанський	"N 46° 31’ 2"""	"E 31° 15’ 32"""
Ф-45899	Бузький	Buzkyi	лиман	Миколаївська обл.	р-н Вітовський	"N 46° 47’ 32"""	"E 31° 54’ 31"""
Ф-4590	Кислянки	Kyslianky	урочище	Миколаївська обл.	р-н Братський	"N 47° 51’ 18"""	"E 31° 47’ 20"""
Ф-4602	Червоні Кошари	Chervoni Koshary	урочище	Миколаївська обл.	р-н Братський	"N 47° 46’ 32"""	"E 31° 31’ 21"""
Ф-4605	Семено-Пилипівка	Semeno-Pylypivka	урочище	Миколаївська обл.	р-н Єланецький	"N 47° 48’ 1"""	"E 31° 59’ 20"""
Ф-4608	Бурдейне	Burdeine	урочище	Миколаївська обл.	р-н Єланецький	"N 47° 47’ 19"""	"E 31° 55’ 30"""
Ф-4609	Петропавлівське	Petropavlivske	урочище	Миколаївська обл.	р-н Братський	"N 47° 44’ 20"""	"E 31° 35’ 0"""
