Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-17621;Гудзевський Яр;Hudzevskyi Yar;балка;Черкаська обл.;р-н Жашківський;"N 49° 15’ 51""";"E 30° 10’ 41"""
Ф-23898;Кобилки;Kobylky;балка;Черкаська обл.;р-н Городищенський;"N 49° 16’ 31""";"E 31° 19’ 49"""
Ф-38137;Ірдинь;Irdyn;болото;Черкаська обл.;р-н Черкаський;"N 49° 16’ 35""";"E 31° 50’ 40"""
Ф-5316;Кравцеве;Kravtseve;урочище;Черкаська обл.;р-н Черкаський;"N 49° 16’ 38""";"E 31° 46’ 19"""
Ф-2632;Свинотопка;Svynotopka;річка;Черкаська обл.;;"N 49° 16’ 50""";"E 30° 40’ 35"""
Ф-24668;Наливайків Яр;Nalyvaikiv Yar;балка;Черкаська обл.;р-н Звенигородський;"N 49° 16’ 52""";"E 31° 2’ 0"""
Ф-17697;Деркачівський Яр;Derkachivskyi Yar;балка;Черкаська обл.;р-н Жашківський;"N 49° 16’ 6""";"E 30° 12’ 2"""
Ф-33713;Чирвіне;Chyrvine;балка;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 16’ 8""";"E 31° 17’ 0"""
Ф-28108;Пилявського;Pyliavskoho;балка;Черкаська обл.;р-н Лисянський;"N 49° 16’ 9""";"E 30° 32’ 51"""
Ф-44063;Джерело Св. Пантелеймона;Dzherelo Sv. Panteleimona;джерело;Черкаська обл.;р-н Черкаський;"N 49° 16’ 9""";"E 32° 6’ 51"""
Ф-5268;Валявський ліс;Valiavskyi lis;урочище;Черкаська обл.;р-н Городищенський;"N 49° 17’ 13""";"E 31° 22’ 59"""
Ф-21672;Добридень;Dobryden;урочище;Черкаська обл.;р-н Лисянський;"N 49° 17’ 17""";"E 30° 47’ 53"""
Ф-39963;Комаровький;Komarovkyi;ліс;Черкаська обл.;р-н Звенигородський;"N 49° 17’ 21""";"E 31° 0’ 13"""
Ф-31114;Соколенків Острів;Sokolenkiv Ostriv;урочище;Черкаська обл.;р-н Черкаський;"N 49° 17’ 29""";"E 32° 4’ 32"""
Ф-23279;Костецького;Kostetskoho;урочище;Черкаська обл.;р-н Лисянський;"N 49° 17’ 45""";"E 30° 35’ 26"""
Ф-43028;Святе джерело;Sviate dzherelo;джерело;Черкаська обл.;р-н Черкаський;"N 49° 18’ 1""";"E 32° 9’ 14"""
Ф-5306;Грушка;Hrushka;урочище;Черкаська обл.;р-н Черкаський;"N 49° 18’ 1""";"E 31° 46’ 51"""
