Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-4827;Став;Stav;озеро;Чернігівська обл.;;"N 50° 38’ 51""";"E 32° 55’ 34"""
Ф-4834;Широке;Shyroke;озеро;Чернігівська обл.;;"N 51° 36’ 52""";"E 32° 58’ 54"""
Ф-4836;Коноплянка;Konoplianka;озеро;Чернігівська обл.;;"N 51° 34’ 40""";"E 32° 56’ 11"""
Ф-4843;Харчиха;Kharchykha;озеро;Чернігівська обл.;;"N 51° 34’ 12""";"E 32° 54’ 50"""
Ф-4849;Мерличин;Merlychyn;озеро;Чернігівська обл.;;"N 51° 34’ 36""";"E 32° 54’ 11"""
Ф-4852;Берестове;Berestove;озеро;Чернігівська обл.;;"N 51° 35’ 2""";"E 32° 50’ 34"""
Ф-4857;Улука;Uluka;озеро;Чернігівська обл.;;"N 51° 34’ 47""";"E 32° 49’ 58"""
Ф-4861;Валуй;Valui;озеро;Чернігівська обл.;;"N 51° 34’ 41""";"E 32° 48’ 50"""
Ф-4863;Стара Десна;Stara Desna;озеро;Чернігівська обл.;;"N 51° 34’ 41""";"E 32° 46’ 32"""
Ф-4864;Мураве;Murave;озеро;Чернігівська обл.;;"N 51° 34’ 28""";"E 32° 45’ 57"""
Ф-4865;Криве;Kryve;озеро;Чернігівська обл.;;"N 51° 33’ 41""";"E 32° 46’ 41"""
Ф-4866;В'юнне;Viunne;озеро;Чернігівська обл.;;"N 51° 32’ 40""";"E 32° 44’ 21"""
Ф-4867;Піщане;Pishchane;озеро;Чернігівська обл.;;"N 51° 33’ 1""";"E 32° 43’ 48"""
Ф-4868;Лящі;Liashchi;озеро;Чернігівська обл.;;"N 51° 32’ 29""";"E 32° 41’ 39"""
Ф-4869;Балашня;Balashnia;озеро;Чернігівська обл.;;"N 51° 33’ 11""";"E 32° 41’ 42"""
Ф-4870;Хабень;Khaben;озеро;Чернігівська обл.;;"N 51° 32’ 38""";"E 32° 39’ 42"""
Ф-4871;Прорив;Proryv;озеро;Чернігівська обл.;;"N 51° 31’ 52""";"E 32° 38’ 1"""
Ф-4872;Болотівня;Bolotivnia;озеро;Чернігівська обл.;;"N 51° 33’ 34""";"E 32° 47’ 34"""
Ф-4873;Шаболинівка;Shabolynivka;озеро;Чернігівська обл.;;"N 51° 31’ 29""";"E 32° 37’ 36"""
Ф-4877;Топило;Topylo;озера;Чернігівська обл.;;"N 51° 30’ 41""";"E 32° 39’ 40"""
Ф-4882;Сухе;Sukhe;озеро;Чернігівська обл.;;"N 51° 30’ 17""";"E 32° 41’ 8"""
Ф-4886;Тихе;Tykhe;озеро;Чернігівська обл.;;"N 51° 28’ 4""";"E 32° 34’ 42"""
Ф-4891;Старий Сейм;Staryi Seim;озеро;Чернігівська обл.;;"N 51° 27’ 20""";"E 32° 35’ 24"""
Ф-4905;Заплавок;Zaplavok;озеро;Чернігівська обл.;;"N 51° 27’ 42""";"E 32° 37’ 58"""
Ф-4910;Пісня;Pisnia;озеро;Чернігівська обл.;;"N 51° 29’ 19""";"E 32° 32’ 40"""
Ф-4914;Церковне;Tserkovne;озеро;Чернігівська обл.;;"N 51° 30’ 10""";"E 32° 31’ 53"""
Ф-4920;Деснякове;Desniakove;озеро;Чернігівська обл.;;"N 51° 27’ 26""";"E 32° 30’ 10"""
Ф-4923;Десняк;Desniak;озеро;Чернігівська обл.;;"N 51° 28’ 4""";"E 32° 31’ 3"""
Ф-4927;Бридня;Brydnia;озеро;Чернігівська обл.;;"N 51° 27’ 27""";"E 32° 31’ 21"""
Ф-4935;Царине;Tsaryne;озеро;Чернігівська обл.;;"N 51° 31’ 28""";"E 32° 34’ 6"""
Ф-4936;Стійбище;Stiibyshche;озеро;Чернігівська обл.;;"N 51° 31’ 42""";"E 32° 34’ 56"""
Ф-4941;Бушеве;Busheve;озеро;Чернігівська обл.;;"N 51° 26’ 26""";"E 32° 36’ 40"""
Ф-4944;Ситне;Sytne;озеро;Чернігівська обл.;;"N 51° 26’ 2""";"E 32° 45’ 6"""
Ф-4946;Ладижне;Ladyzhne;озеро;Чернігівська обл.;;"N 51° 26’ 31""";"E 32° 46’ 50"""
Ф-4951;Опарне;Oparne;озеро;Чернігівська обл.;;"N 51° 24’ 38""";"E 32° 52’ 12"""
Ф-4953;Вирок;Vyrok;озеро;Чернігівська обл.;;"N 52° 12’ 41""";"E 32° 48’ 10"""
Ф-4960;Вертеба;Verteba;озеро;Чернігівська обл.;;"N 52° 5’ 16""";"E 32° 43’ 10"""
Ф-4972;Святе;Sviate;озеро;Чернігівська обл.;;"N 51° 2’ 52""";"E 30° 48’ 15"""
Ф-4974;Старик;Staryk;озеро;Чернігівська обл.;;"N 51° 3’ 31""";"E 30° 52’ 50"""
Ф-4977;Комарище;Komaryshche;озеро;Чернігівська обл.;;"N 51° 7’ 13""";"E 30° 56’ 7"""
Ф-4979;Колодниця;Kolodnytsia;озеро;Чернігівська обл.;;"N 51° 7’ 51""";"E 30° 57’ 8"""
Ф-4985;Кривишине;Kryvshyne;озеро;Чернігівська обл.;;"N 51° 3’ 30""";"E 30° 55’ 39"""
Ф-4992;Бубнів;Bubniv;озеро;Чернігівська обл.;;"N 51° 9’ 43""";"E 30° 57’ 57"""
Ф-5003;Старуха;Starukha;озеро;Чернігівська обл.;;"N 51° 10’ 25""";"E 30° 57’ 42"""
Ф-5006;Бобків Круг;Bobkiv Kruh;озеро;Чернігівська обл.;;"N 51° 14’ 55""";"E 30° 40’ 18"""
Ф-5014;Чистий Круг;Chystyi Kruh;озеро;Чернігівська обл.;;"N 51° 15’ 47""";"E 30° 48’ 39"""
Ф-5016;Казар;Kazar;озеро;Чернігівська обл.;;"N 51° 16’ 29""";"E 30° 38’ 30"""
Ф-5018;Видра;Vydra;болото;Чернігівська обл.;;"N 51° 13’ 14""";"E 30° 38’ 52"""
Ф-5019;Шурша;Shursha;озеро;Чернігівська обл.;;"N 51° 40’ 49""";"E 31° 30’ 44"""
Ф-5020;Дігтярне;Dihtiarne;озеро;Чернігівська обл.;;"N 51° 41’ 18""";"E 31° 33’ 27"""
Ф-5021;Черемошне;Cheremoshne;став;Чернігівська обл.;;"N 51° 54’ 56""";"E 31° 33’ 35"""
Ф-5022;Коноплянка;Konoplianka;озеро;Чернігівська обл.;;"N 52° 4’ 0""";"E 30° 57’ 10"""
Ф-5023;Верхнє;Verkhnie;озеро;Чернігівська обл.;;"N 52° 1’ 20""";"E 30° 56’ 4"""
Ф-5024;Доброніж;Dobronizh;озеро;Чернігівська обл.;;"N 51° 55’ 12""";"E 32° 58’ 48"""
Ф-5025;Заболоття;Zabolottia;озеро;Чернігівська обл.;;"N 51° 55’ 0""";"E 32° 55’ 47"""
Ф-5026;Гайок;Haiok;озеро;Чернігівська обл.;;"N 51° 53’ 9""";"E 32° 53’ 21"""
Ф-5027;Топило;Topylo;озеро;Чернігівська обл.;;"N 51° 53’ 3""";"E 32° 53’ 50"""
Ф-5028;Дігтярка;Dihtiarka;озеро;Чернігівська обл.;;"N 51° 52’ 20""";"E 32° 53’ 40"""
Ф-5029;Болото;Boloto;озеро;Чернігівська обл.;;"N 51° 45’ 41""";"E 32° 15’ 31"""
Ф-5030;Горілий Мох;Horilyi Mokh;озеро;Чернігівська обл.;;"N 51° 55’ 40""";"E 39° 19’ 44"""
Ф-5031;Коровезьке;Korovezke;озеро;Чернігівська обл.;;"N 51° 54’ 30""";"E 32° 18’ 18"""
Ф-5038;Круг;Kruh;озеро;Чернігівська обл.;;"N 50° 58’ 58""";"E 30° 48’ 31"""
Ф-5041;Девоща;Devoshcha;озеро;Чернігівська обл.;;"N 50° 59’ 7""";"E 30° 49’ 59"""
Ф-5045;Плотичне;Plotychne;озеро;Чернігівська обл.;;"N 50° 58’ 33""";"E 30° 50’ 50"""
Ф-5050;Солонецьке;Solonetske;озеро;Чернігівська обл.;;"N 50° 57’ 59""";"E 30° 50’ 13"""
Ф-5054;Кліточне;Klitochne;озеро;Чернігівська обл.;;"N 50° 57’ 48""";"E 30° 50’ 32"""
Ф-5056;Биків;Bykiv;озеро;Чернігівська обл.;;"N 50° 57’ 19""";"E 30° 48’ 59"""
Ф-5063;Вовкуш;Vovkush;озеро;Чернігівська обл.;;"N 50° 59’ 30""";"E 30° 53’ 27"""
Ф-5067;Млиновище;Mlynovyshche;озеро;Чернігівська обл.;;"N 50° 58’ 52""";"E 30° 53’ 33"""
Ф-5072;Динише;Dynyshe;озеро;Чернігівська обл.;;"N 50° 58’ 48""";"E 30° 53’ 2"""
Ф-5085;Затон;Zaton;озеро;Чернігівська обл.;;"N 50° 58’ 29""";"E 30° 52’ 58"""
Ф-5086;Ляхів Круг;Liakhiv Kruh;озеро;Чернігівська обл.;;"N 50° 58’ 0""";"E 30° 59’ 20"""
Ф-5089;Костюків Круг;Kostiukiv Kruh;озеро;Чернігівська обл.;;"N 50° 53’ 41""";"E 30° 52’ 48"""
Ф-5094;Орлів Круг;Orliv Kruh;озеро;Чернігівська обл.;;"N 50° 51’ 52""";"E 30° 53’ 8"""
Ф-5098;Орлове;Orlove;озеро;Чернігівська обл.;;"N 50° 51’ 19""";"E 30° 54’ 14"""
Ф-5101;Криниця;Krynytsia;озеро;Чернігівська обл.;;"N 50° 51’ 30""";"E 30° 57’ 6"""
Ф-5102;Еривиха;Eryvykha;озеро;Чернігівська обл.;;"N 50° 50’ 24""";"E 30° 56’ 29"""
Ф-5107;Святе;Sviate;озеро;Чернігівська обл.;;"N 50° 49’ 38""";"E 30° 59’ 3"""
Ф-5108;Варяги;Variahy;озеро;Чернігівська обл.;;"N 50° 49’ 49""";"E 30° 54’ 32"""
