Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-12932;Завод;Zavod;урочище;Сумська обл.;р-н Краснопільський;"N 50° 40’ 12""";"E 35° 24’ 50"""
Ф-12933;Довжик;Dovzhyk;урочище;Сумська обл.;р-н Лебединський;"N 50° 38’ 50""";"E 34° 46’ 50"""
Ф-12935;Сагайдак;Sahaidak;урочище;Сумська обл.;р-н Лебединський;"N 50° 39’ 0""";"E 34° 50’ 40"""
Ф-12937;Обозівщина;Obоzivshchyna;урочище;Сумська обл.;р-н Лебединський;"N 50° 39’ 55""";"E 34° 51’ 30"""
Ф-12945;Осинник;Osynnyk;урочище;Сумська обл.;р-н Лебединський;"N 50° 38’ 4""";"E 34° 51’ 20"""
Ф-12946;Діброва;Dibrova;урочище;Сумська обл.;р-н Лебединський;"N 50° 36’ 20""";"E 34° 41’ 50"""
Ф-12947;Глинище;Hlynyshche;урочище;Сумська обл.;р-н Тростянецький;"N 50° 33’ 45""";"E 34° 59’ 40"""
Ф-12956;Семиверстне Озеор;Semyverstne Ozero;урочище;Сумська обл.;р-н Лебединський;"N 50° 32’ 5""";"E 34° 33’ 21"""
Ф-12957;Семиротівка;Semyrotivka;урочище;Сумська обл.;р-н Лебединський;"N 50° 31’ 53""";"E 34° 41’ 0"""
Ф-12958;Лиса Гора;Lysa Hora;урочище;Сумська обл.;р-н Охтирський;"N 50° 21’ 40""";"E 34° 50’ 20"""
Ф-12967;Мітяєве;Mitiaieve;урочище;Сумська обл.;р-н Охтирський;"N 50° 20’ 45""";"E 34° 39’ 40"""
Ф-12969;Бурдуни;Burduny;урочище;Сумська обл.;р-н Охтирський;"N 50° 19’ 15""";"E 35° 4’ 50"""
Ф-12971;Ковчаїні Яри;Kovchaini Yary;урочище;Сумська обл.;р-н Великописарівський;"N 50° 16’ 40""";"E 35° 15’ 50"""
Ф-12974;Сухинине;Sukhynyne;урочище;Сумська обл.;р-н Краснопільський;"N 50° 38’ 20""";"E 35° 11’ 40"""
Ф-12986;Скворцове;Skvortsove;урочище;Сумська обл.;р-н Краснопільський;"N 50° 34’ 20""";"E 35° 19’ 10"""
Ф-13238;Реп'яхове;Repiakhove;урочище;Сумська обл.;"р-н Краснопільський, р-н
Тростянецький";"N 50° 33’ 40""";"E 35° 17’ 30"""
Ф-13241;Басове;Basove;урочище;Сумська обл.;р-н Краснопільський;"N 50° 31’ 50""";"E 35° 17’ 20"""
Ф-13242;Воронів Ліс;Voroniv Lis;урочище;Сумська обл.;р-н Великописарівський;"N 50° 31’ 21""";"E 35° 24’ 20"""
Ф-13245;Люджанська Дача;Liudzhanska Dacha;урочище;Сумська обл.;р-н Тростянецький;"N 50° 30’ 40""";"E 35° 7’ 30"""
Ф-13247;Рябинівська Дача;Riabynivska Dacha;урочище;Сумська обл.;р-н Тростянецький;"N 50° 30’ 25""";"E 35° 10’ 40"""
Ф-13251;Каменецьке;Kamenetske;урочище;Сумська обл.;р-н Тростянецький;"N 50° 28’ 40""";"E 35° 7’ 20"""
Ф-13254;Конюши;Koniushy;урочище;Сумська обл.;р-н Тростянецький;"N 50° 24’ 28""";"E 35° 6’ 30"""
Ф-13259;Бойкова;Boikova;урочище;Сумська обл.;р-н Охтирський;"N 50° 19’ 52""";"E 34° 41’ 0"""
Ф-13262;Гулова Гора;Hulova Hora;урочище;Сумська обл.;р-н Охтирський;"N 50° 18’ 50""";"E 34° 47’ 8"""
Ф-13264;Куток;Kutok;урочище;Сумська обл.;р-н Охтирський;"N 50° 17’ 20""";"E 34° 44’ 25"""
