Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-7262;Велика Лощина;Velyka Loshchyna;балка;Луганська обл.;р-н Старобільський;"N 49° 15’ 53""";"E 39° 5’ 22"""
Ф-7569;Виловата;Vylovata;балка;Луганська обл.;р-н Станично-Луганський;"N 48° 45’ 25""";"E 39° 5’ 23"""
Ф-23259;Збірна;Zbirna;балка;Луганська обл.;р-н Лутугинский;"N 48° 30’ 23""";"E 39° 5’ 24"""
Ф-7298;Байрак;Bairak;балка;Луганська обл.;р-н Старобільський;"N 49° 8’ 57""";"E 39° 5’ 25"""
Ф-33363;Шевцова;Shevtsova;балка;Луганська обл.;р-н Антрацитівський;"N 47° 59’ 50""";"E 39° 5’ 28"""
Ф-8258;Кам’янка;Kamiznka;балка;Луганська обл.;р-н Антрацитівський;"N 48° 13’ 15""";"E 39° 5’ 30"""
Ф-30138;Соп'яна;Sopiana;балка;Луганська обл.;р-н Лутугинский;"N 48° 27’ 51""";"E 39° 5’ 34"""
Ф-23260;Збірна;Zbirna;балка;Луганська обл.;р-н Лутугинский;"N 48° 29’ 42""";"E 39° 5’ 42"""
Ф-17836;Грузька;Hruzka;балка;Луганська обл.;р-н Антрацитівський;"N 48° 0’ 59""";"E 39° 5’ 46"""
Ф-7548;Парнева;Parneva;балка;Луганська обл.;р-н Новоайдарський;"N 48° 52’ 43""";"E 39° 5’ 48"""
Ф-25507;Нагольний Яр;Naholnyi Yar;балка;Луганська обл.;р-н Новоайдарський;"N 48° 50’ 40""";"E 39° 5’ 49"""
Ф-28910;Перша;Persha;балка;Луганська обл.;р-н Новоайдарський;"N 48° 54’ 18""";"E 39° 5’ 5"""
Ф-35149;Студенок;Studenok;балка;Луганська обл.;р-н Новопсковський;"N 49° 28’ 5""";"E 39° 5’ 55"""
Ф-18344;Водяна;Vodiana;балка;Луганська обл.;р-н Антрацитівський;"N 48° 1’ 58""";"E 39° 5’ 56"""
Ф-32444;Альби;Alby;урочище;Луганська обл.;р-н Антрацитівський;"N 48° 12’ 42""";"E 39° 5’ 57"""
Ф-602;Повна;Povna;річка;Луганська обл.;;"N 48° 54’ 0""";"E 39° 50’ 10"""
Ф-7708;Крута;Kruta;балка;Луганська обл.;р-н Краснодонський;"N 48° 31’ 15""";"E 39° 50’ 12"""
Ф-34751;Чурило-Східний;Churylo-Skhidnyi;урочище;Луганська обл.;"Краснодонська міськрада, р-н
Сорокинський";"N 48° 17’ 15""";"E 39° 50’ 13"""
Ф-7709;Березова;Berezova;балка;Луганська обл.;р-н Краснодонський;"N 48° 28’ 55""";"E 39° 50’ 28"""
Ф-7711;Куца;Kutsa;балка;Луганська обл.;р-н Краснодонський;"N 48° 28’ 10""";"E 39° 50’ 40"""
Ф-8274;Чащевата;Chashchevata;балка;Луганська обл.;"р-н Краснодонський, р-н
Свердловський";"N 48° 13’ 25""";"E 39° 50’ 42"""
Ф-7699;Крута;Kruta;балка;Луганська обл.;р-н Станично-Луганський;"N 48° 48’ 30""";"E 39° 50’ 50"""
Ф-7712;Другий Лог;Druhyi Loh;балка;Луганська обл.;р-н Краснодонський;"N 48° 25’ 55""";"E 39° 50’ 54"""
Ф-35239;Хащувата;Khashchuvata;балка;Луганська обл.;р-н Довжанський, р-н Сорокинський;"N 48° 14’ 25""";"E 39° 51’ 0"""
Ф-7799;Суходільчик;Sukhodilchyk;балка;Луганська обл.;р-н Краснодонський;"N 48° 22’ 52""";"E 39° 51’ 25"""
Ф-590;Березовий;Berezovyi;ручай;Луганська обл.;;"N 49° 11’ 30""";"E 39° 51’ 30"""
Ф-33472;Широка;Shyroka;балка;Луганська обл.;р-н Міловський;"N 49° 21’ 44""";"E 39° 51’ 38"""
