Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-4215;Боршутин;Borshutyn;гора;Луганська обл.;р-н Верховинський;"N 47° 53’ 50""";"E 24° 40’ 35"""
Ф-40483;Сухий;Sukhyi;ліс;Луганська обл.;р-н Сватівський;"N 49° 25’ 4""";"E 37° 53’ 1"""
Ф-39810;Розсоковитий;Rozsokovytyi;ліс;Луганська обл.;р-н Кремінський;"N 49° 14’ 23""";"E 37° 53’ 52"""
Ф-7472;Стадний Яр;Stadnyi Yar;балка;Луганська обл.;р-н Кремінський;"N 49° 14’ 40""";"E 37° 53’ 9"""
Ф-40333;Західний;Zakhidnyi;ліс;Луганська обл.;р-н Кремінський;"N 49° 13’ 48""";"E 37° 54’ 1"""
Ф-9561;Староолександрівка;Starooleksandrivka;урочище;Луганська обл., Харківська обл.;;"N 49° 23’ 30""";"E 37° 54’ 40"""
Ф-40334;Нескоромний;Neskoromnyi;ліс;Луганська обл.;р-н Кремінський;"N 49° 16’ 17""";"E 37° 55’ 13"""
Ф-40489;Жолобки;Zholobky;ліс;Луганська обл.;р-н Сватівський;"N 49° 21’ 28""";"E 37° 55’ 16"""
Ф-40838;Щепний;Shchepnyi;ліс;Луганська обл.;р-н Кремінський;"N 49° 12’ 53""";"E 37° 55’ 23"""
Ф-7473;Ровчаки;Rovchaky;балка;Луганська обл.;р-н Кремінський;"N 49° 11’ 0""";"E 37° 55’ 32"""
Ф-40843;Войтенків;Voitenkiv;ліс;Луганська обл.;р-н Кремінський;"N 49° 12’ 33""";"E 37° 55’ 44"""
Ф-40840;Ломуватий;Lomuvatyi;ліс;Луганська обл.;р-н Кремінський;"N 49° 15’ 31""";"E 37° 57’ 0"""
Ф-9563;Нижньоєгорівка;Nyzhnoiehorivka;урочище;Луганська обл.;р-н Сватівський;"N 49° 19’ 15""";"E 37° 57’ 0"""
Ф-40997;Вербин;Verbyn;ліс;Луганська обл.;р-н Кремінський;"N 49° 12’ 1""";"E 37° 57’ 20"""
Ф-40638;Попів;Popiv;ліс;Луганська обл.;р-н Сватівський;"N 49° 32’ 51""";"E 37° 57’ 25"""
Ф-40487;Попова;Popova;ліс;Луганська обл.;р-н Сватівський;"N 49° 26’ 22""";"E 37° 57’ 31"""
Ф-17043;Борове;Borove;урочище;Луганська обл.;р-н Кремінський;"N 49° 16’ 32""";"E 37° 58’ 2"""
Ф-25347;Мирна Долина;Myrna Dolyna;урочище;Луганська обл.;р-н Сватівський;"N 49° 33’ 42""";"E 37° 58’ 21"""
Ф-40567;Західний;Zakhidnyi;ліс;Луганська обл.;р-н Сватівський;"N 49° 24’ 52""";"E 37° 58’ 37"""
Ф-40634;Круглий;Kruhlyi;ліс;Луганська обл.;р-н Сватівський;"N 49° 32’ 38""";"E 37° 58’ 47"""
Ф-656;Текуч;Tekuch;річка, що пересихає;Луганська обл.;;"N 49° 12’ 18""";"E 37° 58’ 49"""
Ф-29130;Ольгівка;Olhivka;урочище;Луганська обл.;р-н Кремінський;"N 49° 15’ 42""";"E 37° 59’ 12"""
Ф-40846;Великий;Velykyi;ліс;Луганська обл.;р-н Сватівський;"N 49° 18’ 36""";"E 37° 59’ 16"""
Ф-6618;Жабин Яр;Zhabyn Yar;балка;Луганська обл.;р-н Сватівський;"N 49° 29’ 14""";"E 37° 59’ 17"""
Ф-17859;Валодарівка;Valodarivka;урочище;Луганська обл.;р-н Сватівський;"N 49° 23’ 34""";"E 37° 59’ 4"""
Ф-30188;Силкин Яр;Sylkyn Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 45’ 29""";"E 38° 0’ 55"""
Ф-8783;Одарівка;Odarivka;урочище;Луганська обл.;р-н Троїцький;"N 49° 46’ 0""";"E 38° 1’ 10"""
Ф-542;Уразова;Urazova;річка;Луганська обл.;;"N 50° 4’ 40""";"E 38° 1’ 10"""
Ф-17531;Грузинівка;Hruzynivka;балка;Луганська обл.;р-н Троїцький;"N 49° 43’ 17""";"E 38° 1’ 15"""
Ф-35424;Топчіївська;Topchiivska;балка;Луганська обл.;р-н Троїцький;"N 49° 42’ 43""";"E 38° 1’ 16"""
Ф-18050;Гриценків Яр;Hrytsenkiv Yar;балка;Луганська обл.;р-н Сватівський;"N 49° 42’ 2""";"E 38° 1’ 30"""
Ф-7437;Журавка;Zhuravka;балка;Луганська обл.;р-н Кремінський;"N 49° 8’ 58""";"E 38° 1’ 33"""
Ф-17281;Гончарівський Яр;Honcharivskyi Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 45’ 36""";"E 38° 1’ 40"""
Ф-26450;Лавриків Яр;Lavrykiv Yar;балка;Луганська обл.;р-н Сватівський;"N 49° 22’ 17""";"E 38° 1’ 42"""
Ф-9022;Новомар'ївка;Novomarivka;урочище;Луганська обл.;р-н Сватівський;"N 49° 34’ 30""";"E 38° 1’ 50"""
Ф-40486;Росоховатий;Rosokhovatyi;ліс;Луганська обл.;р-н Сватівський;"N 49° 40’ 26""";"E 38° 10’ 0"""
Ф-6423;Лисянський Яр;Lysianskyi Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 52’ 45""";"E 38° 10’ 18"""
Ф-16008;Аношкінський Яр;Anoshkinskyi Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 51’ 32""";"E 38° 10’ 21"""
Ф-40336;Провальний;Provalnyi;ліс;Луганська обл.;р-н Троїцький;"N 49° 41’ 53""";"E 38° 10’ 29"""
Ф-9016;Водяне;Vodiane;урочище;Луганська обл.;р-н Сватівський;"N 49° 39’ 49""";"E 38° 10’ 40"""
Ф-3357;Попове;Popove;озеро;Луганська обл.;р-н Кремінський;"N 48° 56’ 32""";"E 38° 10’ 41"""
Ф-40478;Глухий;Hlukhyi;ліс;Луганська обл.;р-н Троїцький;"N 49° 44’ 4""";"E 38° 10’ 5"""
Ф-40491;Жидикiв;Zhydykiv;ліс;Луганська обл.;р-н Троїцький;"N 49° 47’ 7""";"E 38° 10’ 5"""
Ф-6416;Стуканів Яр;Stukaniv Yar;балка;Луганська обл.;р-н Троїцький;"N 50° 4’ 7""";"E 38° 11’ 10"""
Ф-572;Мечетна;Mechetna;балка;Луганська обл.;;"N 49° 10’ 10""";"E 38° 11’ 15"""
Ф-8717;Октябрське;Oktiabrske;урочище;Луганська обл.;р-н Троїцький;"N 49° 52’ 10""";"E 38° 11’ 30"""
Ф-541;Демине;Demyne;річка;Луганська обл.;;"N 50° 1’ 25""";"E 38° 11’ 36"""
Ф-544;Гнила;Hnyla;річка;Луганська обл.;;"N 49° 35’ 22""";"E 38° 11’ 5"""
Ф-18668;Водяний Яр;Vodianyi Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 55’ 19""";"E 38° 11’ 59"""
Ф-3423;Чумацький Єрик;Chumatskyi Yeryk;озеро;Луганська обл.;р-н Кремінський;"N 48° 56’ 25""";"E 38° 12’ 21"""
Ф-6662;Журавка;Zhuravka;балка;Луганська обл.;р-н Сватівський;"N 49° 27’ 48""";"E 38° 12’ 35"""
Ф-31135;Сорочин Яр;Sorochyn Yar;балка;Луганська обл.;р-н Сватівський;"N 49° 23’ 5""";"E 38° 12’ 50"""
Ф-6685;Хорьок;Khorok;балка;Луганська обл.;р-н Сватівський;"N 49° 24’ 46""";"E 38° 13’ 0"""
Ф-22540;Криве;Kryve;урочище;Луганська обл.;р-н Кремінський;"N 48° 56’ 1""";"E 38° 13’ 1"""
Ф-6634;Гуркіна;Hurkina;балка;Луганська обл.;р-н Сватівський;"N 49° 38’ 0""";"E 38° 13’ 1"""
Ф-24108;Корячкова;Koriachkova;балка;Луганська обл.;р-н Кремінський;"N 49° 16’ 19""";"E 38° 13’ 12"""
Ф-6661;Вовча;Vovcha;балка;Луганська обл.;р-н Сватівський;"N 49° 31’ 12""";"E 38° 13’ 13"""
Ф-3422;Мертвий Донець;Mertvyi Donets;озеро;Луганська обл.;р-н Кремінський;"N 48° 56’ 41""";"E 38° 13’ 16"""
Ф-6432;Пряменька;Priamenka;балка;Луганська обл.;р-н Троїцький;"N 49° 48’ 28""";"E 38° 13’ 16"""
Ф-3420;Перерва;Pererva;озеро;Луганська обл.;р-н Кремінський;"N 48° 57’ 21""";"E 38° 13’ 40"""
Ф-35451;Ясенувата;Yasenuvata;балка;Луганська обл.;р-н Сватівський, р-н Троїцький;"N 49° 39’ 42""";"E 38° 13’ 45"""
Ф-24028;Колишчин Яр;Kolyshchyn Yar;балка;Луганська обл.;р-н Сватівський;"N 49° 40’ 45""";"E 38° 13’ 47"""
Ф-6656;Швадчина;Shvadchyna;балка;Луганська обл.;р-н Сватівський;"N 49° 33’ 21""";"E 38° 13’ 48"""
Ф-30201;Солена;Solena;балка;Луганська обл.;р-н Кремінський;"N 49° 11’ 39""";"E 38° 14’ 18"""
Ф-6420;Варибрусів Яр;Varybrusiv Yar;балка;Луганська обл.;р-н Троїцький;"N 50° 0’ 51""";"E 38° 14’ 2"""
Ф-20935;Гнилиця;Hnylytsia;балка;Луганська обл.;р-н Кремінський;"N 49° 10’ 14""";"E 38° 14’ 3"""
Ф-3417;Розувате;Rozuvate;озеро;Луганська обл.;р-н Кремінський;"N 48° 58’ 17""";"E 38° 14’ 34"""
Ф-16499;Бересток;Berestok;балка;Луганська обл.;р-н Кремінський;"N 49° 16’ 44""";"E 38° 14’ 34"""
Ф-29764;Хуторище;Khutoryshche;балка;Луганська обл.;р-н Кремінський;"N 49° 18’ 36""";"E 38° 14’ 4"""
Ф-18554;Вовчий Яр;Vovchyi Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 54’ 24""";"E 38° 14’ 6"""
Ф-31187;Розломи;Rozlomy;балка;Луганська обл.;р-н Троїцький;"N 49° 49’ 20""";"E 38° 15’ 0"""
Ф-6632;Вишневий Яр;Vyshnevyi Yar;балка;Луганська обл.;р-н Сватівський;"N 49° 35’ 22""";"E 38° 15’ 23"""
Ф-6427;Курачева;Kuracheva;балка;Луганська обл.;р-н Троїцький;"N 49° 46’ 12""";"E 38° 15’ 32"""
Ф-571;Гнила;Hnyla;річка, що пересихає;Луганська обл.;;"N 49° 8’ 18""";"E 38° 15’ 35"""
Ф-29224;Тополі;Topoli;балка;Луганська обл.;р-н Попаснянський;"N 48° 50’ 51""";"E 38° 15’ 50"""
Ф-2520;Красна;Krasna;річка;Луганська обл.;;"N 49° 10’ 20""";"E 38° 15’ 50"""
Ф-23642;Крутой Яр;Krutoi Yar;балка;Луганська обл.;р-н Попаснянський;"N 48° 59’ 34""";"E 38° 15’ 56"""
Ф-21724;Гракова;Hrakova;балка;Луганська обл.;р-н Кремінський;"N 49° 15’ 29""";"E 38° 15’ 58"""
Ф-6418;Вільжанів Яр;Vilzhaniv Yar;балка;Луганська обл.;р-н Троїцький;"N 50° 1’ 17""";"E 38° 15’ 59"""
Ф-9018;Четвертий Ліс;Chetvertyi Lis;урочище;Луганська обл.;р-н Троїцький;"N 49° 39’ 40""";"E 38° 16’ 0"""
Ф-40627;Четвертий;Chetvertyi;ліс;Луганська обл.;р-н Троїцький;"N 49° 39’ 29""";"E 38° 16’ 10"""
Ф-40688;Третій;Tretii;ліс;Луганська обл.;р-н Троїцький;"N 49° 39’ 13""";"E 38° 16’ 14"""
Ф-40779;Другий;Druhyi;ліс;Луганська обл.;р-н Троїцький;"N 49° 38’ 47""";"E 38° 16’ 24"""
Ф-28210;Павликівський Яр;Pavlykivskyi Yar;балка;Луганська обл.;р-н Кремінський;"N 49° 12’ 25""";"E 38° 16’ 44"""
Ф-7469;Степок;Stepok;балка;Луганська обл.;р-н Кремінський;"N 49° 10’ 24""";"E 38° 16’ 45"""
Ф-7471;Гнилиця;Hnylytsia;балка;Луганська обл.;р-н Кремінський;"N 49° 9’ 35""";"E 38° 16’ 45"""
Ф-7414;Хуторище;Khutoryshche;балка;Луганська обл.;р-н Кремінський;"N 49° 19’ 0""";"E 38° 16’ 52"""
Ф-7476;Довгий Яр;Dovhyi Yar;балка;Луганська обл.;р-н Попаснянський;"N 48° 59’ 48""";"E 38° 16’ 55"""
Ф-29799;Тянибідів Яр;Tianybidiv Yar;балка;Луганська обл.;р-н Кремінський;"N 49° 14’ 26""";"E 38° 16’ 57"""
Ф-40138;Шостий;Shostyi;ліс;Луганська обл.;р-н Троїцький;"N 49° 40’ 58""";"E 38° 16’ 58"""
Ф-24565;Малий Суходіл;Malyi Sukhodil;балка;Луганська обл.;р-н Попаснянський;"N 48° 56’ 59""";"E 38° 16’ 9"""
Ф-6639;Крутенький Яр;Krutenkyi Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 35’ 34""";"E 38° 17’ 0"""
Ф-8172;Крута;Kruta;балка;Луганська обл.;р-н Попаснянський;"N 48° 39’ 25""";"E 38° 17’ 10"""
Ф-40689;Прищепний;Pryshchepnyi;ліс;Луганська обл.;р-н Сватівський;"N 49° 30’ 29""";"E 38° 17’ 18"""
Ф-7454;Солоний Яр;Solonyi Yar;балка;Луганська обл.;р-н Кремінський;"N 49° 11’ 30""";"E 38° 17’ 20"""
Ф-9652;Борова Дача;Borova Dacha;урочище;Луганська обл.;р-н Кремінський;"N 49° 4’ 20""";"E 38° 17’ 20"""
Ф-18461;Выльхова;Vыlkhova;балка;Луганська обл.;р-н Попаснянський;"N 48° 57’ 46""";"E 38° 17’ 27"""
Ф-16487;Берестова;Berestova;балка;Луганська обл.;р-н Попаснянський;"N 48° 40’ 29""";"E 38° 17’ 31"""
Ф-21981;Крута;Kruta;балка;Луганська обл.;р-н Попаснянський;"N 48° 39’ 29""";"E 38° 17’ 5"""
Ф-6429;Лухіна;Lukhina;балка;Луганська обл.;р-н Троїцький;"N 49° 44’ 12""";"E 38° 17’ 51"""
Ф-6428;Татарка;Tatarka;балка;Луганська обл.;р-н Троїцький;"N 49° 45’ 4""";"E 38° 17’ 58"""
Ф-32828;Федотівка;Fedotivka;урочище;Луганська обл.;р-н Сватівський;"N 49° 31’ 57""";"E 38° 18’ 10"""
Ф-33811;Сухий Яр;Sukhyi Yar;балка;Луганська обл.;р-н Попаснянський;"N 48° 29’ 15""";"E 38° 18’ 14"""
Ф-31310;Суха Плотва;Sukha Plotva;балка;Луганська обл.;р-н Попаснянський;"N 48° 34’ 45""";"E 38° 18’ 2"""
Ф-7474;Малий Суходіл;Malyi Sukhodil;балка;Луганська обл.;р-н Попаснянський;"N 48° 56’ 21""";"E 38° 18’ 20"""
Ф-6430;Кринична;Krynychna;балка;Луганська обл.;р-н Троїцький;"N 49° 41’ 0""";"E 38° 18’ 20"""
Ф-35112;Бабанівка;Babanivka;урочище;Луганська обл.;р-н Кремінський;"N 49° 17’ 19""";"E 38° 18’ 21"""
Ф-26610;Лозова;Lozova;балка;Луганська обл.;р-н Попаснянський;"N 48° 31’ 45""";"E 38° 18’ 41"""
Ф-9038;Шилове;Shylove;урочище;Луганська обл.;р-н Сватівський;"N 49° 23’ 40""";"E 38° 18’ 42"""
Ф-24963;Маловатий Яр;Malovatyi Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 35’ 53""";"E 38° 18’ 5"""
Ф-24094;Захыдне;Zakhыdne;урочище;Луганська обл.;р-н Попаснянський;"N 48° 45’ 44""";"E 38° 18’ 54"""
Ф-32954;Суходіл;Sukhodil;балка;Луганська обл.;р-н Попаснянський;"N 48° 55’ 20""";"E 38° 18’ 59"""
Ф-6417;Баленків Яр;Balenkiv Yar;балка;Луганська обл.;р-н Троїцький;"N 50° 2’ 9""";"E 38° 19’ 1"""
Ф-9024;Степанівка;Stepanivka;урочище;Луганська обл.;р-н Троїцький;"N 49° 34’ 50""";"E 38° 19’ 10"""
Ф-8819;Кринички;Krynychky;урочище;Луганська обл.;р-н Троїцький;"N 49° 42’ 15""";"E 38° 19’ 19"""
Ф-9578;Східне;Skhidne;урочище;Луганська обл.;р-н Кремінський;"N 49° 18’ 40""";"E 38° 19’ 30"""
Ф-19016;Вовча;Vovcha;балка;Луганська обл.;р-н Попаснянський;"N 48° 49’ 39""";"E 38° 19’ 32"""
Ф-40639;Кислий;Kyslyi;ліс;Луганська обл.;р-н Сватівський;"N 49° 31’ 40""";"E 38° 19’ 37"""
Ф-9583;Павликівка;Pavlykivka;урочище;Луганська обл.;р-н Кремінський;"N 49° 12’ 30""";"E 38° 19’ 40"""
Ф-8772;Березуватка;Berezuvatka;урочище;Луганська обл.;р-н Троїцький;"N 49° 47’ 50""";"E 38° 19’ 50"""
Ф-9020;Варварівка;Varvarivka;урочище;Луганська обл.;р-н Сватівський;"N 49° 38’ 40""";"E 38° 2’ 19"""
Ф-40690;Дощатий;Doshchatyi;ліс;Луганська обл.;р-н Сватівський;"N 49° 39’ 49""";"E 38° 2’ 2"""
Ф-19593;Ковалівське;Kovalivske;урочище;Луганська обл.;р-н Сватівський;"N 49° 27’ 17""";"E 38° 2’ 21"""
Ф-19637;Калинівка;Kalynivka;урочище;Луганська обл.;р-н Сватівський;"N 49° 41’ 43""";"E 38° 2’ 22"""
Ф-6436;Пішковський Яр;Pishkovskyi Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 47’ 58""";"E 38° 2’ 25"""
Ф-6680;Ковалевська;Kovalevska;балка;Луганська обл.;р-н Сватівський;"N 49° 21’ 3""";"E 38° 2’ 30"""
Ф-8767;Нова Двурічна;Nova Dvurichna;урочище;Луганська обл., Харківська обл.;;"N 49° 48’ 15""";"E 38° 2’ 50"""
Ф-19545;Дощатий Яр;Doshchatyi Yar;балка;Луганська обл.;р-н Сватівський;"N 49° 40’ 19""";"E 38° 2’ 55"""
Ф-17046;Боровик;Borovyk;балка;Луганська обл.;р-н Сватівський;"N 49° 22’ 28""";"E 38° 20’ 1"""
Ф-7403;Баровик;Barovyk;балка;Луганська обл.;р-н Сватівський;"N 49° 19’ 21""";"E 38° 20’ 14"""
Ф-25031;Миколина Криниця;Mykolyna Krynytsia;урочище;Луганська обл.;р-н Попаснянський;"N 48° 29’ 24""";"E 38° 20’ 18"""
Ф-26941;Савинова;Savynova;балка;Луганська обл.;р-н Попаснянський;"N 48° 40’ 57""";"E 38° 20’ 27"""
Ф-8826;Плоске;Ploske;урочище;Луганська обл.;р-н Троїцький;"N 49° 41’ 31""";"E 38° 20’ 30"""
Ф-15206;Могила-Велика;Mohyla-Velyka;курган;Луганська обл.;Попаснянський р-н;"N 48° 32’ 50""";"E 38° 20’ 31"""
Ф-24625;Могила-Велика;Mohyla-Velyka;курган;Луганська обл.;р-н Попаснянський;"N 48° 32’ 50""";"E 38° 20’ 31"""
Ф-8764;Олексіївка;Oleksiivka;урочище;Луганська обл.;р-н Троїцький;"N 49° 48’ 55""";"E 38° 20’ 40"""
Ф-6644;Баблів Яр;Babliv Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 36’ 23""";"E 38° 20’ 42"""
Ф-31777;Пугачова;Puhachova;балка;Луганська обл.;р-н Попаснянський;"N 48° 41’ 42""";"E 38° 20’ 43"""
Ф-32451;Бучкова;Buchkova;балка;Луганська обл.;р-н Попаснянський;"N 48° 26’ 30""";"E 38° 20’ 47"""
Ф-20826;Довга;Dovha;балка;Луганська обл.;р-н Попаснянський;"N 48° 49’ 23""";"E 38° 20’ 5"""
Ф-7479;Довга;Dovha;балка;Луганська обл.;р-н Попаснянський;"N 48° 53’ 2""";"E 38° 20’ 5"""
Ф-25733;Лозовата;Lozovata;балка;Луганська обл.;р-н Попаснянський;"N 48° 44’ 9""";"E 38° 20’ 50"""
Ф-6419;Глибокий Яр;Hlybokyi Yar;балка;Луганська обл.;р-н Троїцький;"N 50° 2’ 3""";"E 38° 20’ 55"""
Ф-7477;Рязанцева;Riazantseva;балка;Луганська обл.;р-н Попаснянський;"N 48° 53’ 2""";"E 38° 21’ 14"""
Ф-7450;Примів Яр;Prymiv Yar;балка;Луганська обл.;р-н Кремінський;"N 49° 11’ 39""";"E 38° 21’ 16"""
Ф-40636;Токарів;Tokariv;ліс;Луганська обл.;р-н Сватівський;"N 49° 32’ 3""";"E 38° 21’ 23"""
Ф-31059;Сорокин Яр;Sorokyn Yar;балка;Луганська обл.;р-н Попаснянський;"N 48° 28’ 52""";"E 38° 21’ 27"""
Ф-28769;Плоска;Ploska;балка;Луганська обл.;р-н Троїцький;"N 49° 40’ 30""";"E 38° 21’ 27"""
Ф-9025;Шаповалівка;Shapovalivka;урочище;Луганська обл.;р-н Троїцький;"N 49° 34’ 45""";"E 38° 21’ 30"""
Ф-17006;Бридів Яр;Brydiv Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 37’ 2""";"E 38° 21’ 34"""
Ф-29335;Хвощювата;Khvoshchiuvata;балка;Луганська обл.;р-н Попаснянський;"N 48° 44’ 32""";"E 38° 21’ 4"""
Ф-8824;Лозоватка;Lozovatka;урочище;Луганська обл.;р-н Троїцький;"N 49° 42’ 55""";"E 38° 22’ 0"""
Ф-6673;Зміїв;Zmiiv;яр;Луганська обл.;р-н Сватівський;"N 49° 28’ 19""";"E 38° 22’ 10"""
Ф-32123;Карпів Яр;Karpiv Yar;балка;Луганська обл.;р-н Попаснянський;"N 48° 29’ 39""";"E 38° 22’ 14"""
Ф-9630;Мацегорівка;Matsehorivka;урочище;Луганська обл.;р-н Кремінський;"N 49° 10’ 0""";"E 38° 22’ 2"""
Ф-7487;Мідна;Midna;балка;Луганська обл.;р-н Попаснянський;"N 48° 45’ 50""";"E 38° 22’ 20"""
Ф-7458;Петриків Яр;Petrykiv Yar;балка;Луганська обл.;р-н Кремінський;"N 49° 13’ 35""";"E 38° 22’ 25"""
Ф-15933;Анастасівка;Anastasivka;балка;Луганська обл.;р-н Попаснянський;"N 48° 35’ 41""";"E 38° 22’ 3"""
Ф-8816;Нарніватка;Narnivatka;урочище;Луганська обл.;р-н Троїцький;"N 49° 44’ 9""";"E 38° 22’ 40"""
Ф-599;Берестова;Berestova;річка;Луганська обл.;;"N 48° 50’ 40""";"E 38° 23’ 0"""
Ф-6431;Лозовата;Lozovata;балка;Луганська обл.;р-н Троїцький;"N 49° 42’ 51""";"E 38° 23’ 0"""
Ф-8719;Григор'ївка;Hryhorivka;урочище;Луганська обл.;р-н Троїцький;"N 49° 51’ 58""";"E 38° 23’ 10"""
Ф-9027;Лебедівка;Lebedivka;урочище;Луганська обл.;р-н Білокуракинський;"N 49° 35’ 8""";"E 38° 23’ 15"""
Ф-3425;Піщане;Pishchane;озеро;Луганська обл.;;"N 48° 59’ 4""";"E 38° 23’ 19"""
Ф-9576;Анцифирівка;Antsyfyrivka;урочище;Луганська обл.;р-н Сватівський;"N 49° 19’ 38""";"E 38° 23’ 41"""
Ф-19738;Каменка;Kamenka;балка;Луганська обл.;р-н Попаснянський;"N 48° 39’ 36""";"E 38° 23’ 48"""
Ф-7484;Філатівська;Filativska;балка;Луганська обл.;р-н Попаснянський;"N 48° 46’ 46""";"E 38° 23’ 5"""
Ф-6426;Крива;Kryva;балка;Луганська обл.;р-н Троїцький;"N 49° 46’ 36""";"E 38° 23’ 52"""
Ф-22118;Красне Озеро;Krasne Ozero;урочище;Луганська обл.;р-н Попаснянський;"N 48° 35’ 9""";"E 38° 23’ 58"""
Ф-22410;Кузьмин Яр;Kuzmyn Yar;балка;Луганська обл.;р-н Сватівський;"N 49° 29’ 9""";"E 38° 23’ 9"""
Ф-552;Борова;Borova;річка;Луганська обл.;;"N 48° 57’ 40""";E 38° 24’
Ф-23794;Західна;Zakhidna;балка;Луганська обл.;р-н Попаснянський;"N 48° 29’ 3""";"E 38° 24’ 10"""
Ф-25351;Миронівка;Myronivka;балка;Луганська обл.;р-н Троїцький;"N 49° 41’ 58""";"E 38° 24’ 17"""
Ф-9646;Гнила Балка;Hnyla Balka;урочище;Луганська обл.;р-н Кремінський;"N 49° 9’ 15""";"E 38° 24’ 20"""
Ф-17116;Бондарна;Bondarna;балка;Луганська обл.;р-н Попаснянський;"N 48° 44’ 16""";"E 38° 24’ 22"""
Ф-21165;Гусева;Huseva;балка;Луганська обл.;р-н Попаснянський;"N 48° 40’ 55""";"E 38° 24’ 33"""
Ф-7456;Амбарний Яр;Ambarnyi Yar;балка;Луганська обл.;р-н Кремінський;"N 49° 13’ 43""";"E 38° 24’ 34"""
Ф-40626;Великий Росховатий;Velykyi Roskhovatyi;ліс;Луганська обл.;р-н Сватівський;"N 49° 21’ 40""";"E 38° 24’ 41"""
Ф-32873;Холодна;Kholodna;балка;Луганська обл.;р-н Троїцький;"N 49° 49’ 20""";"E 38° 24’ 48"""
Ф-28025;Панькове;Pankove;урочище;Луганська обл.;р-н Попаснянський;"N 48° 46’ 29""";"E 38° 24’ 5"""
Ф-40631;Липовий;Lypovyi;ліс;Луганська обл.;р-н Сватівський;"N 49° 33’ 53""";"E 38° 24’ 5"""
Ф-8720;Дмитрівка;Dmytrivka;урочище;Луганська обл.;р-н Троїцький;"N 49° 53’ 0""";"E 38° 24’ 50"""
Ф-40475;Таранушин;Taranushyn;ліс;Луганська обл.;р-н Білокуракинський;"N 49° 34’ 13""";"E 38° 24’ 52"""
Ф-17684;Глибокий Яр;Hlybokyi Yar;балка;Луганська обл.;р-н Попаснянський;"N 48° 26’ 42""";"E 38° 24’ 58"""
Ф-21132;Запоріжжя;Zaporizhzhia;балка;Луганська обл.;р-н Попаснянський;"N 48° 40’ 23""";"E 38° 24’ 9"""
Ф-9629;Ягідне;Yahidne;урочище;Луганська обл.;р-н Кремінський;"N 49° 11’ 5""";"E 38° 25’ 0"""
Ф-9041;Гусів;Husiv;урочище;Луганська обл.;р-н Сватівський;"N 49° 20’ 29""";"E 38° 25’ 0"""
Ф-23788;Західна;Zakhidna;балка;Луганська обл.;р-н Попаснянський;"N 48° 30’ 48""";"E 38° 25’ 10"""
Ф-29613;Філатівка;Filativka;балка;Луганська обл.;р-н Попаснянський;"N 48° 49’ 33""";"E 38° 25’ 12"""
Ф-8710;Еніо;Enio;урочище;Луганська обл.;р-н Троїцький;"N 49° 54’ 42""";"E 38° 25’ 20"""
Ф-23826;Кудрицька;Kudrytska;балка;Луганська обл.;р-н Попаснянський;"N 48° 45’ 47""";"E 38° 25’ 21"""
Ф-18087;Вишневий Яр;Vyshnevyi Yar;балка;Луганська обл.;р-н Білокуракинський;"N 49° 33’ 36""";"E 38° 25’ 3"""
Ф-9032;Веселий;Veselyi;урочище;Луганська обл.;р-н Сватівський;"N 49° 26’ 8""";"E 38° 25’ 30"""
Ф-31839;Широка;Shyroka;балка;Луганська обл.;р-н Попаснянський;"N 48° 28’ 21""";"E 38° 25’ 42"""
Ф-26274;Куриляча;Kuryliacha;балка;Луганська обл.;р-н Попаснянський;"N 48° 43’ 44""";"E 38° 25’ 59"""
Ф-23792;Західна;Zakhidna;балка;Луганська обл.;р-н Попаснянський;"N 48° 45’ 10""";"E 38° 25’ 59"""
Ф-9625;Верхня Голубівка;Verkhnia Holubivka;урочище;Луганська обл.;р-н Кремінський;"N 49° 12’ 38""";"E 38° 26’ 0"""
Ф-9031;Попасне;Popasne;урочище;Луганська обл.;р-н Білокуракинський;"N 49° 30’ 15""";"E 38° 26’ 0"""
Ф-9531;Червоне Глинище;Chervone Hlynyshche;урочище;Луганська обл.;р-н Попаснянський;"N 48° 34’ 25""";"E 38° 26’ 10"""
Ф-9651;Лиман;Lyman;урочище;Луганська обл.;р-н Кремінський;"N 49° 5’ 40""";"E 38° 26’ 10"""
Ф-6425;Коренів Яр;Koreniv Yar;балка;Луганська обл.;р-н Троїцький;"N 49° 47’ 16""";"E 38° 26’ 20"""
Ф-35448;Переїздна;Pereizdna;балка;Луганська обл.;"р-н Перевальський, р-н
Попаснянський";"N 48° 28’ 9""";"E 38° 26’ 34"""
