Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-2743	Обитічна	Obytichna	затока	Запорізька обл.		"N 46° 35’ 0"""	"E 35° 59’ 0"""
Ф-7965	Прифермівське	Pryfermivske	урочище	Запорізька обл.	р-н Чернігівський	"N 46° 35’ 10"""	"E 34° 53’ 42"""
Ф-7966	Калинівка	Kalynivka	урочище	Запорізька обл.	р-н Якимівський	"N 46° 35’ 10"""	"E 34° 58’ 30"""
Ф-1139	Домузла	Domuzla	річка	Запорізька обл.		"N 46° 35’ 20"""	"E 35° 43’ 25"""
Ф-25073	Матронівка	Matronivka	урочище	Запорізька обл.	р-н Приазовський	"N 46° 35’ 28"""	"E 35° 32’ 12"""
Ф-8337	Вітрів Кут	Vitriv Kut	урочище	Запорізька обл.	р-н Приморський	"N 46° 35’ 30"""	"E 36° 14’ 0"""
Ф-35116	Камкарі	Kamkari	урочище	Запорізька обл.	р-н Приморський	"N 46° 35’ 43"""	"E 36° 15’ 10"""
Ф-24089	Кінцеве	Kintseve	урочище	Запорізька обл.	р-н Якимівський	"N 46° 36’ 10"""	"E 34° 48’ 6"""
Ф-7963	Дорожнє	Dorozhnie	урочище	Запорізька обл.	р-н Якимівський	"N 46° 36’ 19"""	"E 34° 52’ 51"""
Ф-7946	Тубальський Лиман	Tubalskyi Lyman	урочище	Запорізька обл.	р-н Приазовський	"N 46° 36’ 20"""	"E 35° 43’ 10"""
Ф-13750	Обитічна коса	Obytichna kosa	коса	Запорізька обл.		"N 46° 36’ 23"""	"E 36° 16’ 42"""
Ф-7933	Гарсівка	Harsivka	урочище	Запорізька обл.	р-н Приазовський	"N 46° 36’ 38"""	"E 35° 23’ 0"""
Ф-11990	Глибока	Hlyboka	балка	Запорізька обл.	р-н Приазовський	"N 46° 36’ 57"""	"E 35° 46’ 19"""
Ф-1138	Акчокрак	Akchokrak	річка	Запорізька обл.		"N 46° 37’ 10"""	"E 35° 39’ 30"""
Ф-2735	Джекельня	Dzhekelnia	річка	Запорізька обл.		"N 46° 37’ 15"""	"E 35° 21’ 10"""
Ф-16726	Богатирське Лісництво	Bohatyrske Lisnytstvo	урочище	Запорізька обл.	р-н Якимівський	"N 46° 37’ 23"""	"E 35° 15’ 15"""
Ф-25972	Мала Дамузла	Mala Damuzla	балка	Запорізька обл.	р-н Приазовський	"N 46° 37’ 25"""	"E 35° 39’ 50"""
Ф-7896	Азов	Azov	урочище	Запорізька обл.	р-н Приазовський	"N 46° 37’ 29"""	"E 35° 29’ 40"""
Ф-8316	Горіле	Horile	урочище	Запорізька обл.	р-н Приморський	"N 46° 37’ 30"""	"E 36° 16’ 30"""
Ф-7956	Проміжний	Promizhnyi	урочище	Запорізька обл.	р-н Якимівський	"N 46° 37’ 51"""	"E 34° 48’ 51"""
Ф-30163	Татарський Аул	Tatarskyi Aul	урочище	Запорізька обл.	р-н Приазовський	"N 46° 37’ 58"""	"E 35° 40’ 45"""
Ф-1140	Корсак	Korsak	річка	Запорізька обл.		"N 46° 38’ 15"""	"E 35° 51’ 47"""
Ф-7930	Багатирське Лісництво	Bahatyrske Lisnytstvo	урочище	Запорізька обл.	р-н Якимівський	"N 46° 38’ 40"""	"E 35° 15’ 49"""
Ф-46005	Круглий Лиман	Kruhlyi Lyman	озеро	Запорізька обл.	р-н Приморський	"N 46° 38’ 47"""	"E 36° 17’ 56"""
Ф-8313	Перший Переїзд	Pershyi Pereizd	урочище	Запорізька обл.	р-н Приморський	"N 46° 39’ 15"""	"E 36° 19’ 10"""
Ф-7945	Байкал	Baikal	урочище	Запорізька обл.	р-н Приазовський	"N 46° 39’ 20"""	"E 35° 44’ 0"""
Ф-1148	Солона	Solona	річка	Запорізька обл.		"N 46° 39’ 30"""	"E 36° 13’ 10"""
Ф-2734	Тащенак	Tashchenak	річка	Запорізька обл.		"N 46° 39’ 30"""	"E 35° 16’ 58"""
Ф-7954	Зоря	Zoria	урочище	Запорізька обл.	р-н Якимівський	"N 46° 39’ 38"""	"E 34° 53’ 0"""
Ф-2741	Лозуватка	Lozuvatka	річка	Запорізька обл.		"N 46° 39’ 40"""	"E 35° 59’ 30"""
Ф-26699	Лисяча	Lysiacha	балка	Запорізька обл.	р-н Приморський	"N 46° 39’ 46"""	"E 35° 55’ 36"""
Ф-33712	Чирва	Chyrva	урочище	Запорізька обл.	р-н Приморський	"N 46° 39’ 49"""	"E 36° 5’ 46"""
Ф-2725	Обитічна	Obytichna	річка	Запорізька обл.		"N 46° 40’ 15"""	"E 36° 11’ 58"""
Ф-8406	Алтагир	Altahyr	урочище	Запорізька обл.	р-н Якимівський	"N 46° 40’ 20"""	"E 35° 17’ 25"""
Ф-33926	Великий лиман	Velykyi lyman	лиман	Запорізька обл.	р-н Приморський	"N 46° 40’ 3"""	"E 36° 18’ 56"""
Ф-11860	Арапка	Arapka	балка	Запорізька обл.	р-н Приморський	"N 46° 40’ 30"""	"E 36° 8’ 26"""
Ф-25881	Македонська	Makedonska	балка	Запорізька обл.	р-н Приморський	"N 46° 40’ 41"""	"E 36° 7’ 8"""
Ф-18503	Великий Утлюг	Velykyi Utliuh	балка	Запорізька обл.	р-н Якимівський	"N 46° 40’ 55"""	"E 34° 57’ 59"""
Ф-13744	Дзендзик	Dzendzyk	острів	Запорізька обл.		"N 46° 40’ 7"""	"E 36° 46’ 8"""
Ф-13748	Середня Коса	Serednia Kosa	коса	Запорізька обл.		"N 46° 41’ 1"""	"E 36° 49’ 2"""
Ф-7862	Новотроїцьке	Novotroitske	урочище	Запорізька обл.	р-н Приазовський	"N 46° 41’ 11"""	"E 35° 43’ 45"""
Ф-1147	Бердянська	Berdianska	затока	Запорізька обл.		"N 46° 41’ 25"""	"E 36° 31’ 5"""
Ф-11855	Лисича	Lysycha	балка	Запорізька обл.	р-н Приморський	"N 46° 41’ 35"""	"E 36° 4’ 22"""
Ф-13741	Бердянська коса	Berdianska kosa	коса	Запорізька обл.		"N 46° 41’ 37"""	"E 36° 49’ 35"""
Ф-13746	Малий Дзендзик	Malyi Dzendzyk	острів	Запорізька обл.		"N 46° 41’ 39"""	"E 36° 48’ 18"""
Ф-2718	Молочна	Molochna	річка	Запорізька обл.		"N 46° 42’ 18"""	"E 35° 19’ 2"""
Ф-1124	Червоне	Chervone	озеро	Запорізька обл.		"N 46° 43’ 15"""	"E 36° 50’ 20"""
Ф-8407	Якимівський Під	Yakymivskyi Pid	урочище	Запорізька обл.	р-н Якимівський	"N 46° 43’ 19"""	"E 35° 3’ 50"""
Ф-1107	Метрозли	Metrozly	балка	Запорізька обл.		"N 46° 43’ 30"""	"E 35° 52’ 20"""
Ф-34515	Метрозли	Metrozly	річка	Запорізька обл.	р-н Приазовський	"N 46° 43’ 42"""	"E 35° 52’ 14"""
Ф-44918	Джерело Гука	Dzherelo Huka	джерело	Запорізька обл.	р-н Приазовський	"N 46° 43’ 54"""	"E 35° 38’ 8"""
Ф-33938	Середнє	Serednie	солоне озеро	Запорізька обл.		"N 46° 44’ 15"""	"E 36° 50’ 4"""
Ф-33936	Довге	Dovhe	солоне озеро	Запорізька обл.		"N 46° 44’ 17"""	"E 36° 50’ 36"""
Ф-34035	Велике Озеро	Velyke Ozero	солоне озеро	Запорізька обл.		"N 46° 44’ 21"""	"E 36° 50’ 2"""
Ф-2726	Кільтиччя	Kiltychchia	річка	Запорізька обл.		"N 46° 45’ 0"""	"E 36° 23’ 50"""
Ф-8403	Грушівка	Hrushivka	урочище	Запорізька обл.	р-н Мелітопольський	"N 46° 45’ 1"""	"E 35° 27’ 0"""
Ф-11840	Глибока	Hlyboka	балка	Запорізька обл.	р-н Приморський	"N 46° 45’ 19"""	"E 36° 15’ 7"""
Ф-8405	Вишнівка	Vyshnivka	урочище	Запорізька обл.	р-н Мелітопольський	"N 46° 45’ 19"""	"E 35° 28’ 30"""
Ф-33934	Краснопір	Krasnopir	лиман	Запорізька обл.		"N 46° 45’ 30"""	"E 36° 51’ 18"""
Ф-21265	Зайцеве	Zaitseve	урочище	Запорізька обл.	р-н Приморський	"N 46° 45’ 33"""	"E 36° 13’ 16"""
Ф-33087	Широка	Shyroka	балка	Запорізька обл.	р-н Приазовський	"N 46° 45’ 48"""	"E 36° 1’ 5"""
Ф-1106	Сага	Saha	річка	Запорізька обл.		"N 46° 46’ 0"""	"E 35° 22’ 52"""
Ф-11566	Приазовська низовина	Pryazovska nyzovyna	низовина	Запорізька обл., Донецька обл.		"N 46° 46’ 22"""	"E 36° 27’ 35"""
Ф-33937	Довге	Dovhe	солоне озеро	Запорізька обл.		"N 46° 46’ 4"""	"E 36° 51’ 47"""
Ф-11897	Куца Бердянка	Kutsa Berdianka	річка	Запорізька обл.		"N 46° 46’ 45"""	"E 36° 40’ 30"""
Ф-11857	Македонська	Makedonska	балка	Запорізька обл.	р-н Приморський	"N 46° 46’ 47"""	"E 36° 7’ 5"""
Ф-11899	Петрівська	Petrivska	балка	Запорізька обл.	р-н Бердянський	"N 46° 47’ 0"""	"E 36° 35’ 50"""
Ф-11852	Малоканська	Malokanska	балка	Запорізька обл.	р-н Приморський	"N 46° 47’ 18"""	"E 36° 6’ 18"""
Ф-11777	Джекельня	Dzhekelnia	балка	Запорізька обл.	р-н Мелітопольський	"N 46° 47’ 22"""	"E 35° 29’ 35"""
Ф-11904	Кам'яна	Kamiana	балка	Запорізька обл.	р-н Бердянський	"N 46° 47’ 25"""	"E 36° 38’ 28"""
Ф-11787	Домузла	Domuzla	балка	Запорізька обл.	р-н Приазовський	"N 46° 47’ 38"""	"E 35° 40’ 35"""
Ф-1116	Салтичія	Saltychiia	річка	Запорізька обл.		"N 46° 47’ 5"""	"E 36° 26’ 45"""
Ф-1120	Берда	Berda	річка	Запорізька обл., Донецька обл.		"N 46° 47’ 50"""	"E 36° 53’ 30"""
Ф-2731	Кругле	Kruhle	озеро	Запорізька обл.		"N 46° 47’ 8"""	"E 36° 52’ 30"""
Ф-7895	Солодкий Лиман	Solodkyi Lyman	урочище	Запорізька обл.	р-н Бердянський	"N 46° 48’ 10"""	"E 36° 53’ 40"""
Ф-8037	Карабанка	Karabаnka	урочище	Запорізька обл.	р-н Якимівський	"N 46° 48’ 20"""	"E 34° 52’ 49"""
Ф-11820	Суха	Sukha	балка	Запорізька обл.	р-н Приморський	"N 46° 48’ 25"""	"E 36° 19’ 34"""
Ф-34608	Піщаний	Pishchanyi	струмок	Запорізька обл.	р-н Мелітопольський	"N 46° 48’ 54"""	"E 35° 23’ 24"""
Ф-11853	Балаклич	Balaklych	балка	Запорізька обл.	р-н Приазовський, р-н Приморський	"N 46° 49’ 32"""	"E 36° 5’ 9"""
Ф-17511	Глибока	Hlyboka	балка	Запорізька обл.	р-н Приазовський	"N 46° 49’ 37"""	"E 35° 48’ 50"""
Ф-8034	Чорноморське	Chornomorske	урочище	Запорізька обл.	"р-н Веселівський ;р-н
Мелітопольський"	"N 46° 50’ 32"""	"E 34° 54’ 58"""
Ф-11878	Довга	Dovha	балка	Запорізька обл.	р-н Бердянський	"N 46° 50’ 33"""	"E 36° 43’ 15"""
Ф-11910	Калмицька	Kalmytska	балка	Запорізька обл.	р-н Бердянський	"N 46° 50’ 33"""	"E 36° 55’ 0"""
Ф-30778	Суха	Sukha	балка	Запорізька обл.	р-н Приморський	"N 46° 50’ 56"""	"E 36° 21’ 33"""
Ф-8032	Єгорівське	Yehorivske	урочище	Запорізька обл.	р-н Веселівський	"N 46° 51’ 0"""	"E 34° 51’ 20"""
Ф-11839	Мокра	Mokra	балка	Запорізька обл.	р-н Приморський	"N 46° 51’ 12"""	"E 36° 23’ 6"""
Ф-11834	Совхозна	Sovkhozna	балка	Запорізька обл.	р-н Приморський	"N 46° 51’ 50"""	"E 36° 13’ 30"""
Ф-11882	Крива	Kryva	балка	Запорізька обл.	р-н Бердянський	"N 46° 52’ 0"""	"E 36° 42’ 50"""
Ф-11838	Гаврилова	Havrylova	балка	Запорізька обл.	р-н Приморський	"N 46° 52’ 55"""	"E 36° 14’ 15"""
Ф-22929	Куликова	Kulykova	балка	Запорізька обл.	р-н Бердянський	"N 46° 52’ 55"""	"E 37° 1’ 57"""
Ф-11931	Кладбищенська	Kladbyshchenska	балка	Запорізька обл.	р-н Бердянський	"N 46° 53’ 10"""	"E 36° 53’ 38"""
Ф-11829	Шайтанова	Shaitanova	балка	Запорізька обл.	р-н Приморський	"N 46° 53’ 12"""	"E 36° 1’ 16"""
Ф-7868	Першотравневе	Pershotravneve	урочище	Запорізька обл.	р-н Приморський	"N 46° 53’ 12"""	"E 36° 13’ 12"""
Ф-1108	Арабка	Arabka	річка	Запорізька обл.		"N 46° 53’ 29"""	"E 35° 28’ 10"""
Ф-29916	Тремузли	Tremuzly	балка	Запорізька обл.	р-н Приазовський	"N 46° 53’ 34"""	"E 35° 55’ 9"""
Ф-11921	Гонджуго	Hondzhuho	балка	Запорізька обл.	р-н Бердянський	"N 46° 53’ 5"""	"E 36° 58’ 40"""
Ф-8029	Зелене	Zelene	урочище	Запорізька обл.	р-н Веселівський	"N 46° 53’ 5"""	"E 34° 59’ 12"""
Ф-11821	Корсак-Могила	Korsak-Mohyla	гора	Запорізька обл.	р-н Приморський	"N 46° 53’ 52"""	"E 36° 8’ 0"""
Ф-15970	Бабах-Тарама	Babakh-Tarama	балка	Запорізька обл.	р-н Бердянський	"N 46° 53’ 53"""	"E 37° 2’ 25"""
Ф-8028	Стась	Stas	урочище	Запорізька обл.	р-н Веселівський	"N 46° 53’ 8"""	"E 34° 45’ 50"""
Ф-25503	Нагайська	Nahaiska	балка	Запорізька обл.	Бердянська міськрада	"N 46° 54’ 18"""	"E 36° 46’ 24"""
Ф-11919	Покісна	Pokisna	балка	Запорізька обл.	р-н Бердянський	"N 46° 54’ 2"""	"E 36° 55’ 5"""
Ф-11826	Куксунгую	Kuksunhuiu	гора	Запорізька обл.	р-н Приазовський	"N 46° 54’ 38"""	"E 36° 0’ 50"""
Ф-20003	Жак	Zhak	урочище	Запорізька обл.	р-н Приазовський	"N 46° 54’ 45"""	"E 35° 50’ 49"""
Ф-11932	Бригадирова	Bryhadyrova	балка	Запорізька обл.	р-н Бердянський	"N 46° 54’ 50"""	"E 36° 53’ 43"""
Ф-34656	Арабка	Arabka	річка, що пересихає	Запорізька обл.	р-н Мелітопольський	"N 46° 54’ 56"""	"E 35° 26’ 48"""
Ф-35171	Покісна	Pokisna	балка	Запорізька обл.	р-н Бердянський	"N 46° 55’ 20"""	"E 36° 55’ 28"""
Ф-8394	Старобердянська Дача	Staroberdianska Dacha	урочище	Запорізька обл.	р-н Мелітопольський	"N 46° 55’ 30"""	"E 35° 28’ 48"""
Ф-11892	Куца Бердянка	Kutsa Berdianka	балка	Запорізька обл.	р-н Бердянський	"N 46° 55’ 5"""	"E 36° 42’ 0"""
Ф-18176	Гонжукова	Honzhukova	балка	Запорізька обл.	р-н Бердянський	"N 46° 55’ 8"""	"E 36° 57’ 32"""
Ф-11818	Відмантова	Vidmantova	балка	Запорізька обл.	р-н Приазовський	"N 46° 56’ 17"""	"E 36° 3’ 30"""
Ф-7999	Білозірське	Bilozirske	урочище	Запорізька обл.	р-н Веселівський	"N 46° 56’ 20"""	"E 34° 52’ 0"""
Ф-8025	Володимирське	Volodymyrske	урочище	Запорізька обл.	р-н Веселівський	"N 46° 56’ 20"""	"E 34° 59’ 11"""
Ф-8393	Трудолюбівка	Trudoliubivka	урочище	Запорізька обл.	р-н Веселівський	"N 46° 56’ 28"""	"E 35° 0’ 59"""
Ф-11819	Калинівська	Kalynivska	балка	Запорізька обл.	р-н Приморський	"N 46° 56’ 45"""	"E 36° 7’ 11"""
Ф-11936	Засорина	Zasoryna	балка	Запорізька обл.	р-н Бердянський	"N 46° 56’ 55"""	"E 36° 53’ 8"""
Ф-28377	Петропавлівка	Petropavlivka	урочище	Запорізька обл.	р-н Веселівський	"N 46° 56’ 57"""	"E 35° 1’ 54"""
Ф-15058	Кам'яна	Kamiana	курган	Запорізька обл.	Мелітопольський р-н	"N 46° 57’ 1"""	"E 35° 28’ 10"""
Ф-20053	Кам'яна	Kamiana	курган	Запорізька обл.	р-н Мелітопольський	"N 46° 57’ 1"""	"E 35° 28’ 10"""
Ф-34293	Кам'яна Могила	Kamiana Mohyla	горб	Запорізька обл.	р-н Мелітопольський	"N 46° 57’ 1"""	"E 35° 28’ 11"""
Ф-11985	Широка	Shyroka	балка	Запорізька обл., Донецька обл.		"N 46° 57’ 13"""	"E 37° 3’ 5"""
Ф-11867	Глибока	Hlyboka	балка	Запорізька обл.	р-н Бердянський	"N 46° 57’ 26"""	"E 36° 32’ 7"""
Ф-11891	Куца	Kutsa	балка	Запорізька обл.	р-н Бердянський	"N 46° 57’ 30"""	"E 36° 44’ 7"""
Ф-11873	Кринична	Krynychna	балка	Запорізька обл.	р-н Бердянський	"N 46° 57’ 40"""	"E 36° 34’ 40"""
Ф-11934	Вовча	Vovcha	балка	Запорізька обл.	р-н Бердянський	"N 46° 57’ 40"""	"E 36° 53’ 50"""
Ф-11908	Собача	Sobacha	балка	Запорізька обл.	р-н Бердянський	"N 46° 57’ 48"""	"E 36° 49’ 20"""
Ф-45916	Бердянське	Berdianske	водосховище	Запорізька обл.	р-н Бердянський	"N 46° 58’ 11"""	"E 36° 50’ 58"""
Ф-2710	Чокрак	Chokrak	річка	Запорізька обл.		"N 46° 58’ 13"""	"E 36° 29’ 20"""
Ф-7859	Астрахочка	Astrahochka	урочище	Запорізька обл.	р-н Мелітопольський	"N 46° 58’ 15"""	"E 35° 40’ 40"""
Ф-44077	Цілющі джерела	Tsiliushchi dzherela	джерело	Запорізька обл.	р-н Мелітопольський	"N 46° 58’ 16"""	"E 35° 25’ 41"""
Ф-11774	Тернова	Ternova	балка	Запорізька обл.	р-н Мелітопольський	"N 46° 58’ 20"""	"E 35° 21’ 13"""
Ф-7998	Островське	Ostrovske	урочище	Запорізька обл.	р-н Веселівський	"N 46° 58’ 20"""	"E 34° 48’ 30"""
Ф-21989	Крута	Kruta	балка	Запорізька обл.	р-н Бердянський	"N 46° 58’ 24"""	"E 36° 49’ 12"""
Ф-33090	Широка	Shyroka	балка	Запорізька обл.	р-н Бердянський	"N 46° 58’ 28"""	"E 36° 59’ 0"""
Ф-1118	Буртиччя	Burtychchia	річка	Запорізька обл.		"N 46° 58’ 40"""	"E 36° 39’ 30"""
Ф-23213	Кам'яниста	Kamianysta	балка	Запорізька обл.	р-н Бердянський	"N 46° 58’ 50"""	"E 37° 1’ 49"""
Ф-7835	Червоний Яр	Chervonyi Yar	урочище	Запорізька обл.	р-н Приазовський	"N 46° 58’ 58"""	"E 35° 54’ 50"""
Ф-7990	Короленка	Korolenka	урочище	Запорізька обл.	р-н Веселівський	"N 46° 59’ 10"""	"E 34° 46’ 20"""
Ф-11940	Водяна	Vodiana	балка	Запорізька обл.	р-н Бердянський	"N 46° 59’ 27"""	"E 36° 55’ 3"""
Ф-11784	Шульня	Shulnia	балка	Запорізька обл.	р-н Приазовський	"N 46° 59’ 29"""	"E 35° 58’ 33"""
Ф-11971	Деревецька	Derevetska	балка	Запорізька обл.	р-н Бердянський	"N 46° 59’ 30"""	"E 37° 3’ 25"""
Ф-7987	Зелений Луг	Zelenyi Luh	урочище	Запорізька обл.	р-н Веселівський	"N 46° 59’ 50"""	"E 34° 45’ 45"""
Ф-7808	Тарасівка	Tarasivka	урочище	Запорізька обл.	р-н Веселівський	"N 47° 0’ 10"""	"E 35° 5’ 38"""
Ф-1103	Юшанли	Yushanly	річка, що пересихає	Запорізька обл.		"N 47° 0’ 2"""	"E 35° 28’ 10"""
Ф-11514	Кримська	Krymska	балка	Запорізька обл.	р-н Бердянський	"N 47° 0’ 2"""	"E 36° 46’ 40"""
Ф-23813	Кримська	Krymska	балка	Запорізька обл.	р-н Бердянський	"N 47° 0’ 51"""	"E 36° 46’ 26"""
Ф-11495	Ростовсько	Rostovsko	балка	Запорізька обл.	р-н Бердянський	"N 47° 1’ 2"""	"E 36° 54’ 10"""
Ф-15855	Баги	Bahy	балка	Запорізька обл.	р-н Приморський	"N 47° 1’ 31"""	"E 36° 20’ 50"""
Ф-1090	Чокрак	Chokrak	річка	Запорізька обл.		"N 47° 1’ 35"""	"E 35° 59’ 30"""
Ф-8299	Водяна	Vodiana	урочище	Запорізька обл.	р-н Бердянський	"N 47° 1’ 39"""	"E 36° 42’ 50"""
Ф-7807	Миролюбівка	Myroliubivka	урочище	Запорізька обл.	р-н Веселівський	"N 47° 1’ 49"""	"E 35° 8’ 51"""
Ф-11516	Терешкова	Tereshkova	балка	Запорізька обл.	р-н Бердянський	"N 47° 1’ 7"""	"E 36° 32’ 7"""
Ф-8139	Рублів Хутір	Rubliv Hunir	урочище	Запорізька обл.	р-н Великобілозерський	"N 47° 10’ 18"""	"E 34° 46’ 50"""
Ф-8130	Широке	Shyroke	урочище	Запорізька обл.	р-н Василівський	"N 47° 10’ 21"""	"E 34° 53’ 51"""
Ф-11478	Холодна	Kholodna	балка	Запорізька обл.	р-н Бердянський	"N 47° 10’ 3"""	"E 36° 52’ 50"""
Ф-11477	Дубова	Dubova	балка	Запорізька обл.	р-н Бердянський	"N 47° 10’ 35"""	"E 36° 51’ 10"""
Ф-8141	Попове	Popove	урочище	Запорізька обл.	р-н Великобілозерський	"N 47° 10’ 35"""	"E 34° 43’ 48"""
Ф-8136	Крищенкова Падина	Kryshchenkova Padyna	урочище	Запорізька обл.	р-н Великобілозерський	"N 47° 10’ 41"""	"E 34° 41’ 48"""
Ф-8129	Бесарабів Хутір	Besarabiv Hutir	урочище	Запорізька обл.	р-н Василівський	"N 47° 10’ 45"""	"E 34° 49’ 35"""
Ф-11571	Семкомовщина	Semkomovshchyna	балка	Запорізька обл.	р-н Чернігівський	"N 47° 10’ 57"""	"E 36° 2’ 0"""
Ф-11726	Союзівська	Soiuzivska	балка	Запорізька обл.	р-н Великобілозерський	"N 47° 11’ 15"""	"E 34° 32’ 0"""
Ф-28140	Очеретова	Ocheretova	балка	Запорізька обл.	р-н Більмацький	"N 47° 11’ 32"""	"E 36° 38’ 25"""
Ф-7815	Східне	Shidne	урочище	Запорізька обл.	р-н Токмацький	"N 47° 11’ 50"""	"E 35° 51’ 0"""
Ф-11528	Волова	Volova	балка	Запорізька обл.	"р-н Куйбишевський, р-н
Бердянський"	"N 47° 11’ 52"""	"E 36° 47’ 50"""
Ф-1085	Сисикулак	Sysykulak	річка	Запорізька обл.		"N 47° 11’ 55"""	"E 36° 11’ 41"""
Ф-11701	Тарсалак	Tarsalak	балка	Запорізька обл.	р-н Михайлівський	"N 47° 11’ 55"""	"E 35° 12’ 0"""
Ф-11659	Велика Солотка	Velyka Solotka	балка	Запорізька обл.	р-н Токмацький	"N 47° 12’ 12"""	"E 35° 41’ 38"""
Ф-11466	Хвостянка	Khvostianka	балка	Запорізька обл.	р-н Куйбишевський	"N 47° 12’ 20"""	"E 36° 40’ 38"""
Ф-30881	Садове	Sadove	урочище	Запорізька обл.	р-н Великобілозерський	"N 47° 12’ 30"""	"E 34° 30’ 28"""
Ф-8103	Копані	Kopani	урочище	Запорізька обл.	р-н Василівський	"N 47° 12’ 30"""	"E 34° 53’ 30"""
Ф-16795	Бірюча	Biriucha	балка	Запорізька обл.	р-н Більмацький	"N 47° 12’ 33"""	"E 36° 55’ 24"""
Ф-8092	Борисенків Садок	Borysenkiv Sadok	урочище	Запорізька обл.	р-н Василівський	"N 47° 12’ 51"""	"E 34° 51’ 20"""
Ф-28972	Перша Солотка	Persha Solotka	балка	Запорізька обл.	р-н Токмацький	"N 47° 12’ 55"""	"E 35° 42’ 0"""
Ф-15471	Могила Орлова	Mohyla Orlova	курган	Запорізька обл.	Більмацький р-н	"N 47° 12’ 58"""	"E 36° 30’ 21"""
Ф-25454	Могила Орлова	Mohyla Orlova	курган	Запорізька обл.	р-н Більмацький	"N 47° 12’ 58"""	"E 36° 30’ 21"""
Ф-11724	Шведівська	Shvedivska	балка	Запорізька обл.	р-н Великобілозерський	"N 47° 13’ 12"""	"E 34° 35’ 20"""
Ф-11720	Янчекрак	Yanchekrak	балка	Запорізька обл.	р-н Великобілозерський	"N 47° 13’ 29"""	"E 34° 33’ 28"""
Ф-11722	Глибока	Hlyboka	балка	Запорізька обл.	р-н Великобілозерський	"N 47° 13’ 34"""	"E 34° 34’ 3"""
Ф-28907	Перша	Persha	балка	Запорізька обл.	р-н Токмацький	"N 47° 13’ 47"""	"E 35° 46’ 26"""
Ф-11717	Монастирська	Monastyrska	балка	Запорізька обл.	р-н Великобілозерський	"N 47° 13’ 58"""	"E 34° 31’ 30"""
Ф-1081	Чингул	Chynhul	річка, що пересихає	Запорізька обл.		"N 47° 14’ 0"""	"E 35° 35’ 50"""
Ф-11729	Магерина	Maheryna	балка	Запорізька обл.	р-н Великобілозерський	"N 47° 14’ 0"""	"E 34° 37’ 53"""
Ф-2706	Токмак	Tokmak	річка	Запорізька обл.		"N 47° 14’ 0"""	"E 35° 35’ 50"""
Ф-11741	Суха	Sukha	балка	Запорізька обл.	р-н Великобілозерський	"N 47° 14’ 12"""	"E 34° 42’ 32"""
Ф-21105	Гусарка	Husarka	балка	Запорізька обл.	р-н Більмацький	"N 47° 14’ 12"""	"E 36° 36’ 19"""
Ф-11611	Заяча	Zaiacha	балка	Запорізька обл.	р-н Чернігівський	"N 47° 14’ 13"""	"E 36° 21’ 35"""
Ф-11691	Тракторна	Traktorna	балка	Запорізька обл.	р-н Василівський	"N 47° 14’ 15"""	"E 35° 4’ 16"""
Ф-2713	Грузенька	Hruzenka	річка	Запорізька обл.		"N 47° 14’ 20"""	"E 36° 48’ 20"""
Ф-11732	Аульна	Aulna	балка	Запорізька обл.	р-н Великобілозерський	"N 47° 14’ 25"""	"E 34° 39’ 48"""
Ф-11542	Глибока	Hlyboka	балка	Запорізька обл.	р-н Чернігівський	"N 47° 14’ 32"""	"E 36° 13’ 18"""
Ф-17780	Городок	Horodok	урочище	Запорізька обл.	р-н Більмацький	"N 47° 14’ 37"""	"E 36° 46’ 15"""
Ф-11718	Зелена	Zelena	балка	Запорізька обл.	р-н Великобілозерський	"N 47° 14’ 38"""	"E 34° 31’ 10"""
Ф-16690	Білашова	Bilashova	балка	Запорізька обл.	р-н Більмацький	"N 47° 14’ 50"""	"E 36° 45’ 35"""
Ф-2714	Грузька	Hruzka	річка	Запорізька обл.		"N 47° 14’ 50"""	"E 36° 48’ 10"""
Ф-11385	Чумацька	Chumatska	балка	Запорізька обл.	р-н Куйбишевський	"N 47° 14’ 57"""	"E 36° 30’ 13"""
Ф-1084	Каїнкулак	Kainkulak	річка	Запорізька обл.		"N 47° 15’ 10"""	"E 36° 0’ 10"""
Ф-1053	Бандурка	Bandurka	річка	Запорізька обл.		"N 47° 15’ 20"""	"E 35° 56’ 42"""
Ф-23864	Іскра	Iskra	урочище	Запорізька обл.	р-н Чернігівський	"N 47° 15’ 26"""	"E 36° 24’ 31"""
Ф-17257	Вербова	Verbova	балка	Запорізька обл.	р-н Василівський	"N 47° 15’ 27"""	"E 34° 50’ 3"""
Ф-7804	Канадське	Kanadske	урочище	Запорізька обл.	р-н Михайлівський	"N 47° 15’ 30"""	"E 35° 28’ 29"""
Ф-11746	Поперечна	Poperechna	балка	Запорізька обл.	"р-н Кам'янсько-Дніпровський, р-н
Василівський"	"N 47° 15’ 32"""	"E 34° 48’ 58"""
Ф-11352	Андріїв Яр	Andriiv Yar	балка	Запорізька обл.	р-н Куйбишевський	"N 47° 15’ 35"""	"E 36° 43’ 12"""
Ф-11344	Козлова	Kozlova	балка	Запорізька обл.	р-н Куйбишевський	"N 47° 15’ 42"""	"E 36° 40’ 35"""
