Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-14096	Кривошийка	Kryvoshyika	балка	Херсонська обл.	р-н Нововоронцовський	"N 47° 13’ 20"""	"E 33° 50’ 10"""
Ф-14097	Раздерна	Razderna	балка	Херсонська обл.	р-н Нововоронцовський	"N 47° 11’ 55"""	"E 33° 42’ 50"""
Ф-14098	Церковна	Tserkovna	балка	Херсонська обл.	р-н Нововоронцовський	"N 47° 11’ 13"""	"E 33° 43’ 30"""
Ф-14099	Бредихина	Bredykhyna	балка	Херсонська обл.	р-н Бериславський	"N 47° 9’ 15"""	"E 33° 34’ 15"""
Ф-14100	Глибока	Hlyboka	балка	Херсонська обл.	р-н Бериславський	"N 47° 7’ 55"""	"E 33° 37’ 35"""
Ф-14101	Колодязна	Kolodiazna	балка	Херсонська обл.	р-н Бериславський	"N 47° 7’ 50"""	"E 33° 39’ 15"""
Ф-14103	Доля	Dolia	балка	Херсонська обл.	р-н Бериславський	"N 47° 6’ 50"""	"E 33° 37’ 26"""
Ф-14104	Тернувата	Ternuvata	балка	Херсонська обл.	р-н Бериславський	"N 47° 6’ 50"""	"E 33° 41’ 50"""
Ф-14106	Німецька	Nimetska	балка	Херсонська обл.	р-н Великолепетиський	"N 47° 4’ 42"""	"E 33° 55’ 50"""
Ф-14107	Курганівка	Kurhanivka	балка	Херсонська обл.	р-н Великолепетиський	"N 47° 4’ 0"""	"E 33° 53’ 0"""
Ф-14109	Пташина	Ptashyna	балка	Херсонська обл.	р-н Великолепетиський	"N 47° 4’ 0"""	"E 33° 54’ 12"""
Ф-14122	Вербова	Verbova	балка	Херсонська обл.	р-н Горностаївський	"N 47° 1’ 55"""	"E 33° 52’ 25"""
Ф-14138	Ковальова	Kovalova	балка	Херсонська обл.	р-н Високопільський	"N 47° 31’ 2"""	"E 33° 26’ 5"""
Ф-14146	Бараняча	Baraniacha	балка	Херсонська обл.	р-н Великоолександрівський	"N 47° 20’ 30"""	"E 33° 23’ 31"""
Ф-14152	Крутенька	Krutenka	балка	Херсонська обл.	р-н Нововоронцовський	"N 47° 25’ 46"""	"E 33° 56’ 20"""
Ф-14164	Гаврилова	Havrylova	балка	Херсонська обл.	р-н Нововоронцовський	"N 47° 23’ 3"""	"E 33° 53’ 55"""
Ф-14165	Греблева	Hrebleva	балка	Херсонська обл.	р-н Нововоронцовський	"N 47° 21’ 50"""	"E 33° 55’ 45"""
Ф-14166	Попова	Popova	балка	Херсонська обл.	р-н Верхньорогачицький	"N 47° 21’ 55"""	"E 34° 10’ 40"""
Ф-14187	Кам'янувата	Kamianuvata	балка	Херсонська обл.	р-н Верхньорогачицький	"N 47° 19’ 15"""	"E 34° 3’ 40"""
Ф-14189	Чернеча	Chernecha	балка	Херсонська обл.	р-н Верхньорогачицький	"N 47° 18’ 23"""	"E 34° 2’ 30"""
Ф-14191	Гола	Hola	балка	Херсонська обл.	р-н Великолепетиський	"N 47° 16’ 25"""	"E 34° 1’ 25"""
Ф-14192	Молодівка	Molodivka	балка	Херсонська обл.	р-н Верхньорогачицький	"N 47° 17’ 15"""	"E 34° 3’ 40"""
Ф-14194	Кам'яна	Kamiana	балка	Херсонська обл.	р-н Верхньорогачицький	"N 47° 15’ 20"""	"E 34° 17’ 22"""
Ф-14197	Велика Чоботарська	Velyka Chobotarska	балка	Херсонська обл.	р-н Верхньорогачицький	"N 47° 12’ 30"""	"E 34° 24’ 10"""
Ф-14203	Янчекрак	Yanchekrak	балка	Херсонська обл.	р-н Верхньорогачицький	"N 47° 15’ 52"""	"E 34° 30’ 55"""
