Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-5044	Вісла	Visla	балка	Донецька обл.	р-н Слов'янський	"N 48° 59’ 21"""	"E 37° 33’ 25"""
Ф-5048	Поренський Яр	Porenskyi Yar	балка	Донецька обл.	р-н Слов'янський	"N 48° 58’ 18"""	"E 37° 33’ 35"""
Ф-5053	Водяна	Vodiana	балка	Донецька обл.	р-н Слов'янський	"N 48° 56’ 55"""	"E 37° 34’ 20"""
Ф-5061	Стецькова	Stetskova	балка	Донецька обл.	р-н Краснолиманський	"N 48° 51’ 18"""	"E 37° 57’ 55"""
Ф-5084	Довга	Dovha	балка	Донецька обл.	р-н Слов'янський	"N 48° 50’ 24"""	"E 37° 51’ 4"""
Ф-5088	Мазанов Яр	Mazanov Yar	балка	Донецька обл.	р-н Слов'янський	"N 48° 47’ 49"""	"E 37° 39’ 50"""
Ф-5095	Пугачов Яр	Puhachov Yar	балка	Донецька обл.	р-н Артемівський	"N 48° 46’ 45"""	"E 37° 51’ 10"""
Ф-5113	Кругликів Яр	Kruhlykiv Yar	балка	Донецька обл.	р-н Слов'янський	"N 48° 45’ 9"""	"E 37° 46’ 4"""
Ф-5135	Копанки	Kopanky	балка	Донецька обл.	р-н Артемівський	"N 48° 44’ 3"""	"E 37° 54’ 0"""
Ф-5144	Пугачов Яр	Puhachov Yar	балка	Донецька обл.	р-н Артемівський	"N 48° 42’ 50"""	"E 37° 59’ 6"""
Ф-5161	Шабалда	Shabalda	балка	Донецька обл.	р-н Слов'янський	"N 48° 42’ 5"""	"E 37° 41’ 10"""
Ф-5169	Бузиновий Яр	Buzynovyi Yar	балка	Донецька обл.	р-н Слов'янський	"N 48° 42’ 6"""	"E 37° 43’ 25"""
Ф-5172	Круглий Яр	Kruhlyi Yar	балка	Донецька обл.	р-н Слов'янський	"N 48° 41’ 50"""	"E 37° 47’ 5"""
Ф-5176	Білий Яр	Bilyi Yar	балка	Донецька обл.	р-н Костянтинівський	"N 48° 40’ 25"""	"E 37° 47’ 20"""
Ф-5180	Дубовий Яр	Dubovyi Yar	балка	Донецька обл.	р-н Артемівський	"N 48° 40’ 30"""	"E 37° 55’ 10"""
Ф-5188	Шовкова	Shovkova	балка	Донецька обл.	р-н Артемівський	"N 48° 52’ 58"""	"E 38° 3’ 0"""
Ф-5206	Жолобок	Zholobok	балка	Донецька обл., Луганська обл.		"N 48° 50’ 50"""	"E 38° 13’ 40"""
Ф-5213	Сороча	Sorocha	балка	Донецька обл.	р-н Артемівський	"N 48° 49’ 3"""	"E 38° 0’ 40"""
Ф-5218	Берестова	Berestoba	балка	Донецька обл.	р-н Артемівський	"N 48° 47’ 44"""	"E 38° 10’ 10"""
Ф-5228	Хімічева	Khimicheva	балка	Донецька обл.	р-н Артемівський	"N 48° 48’ 10"""	"E 38° 7’ 0"""
Ф-5233	Берестова	Berestova	балка	Донецька обл.	р-н Артемівський	"N 48° 46’ 30"""	"E 38° 11’ 0"""
Ф-5242	Куцая	Kutsaia	балка	Донецька обл.	р-н Артемівський	"N 48° 46’ 15"""	"E 38° 1’ 13"""
Ф-5244	Крутий Яр	Krutyi Yar	балка	Донецька обл.	р-н Артемівський	"N 48° 43’ 54"""	"E 38° 6’ 8"""
Ф-5247	Водяна	Vodiana	балка	Донецька обл.	р-н Артемівський	"N 48° 43’ 25"""	"E 38° 13’ 32"""
Ф-5249	Липова	Lypova	балка	Донецька обл.	р-н Артемівський	"N 48° 42’ 30"""	"E 38° 18’ 35"""
Ф-5265	Тернікова	Ternikova	балка	Донецька обл.	р-н Артемівський	"N 48° 41’ 20"""	"E 38° 14’ 30"""
Ф-5272	Гейдинська	Heidinska	балка	Донецька обл.	р-н Олександрівський	"N 48° 39’ 0"""	"E 36° 50’ 50"""
Ф-528	Червонооскільське	Chervonooskilske	водосховище	Донецька обл., Харківська обл.		"N 49° 25’ 21"""	"E 37° 34’ 20"""
Ф-5286	Сергієва	Sergiieva	балка	Донецька обл.	р-н Олександрівський	"N 48° 33’ 50"""	"E 36° 53’ 55"""
Ф-5292	Гірки	Hirky	балка	Донецька обл.	р-н Добропільський	"N 48° 30’ 35"""	"E 36° 59’ 0"""
Ф-5296	Дика	Dyka	балка	Донецька обл.	р-н Красноармійський	"N 48° 21’ 32"""	"E 36° 56’ 23"""
Ф-5302	Біла	Bila	балка	Донецька обл.	р-н Олександрівський	"N 48° 39’ 45"""	"E 37° 0’ 52"""
Ф-5309	Гнилуша	Hnylusha	балка	Донецька обл.	р-н Олександрівський	"N 48° 38’ 40"""	"E 37° 9’ 14"""
Ф-5312	Маячка	Maiachka	балка	Донецька обл.	р-н Слов'янський	"N 48° 39’ 0"""	"E 37° 11’ 30"""
Ф-5315	Маячка	Maiachka	балка	Донецька обл.	р-н Слов'янський	"N 48° 37’ 20"""	"E 37° 15’ 19"""
Ф-5319	Бузовата	Buzobata	балка	Донецька обл.	р-н Слов'янський	"N 48° 38’ 59"""	"E 37° 29’ 5"""
Ф-5425	Коваленків Яр	Kovalenkiv Yar	балка	Донецька обл.	р-н Слов'янський	"N 48° 36’ 59"""	"E 37° 19’ 38"""
Ф-5446	Водяна	Vodiana	балка	Донецька обл.	р-н Добропільський	"N 48° 33’ 42"""	"E 37° 6’ 42"""
Ф-5455	Кленовий Яр	Klenovyi Yar	балка	Донецька обл.	р-н Олександрівський	"N 48° 34’ 25"""	"E 37° 14’ 5"""
Ф-5490	Довгеньке	Dovhenke	балка	Донецька обл.	р-н Слов'янський	"N 48° 34’ 45"""	"E 37° 17’ 33"""
Ф-5500	Червоний Яр	Chervonyi Yar	балка	Донецька обл.	р-н Добропільський	"N 48° 30’ 25"""	"E 37° 0’ 50"""
Ф-5507	Велика	Velyka	балка	Донецька обл.	р-н Добропільський	"N 48° 33’ 50"""	"E 37° 15’ 56"""
Ф-5514	Виклечна	Vyklechna	балка	Донецька обл.	р-н Добропільський	"N 48° 31’ 45"""	"E 37° 17’ 58"""
Ф-5532	Грилична	Hrylychna	балка	Донецька обл.	р-н Добропільський	"N 48° 32’ 30"""	"E 37° 19’ 38"""
Ф-5536	Західна	Zakhidna	балка	Донецька обл.	р-н Добропільський	"N 48° 31’ 9"""	"E 37° 13’ 10"""
Ф-5541	Велика	Velyka	балка	Донецька обл.	р-н Добропільський	"N 48° 28’ 55"""	"E 37° 14’ 30"""
Ф-5544	Кучерів Яр	Kucheriv Yar	балка	Донецька обл.	р-н Добропільський	"N 48° 29’ 45"""	"E 37° 16’ 30"""
Ф-5547	Глибокий Яр	Hlybokyi Yar	балка	Донецька обл.	р-н Добропільський	"N 48° 27’ 30"""	"E 37° 0’ 50"""
Ф-5555	Сухий Яр	Sukhyi Yar	балка	Донецька обл.	р-н Добропільський	"N 48° 27’ 2"""	"E 37° 19’ 10"""
Ф-5563	Гектова	Hektova	балка	Донецька обл.	р-н Добропільський	"N 48° 26’ 10"""	"E 37° 15’ 45"""
Ф-5576	Глибока	Hlyboka	балка	Донецька обл.	р-н Добропільський	"N 48° 25’ 0"""	"E 37° 21’ 5"""
Ф-5581	Вінецький Яр	Vinetskyi Yar	балка	Донецька обл.	р-н Добропільський	"N 48° 24’ 22"""	"E 37° 2’ 20"""
Ф-5586	Бирюча	Byriucha	балка	Донецька обл.	р-н Добропільський	"N 48° 24’ 15"""	"E 37° 24’ 20"""
Ф-5589	Чаплинська	Chaplynska	балка	Донецька обл.	р-н Красноармійський	"N 48° 21’ 58"""	"E 37° 24’ 40"""
Ф-5607	Водяна	Vodiana	балка	Донецька обл.	р-н Красноармійський	"N 48° 21’ 0"""	"E 37° 16’ 25"""
Ф-5615	Молойка	Moloika	балка	Донецька обл.	р-н Красноармійський	"N 48° 21’ 9"""	"E 37° 20’ 20"""
Ф-5619	Кудлина	Kudlyna	балка	Донецька обл.	р-н Артемівський	"N 48° 39’ 45"""	"E 37° 54’ 40"""
Ф-5644	Часів Яр	Chasiv Yar	балка	Донецька обл.	р-н Костянтинівський	"N 48° 37’ 55"""	"E 37° 41’ 10"""
Ф-5676	Страшний Яр	Strashnyi Yar	балка	Донецька обл.	р-н Костянтинівський	"N 48° 38’ 5"""	"E 37° 44’ 15"""
Ф-5682	Григоренкова	Hryhorenkova	балка	Донецька обл.	р-н Костянтинівський	"N 48° 30’ 12"""	"E 37° 54’ 10"""
Ф-5688	Віднога	Vidnoha	балка	Донецька обл.	р-н Костянтинівський	"N 48° 28’ 15"""	"E 37° 30’ 20"""
Ф-5697	Кам'янувата	Kamianuvata	балка	Донецька обл.	р-н Костянтинівський	"N 48° 27’ 38"""	"E 37° 50’ 48"""
Ф-5706	Диліївка	Dyliivka	балка	Донецька обл.	р-н Костянтинівський	"N 48° 25’ 35"""	"E 37° 49’ 30"""
Ф-5717	Розбійнича	Rozbiinycha	балка	Донецька обл.	р-н Костянтинівський	"N 48° 21’ 23"""	"E 37° 31’ 50"""
Ф-5725	Суха	Sukha	балка	Донецька обл.	р-н Костянтинівський	"N 48° 20’ 55"""	"E 37° 44’ 28"""
Ф-5734	Міська	Miska	балка	Донецька обл.	р-н Красноармійський	"N 48° 16’ 38"""	"E 36° 56’ 8"""
Ф-5743	Широка	Shyroka	балка	Донецька обл.	р-н Красноармійський	"N 48° 9’ 51"""	"E 36° 56’ 10"""
Ф-5754	Серебрянка	Serebrianka	балка	Донецька обл.	р-н Красноармійський	"N 48° 7’ 45"""	"E 36° 55’ 25"""
Ф-5758	Калмичкова	Kalmychkova	балка	Донецька обл.	р-н Великоновосілківський	"N 48° 3’ 28"""	"E 36° 53’ 40"""
Ф-5766	Солоненька	Solonenka	балка	Донецька обл.	р-н Великоновосілківський	"N 48° 3’ 49"""	"E 36° 38’ 5"""
Ф-5771	Ковалиха	Kovalykha	балка	Донецька обл.	р-н Красноармійський	"N 48° 18’ 50"""	"E 37° 1’ 22"""
Ф-5777	Матюшина	Matiushyna	балка	Донецька обл.	р-н Красноармійський	"N 48° 16’ 28"""	"E 37° 1’ 40"""
Ф-5787	Суха	Sukha	балка	Донецька обл.	р-н Красноармійський	"N 48° 16’ 10"""	"E 37° 24’ 43"""
Ф-5793	Шумилова	Shumylova	балка	Донецька обл.	р-н Красноармійський	"N 48° 10’ 39"""	"E 37° 1’ 25"""
Ф-5819	Сазонова	Sazonova	балка	Донецька обл.	р-н Красноармійський	"N 48° 9’ 40"""	"E 37° 8’ 5"""
Ф-5832	Широка	Shyroka	балка	Донецька обл.	р-н Красноармійський	"N 48° 6’ 25"""	"E 37° 9’ 20"""
Ф-5851	Ставкова	Stavkova	балка	Донецька обл.	р-н Великоновосілківський	"N 48° 4’ 0"""	"E 37° 5’ 20"""
Ф-5874	Крута	Kruta	балка	Донецька обл.	р-н Костянтинівський	"N 48° 18’ 40"""	"E 37° 39’ 5"""
Ф-5886	Миколаїв Яр	Mykolaiv Yar	балка	Донецька обл.	р-н Ясинуватський	"N 48° 9’ 30"""	"E 37° 32’ 55"""
Ф-5891	Домаха	Domakha	балка	Донецька обл.	р-н Ясинуватський	"N 48° 5’ 5"""	"E 37° 34’ 3"""
Ф-5892	Сухий Яр	Sukhyi Yar	балка	Донецька обл.	р-н Мар'їнський	"N 48° 2’ 10"""	"E 37° 33’ 15"""
Ф-5904	Должик	Dolzhyk	балка	Донецька обл.	р-н Артемівський	"N 48° 16’ 30"""	"E 38° 21’ 33"""
Ф-5912	Скелева	Skeleba	балка	Донецька обл., Луганська обл.		"N 48° 10’ 0"""	"E 38° 27’ 45"""
Ф-5931	Михайлівка	Mykhailivka	балка	Донецька обл.	р-н Шахтарський	"N 48° 11’ 0"""	"E 38° 29’ 25"""
Ф-5935	Широка	Shyroka	балка	Донецька обл.	р-н Шахтарський	"N 48° 12’ 5"""	"E 38° 34’ 40"""
Ф-5945	Круглік	Kruhlik	балка	Донецька обл.	р-н Шахтарський	"N 48° 10’ 10"""	"E 38° 33’ 25"""
Ф-597	Лугань	Luhan	річка	Донецька обл., Луганська обл.		"N 48° 37’ 40"""	"E 39° 28’ 10"""
Ф-5972	Грабова	Hrabova	балка	Донецька обл.	р-н Шахтарський	"N 48° 8’ 40"""	"E 38° 37’ 0"""
Ф-5980	Должичек	Dolzhychek	балка	Донецька обл.	р-н Шахтарський	"N 48° 9’ 35"""	"E 38° 40’ 10"""
Ф-5982	Должик	Dolzhyk	балка	Донецька обл.	р-н Шахтарський	"N 48° 8’ 0"""	"E 38° 40’ 10"""
Ф-5986	Прищепина	Pryshchepyna	балка	Донецька обл.	р-н Шахтарський	"N 48° 5’ 15"""	"E 38° 33’ 25"""
Ф-5993	Орлата	Orlata	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 59’ 34"""	"E 36° 35’ 50"""
Ф-5998	Капітан	Kapitan	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 56’ 35"""	"E 36° 59’ 0"""
Ф-5999	Широка	Shyroka	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 54’ 45"""	"E 36° 36’ 15"""
Ф-6014	Кам'яна	Kamiana	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 54’ 40"""	"E 36° 51’ 0"""
Ф-6018	Малтабар	Maltabar	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 52’ 20"""	"E 36° 51’ 3"""
Ф-6021	Солона	Solona	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 50’ 15"""	"E 36° 44’ 0"""
Ф-6037	Суха	Sukha	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 50’ 20"""	"E 36° 53’ 10"""
Ф-6043	Ворона	Vorona	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 48’ 40"""	"E 36° 42’ 20"""
Ф-6053	Солона	Solona	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 49’ 25"""	"E 36° 57’ 45"""
Ф-6062	Карантинна	Karantynna	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 43’ 40"""	"E 36° 59’ 0"""
Ф-6078	Суха	Sukha	балка	Донецька обл.	"р-н Великоновосілківський, р-н
Мар'їнський"	"N 47° 57’ 55"""	"E 37° 8’ 30"""
Ф-6110	Суха	Sukha	балка	Донецька обл.	р-н Мар'їнський	"N 47° 56’ 50"""	"E 37° 14’ 15"""
Ф-6113	Довга	Dovha	балка	Донецька обл.	р-н Мар'їнський	"N 47° 57’ 25"""	"E 37° 20’ 50"""
Ф-6117	Наливач	Nalyvach	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 53’ 50"""	"E 37° 0’ 20"""
Ф-6136	Шулича	Shulycha	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 53’ 30"""	"E 37° 3’ 5"""
Ф-6141	Ікряна	Ikriana	балка	Донецька обл.	р-н Мар'їнський	"N 47° 53’ 30"""	"E 37° 12’ 25"""
Ф-6149	Наливач	Nalyvach	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 51’ 10"""	"E 37° 4’ 0"""
Ф-6156	Вовча	Vovcha	балка	Донецька обл.	р-н Мар'їнський	"N 47° 50’ 35"""	"E 37° 15’ 58"""
Ф-6163	Солона	Solona	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 49’ 39"""	"E 37° 2’ 10"""
Ф-6168	Солона	Solona	балка	Донецька обл.	р-н Мар'їнський	"N 47° 50’ 12"""	"E 37° 13’ 5"""
Ф-6175	Ікряна	Ikriana	балка	Донецька обл.	р-н Мар'їнський	"N 47° 49’ 55"""	"E 37° 15’ 30"""
Ф-6192	Велико-Тарама	Velyko-Tarama	балка	Донецька обл.	р-н Мар'їнський	"N 47° 49’ 54"""	"E 37° 29’ 0"""
Ф-6204	Таранова	Taranova	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 47’ 55"""	"E 37° 0’ 55"""
Ф-6208	Широка	Shyroka	балка	Донецька обл.	р-н Мар'їнський	"N 47° 48’ 50"""	"E 37° 15’ 20"""
Ф-6233	Берестова	Berestova	балка	Донецька обл.	р-н Мар'їнський	"N 47° 47’ 55"""	"E 37° 4’ 10"""
Ф-6251	Ікряна	Ikriana	балка	Донецька обл.	р-н Мар'їнський	"N 47° 46’ 10"""	"E 37° 25’ 0"""
Ф-6255	Соличанська	Solychanska	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 45’ 32"""	"E 37° 1’ 30"""
Ф-6259	Вовча	Vovcha	балка	Донецька обл.	р-н Мар'їнський	"N 47° 45’ 9"""	"E 37° 10’ 50"""
Ф-6264	Солона	Solona	балка	Донецька обл.	р-н Волноваський	"N 47° 43’ 50"""	"E 37° 15’ 50"""
Ф-6284	Шайтанка	Shaitanka	балка	Донецька обл.	р-н Волноваський	"N 47° 44’ 9"""	"E 37° 20’ 5"""
Ф-6289	Лозова	Lozova	балка	Донецька обл.	р-н Волноваський	"N 47° 42’ 39"""	"E 37° 9’ 22"""
Ф-6295	Шайтанка	Shaitanka	балка	Донецька обл.	р-н Волноваський	"N 47° 41’ 12"""	"E 37° 10’ 10"""
Ф-6301	Солона	Solona	балка	Донецька обл.	р-н Волноваський	"N 47° 40’ 50"""	"E 37° 17’ 50"""
Ф-6313	Червона	Chervona	балка	Донецька обл.	р-н Мар'їнський	"N 47° 51’ 55"""	"E 37° 32’ 30"""
Ф-633	Міус	Mius	річка	Донецька обл., Луганська обл.		"N 47° 16’ 35"""	"E 38° 48’ 45"""
Ф-6332	Широка	Shyroka	балка	Донецька обл.	"р-н Волноваський, р-н
Старобешівський"	"N 47° 52’ 15"""	"E 37° 48’ 0"""
Ф-6339	Бугайова	Buhaiova	балка	Донецька обл.	р-н Старобешівський	"N 47° 52’ 10"""	"E 37° 49’ 40"""
Ф-634	Грабовське	Hrabovske	водосховище	Донецька обл., Луганська обл.		"N 48° 8’ 45"""	"E 38° 41’ 10"""
Ф-635	Глуха	Hlukha	річка	Донецька обл., Луганська обл.		"N 48° 3’ 9"""	"E 38° 54’ 34"""
Ф-6451	Cухі Яли	Sukhi Yaly	балка	Донецька обл.	р-н Мар'їнський	"N 47° 50’ 55"""	"E 37° 35’ 25"""
Ф-6460	Берестова	Berestova	балка	Донецька обл.	р-н Волноваський	"N 47° 51’ 0"""	"E 37° 44’ 35"""
Ф-6474	Куряча	Kuriacha	балка	Донецька обл.	р-н Мар'їнський	"N 47° 50’ 12"""	"E 37° 31’ 20"""
Ф-6490	Тарама	Tarama	балка	Донецька обл.	р-н Мар'їнський	"N 47° 49’ 31"""	"E 37° 31’ 15"""
Ф-6501	Тарамчук	Taramchuk	балка	Донецька обл.	р-н Мар'їнський	"N 47° 48’ 35"""	"E 37° 33’ 35"""
Ф-6513	Рибна	Rybna	балка	Донецька обл.	р-н Старобешівський	"N 47° 47’ 6"""	"E 37° 47’ 50"""
Ф-6517	Суха	Sukha	балка	Донецька обл.	р-н Старобешівський	"N 47° 46’ 8"""	"E 37° 46’ 0"""
Ф-6527	Водяна	Vodiana	балка	Донецька обл.	р-н Волноваський	"N 47° 44’ 45"""	"E 37° 36’ 45"""
Ф-6531	Жовта	Zhovta	балка	Донецька обл.	р-н Старобешівський	"N 47° 44’ 56"""	"E 37° 51’ 3"""
Ф-6535	Кінська	Kinska	балка	Донецька обл.	р-н Старобешівський	"N 47° 45’ 5"""	"E 37° 54’ 55"""
Ф-6538	Глибока	Hlyboka	балка	Донецька обл.	р-н Старобешівський	"N 47° 44’ 23"""	"E 37° 47’ 20"""
Ф-6560	Хава-Лейс-Тарам	Khava-Leis-Taram	балка	Донецька обл.	р-н Старобешівський	"N 47° 41’ 0"""	"E 37° 47’ 20"""
Ф-6574	Антон-Тарама	Anton-Tarama	балка	Донецька обл.	р-н Волноваський	"N 47° 40’ 55"""	"E 37° 42’ 5"""
Ф-6585	Панкова	Pankova	балка	Донецька обл.	р-н Амвросіївський	"N 47° 52’ 25"""	"E 38° 22’ 10"""
Ф-659	Водяна	Vodiana	річка	Донецька обл.		"N 48° 40’ 45"""	"E 36° 55’ 15"""
Ф-6590	Гнила	Hnyla	балка	Донецька обл.	р-н Амвросіївський	"N 47° 51’ 30"""	"E 38° 3’ 25"""
Ф-661	Бичок	Bychok	річка	Донецька обл., Харківська обл.		"N 48° 52’ 30"""	"E 37° 11’ 20"""
Ф-6610	Крива	Kryva	балка	Донецька обл.	р-н Старобешівський	"N 47° 48’ 45"""	"E 38° 7’ 20"""
Ф-6615	Золота	Zolota	балка	Донецька обл.	р-н Амвросіївський	"N 47° 43’ 20"""	"E 38° 21’ 10"""
Ф-662	Краматорське	Kramatorske	водосховище	Донецька обл.	р-н Олександрівський, Слов'янський	"N 48° 46’ 11"""	"E 37° 20’ 19"""
Ф-6625	Середній Яланчик	Seredniy Yalanchyk	річка	Донецька обл.		"N 47° 40’ 20"""	"E 38° 23’ 40"""
Ф-6627	Водяна	Vodiana	балка	Донецька обл.	р-н Амвросіївський	"N 47° 42’ 40"""	"E 38° 25’ 50"""
Ф-663	Маячка	Maiachka	річка	Донецька обл.		"N 48° 43’ 50"""	"E 37° 33’ 20"""
Ф-664	Бичок	Bychok	річка	Донецька обл.		"N 48° 42’ 31"""	"E 37° 33’ 20"""
Ф-6648	Крутенька	Krutenka	балка	Донецька обл.	р-н Шахтарський	"N 47° 58’ 15"""	"E 38° 42’ 15"""
Ф-665	Казенний Торець	Kazennyi Torets	річка	Донецька обл.		"N 48° 53’ 40"""	"E 37° 45’ 30"""
Ф-6659	Медова	Medova	балка	Донецька обл.	р-н Шахтарський	"N 47° 57’ 40"""	"E 38° 43’ 50"""
Ф-666	Сорищі	Soryshchi	річка	Донецька обл.		"N 48° 50’ 33"""	"E 37° 38’ 20"""
Ф-6663	Велика Шишівка	Velyka Shyshivka	балка	Донецька обл.	р-н Шахтарський	"N 47° 57’ 10"""	"E 38° 31’ 28"""
Ф-6666	Кисіна	Kysina	балка	Донецька обл.	р-н Шахтарський	"N 47° 57’ 45"""	"E 38° 34’ 10"""
Ф-667	Біленька	Bilenka	ручай	Донецька обл.		"N 48° 47’ 23"""	"E 37° 34’ 40"""
Ф-6691	Холодна	Kholodna	балка	Донецька обл.	р-н Амвросіївський, р-н Шахтарський	"N 47° 57’ 12"""	"E 38° 33’ 35"""
Ф-6695	Крутенька	Krutenka	балка	Донецька обл.	р-н Шахтарський	"N 47° 56’ 30"""	"E 38° 43’ 5"""
Ф-6697	Західна	Zakhidna	балка	Донецька обл.	р-н Шахтарський	"N 47° 56’ 55"""	"E 38° 44’ 5"""
Ф-670	Бахмут	Bakhmut	річка	Донецька обл.		"N 48° 55’ 30"""	"E 38° 2’ 50"""
Ф-6703	Калинова	Kalynova	балка	Донецька обл.	р-н Шахтарський	"N 47° 56’ 25"""	"E 38° 59’ 30"""
Ф-6709	Погоріла	Pohorila	балка	Донецька обл.	р-н Амвросіївський	"N 47° 55’ 35"""	"E 38° 34’ 55"""
Ф-6717	Савур-Могила	Savur-Mohyla	гора	Донецька обл.	р-н Шахтарський	"N 47° 55’ 20"""	"E 38° 44’ 35"""
Ф-672	Кам'янка	Kamianka	річка	Донецька обл.		"N 48° 53’ 8"""	"E 38° 5’ 30"""
Ф-674	Суха	Sukha	річка	Донецька обл.		"N 48° 50’ 19"""	"E 38° 5’ 34"""
Ф-6741	Ясна	Yasna	гора	Донецька обл.	р-н Амвросіївський	"N 47° 53’ 15"""	"E 38° 31’ 55"""
Ф-675	Суха Плотва	Sukha Plotva	річка	Донецька обл.		"N 48° 50’ 44"""	"E 38° 5’ 30"""
Ф-6752	Журавка	Zhuravka	балка	Донецька обл.	р-н Амвросіївський	"N 47° 54’ 0"""	"E 38° 36’ 15"""
Ф-6757	Талицька	Talytska	балка	Донецька обл.	р-н Амвросіївський	"N 47° 52’ 48"""	"E 38° 44’ 35"""
Ф-676	Суха Плотва	Sukha Plotva	річка	Донецька обл.		"N 48° 45’ 51"""	"E 38° 4’ 0"""
Ф-6760	Кислий Яр	Kyslyi Yar	балка	Донецька обл.	р-н Амвросіївський	"N 47° 50’ 25"""	"E 38° 38’ 10"""
Ф-6765	Комишуваха	Komyshuvakha	балка	Донецька обл.	р-н Амвросіївський	"N 47° 49’ 33"""	"E 38° 41’ 33"""
Ф-677	Васюківка	Vasiukivka	річка	Донецька обл.		"N 48° 44’ 45"""	"E 38° 2’ 21"""
Ф-6776	Мокра	Mokra	балка	Донецька обл.	р-н Амвросіївський	"N 47° 47’ 3"""	"E 38° 34’ 45"""
Ф-678	Мокра Плотва	Mokra Plotva	річка	Донецька обл.		"N 48° 42’ 20"""	"E 38° 1’ 59"""
Ф-6783	Калинова	Kalynova	балка	Донецька обл.	р-н Амвросіївський	"N 47° 46’ 10"""	"E 38° 41’ 34"""
Ф-6786	Германа	Hermana	балка	Донецька обл.	р-н Амвросіївський	"N 47° 44’ 13"""	"E 38° 39’ 3"""
Ф-679	Горілий Пень	Horilyi Pen	ручай	Донецька обл.		"N 48° 40’ 30"""	"E 38° 5’ 30"""
Ф-6790	Суха	Sukha	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 39’ 44"""	"E 36° 57’ 10"""
Ф-6796	Кобильна	Kobylna	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 38’ 15"""	"E 36° 46’ 11"""
Ф-6801	Глевата	Hlevata	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 37’ 33"""	"E 36° 54’ 2"""
Ф-6805	Поперечний Яр	Poperechnyi Yar	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 35’ 45"""	"E 36° 55’ 50"""
Ф-681	Водяна	Vodiana	річка	Донецька обл.		"N 48° 26’ 35"""	"E 36° 54’ 30"""
Ф-6823	Шайтанка	Shaitanka	балка	Донецька обл.	р-н Волноваський	"N 47° 39’ 33"""	"E 37° 16’ 41"""
Ф-6835	Харлайка	Kharlayka	балка	Донецька обл.	р-н Волноваський	"N 47° 38’ 30"""	"E 37° 14’ 45"""
Ф-684	Ковалиха	Kovalykha	річка	Донецька обл.		"N 48° 22’ 10"""	"E 36° 49’ 20"""
Ф-6846	Кашлагач	Kashlahach	балка	Донецька обл.	р-н Волноваський	"N 47° 39’ 25"""	"E 37° 26’ 38"""
Ф-685	Грузька	Hruzka	річка	Донецька обл.		"N 48° 34’ 19"""	"E 37° 25’ 0"""
Ф-688	Кривий Торець	Kryvyi Torets	річка	Донецька обл.		"N 48° 38’ 35"""	"E 37° 31’ 40"""
Ф-6882	Ярцузська	Yartsuzska	балка	Донецька обл.	р-н Волноваський	"N 47° 37’ 24"""	"E 37° 6’ 10"""
Ф-6889	Біла	Bila	балка	Донецька обл.	р-н Волноваський	"N 47° 35’ 52"""	"E 37° 22’ 25"""
Ф-689	Берхівське	Berkhivske	водосховище	Донецька обл.		"N 48° 38’ 9"""	"E 37° 56’ 29"""
Ф-690	Лозова	Lozova	річка	Донецька обл.		"N 48° 33’ 0"""	"E 37° 38’ 19"""
Ф-6908	Широка	Shyroka	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 33’ 55"""	"E 37° 0’ 48"""
Ф-691	Наумиха	Naumykha	річка	Донецька обл.		"N 48° 30’ 18"""	"E 37° 44’ 20"""
Ф-6912	Ярцузька	Yartsuzka	балка	Донецька обл.	р-н Волноваський	"N 47° 35’ 5"""	"E 37° 16’ 15"""
Ф-6915	Суха	Sukha	балка	Донецька обл.	р-н Волноваський	"N 47° 32’ 40"""	"E 37° 21’ 30"""
Ф-6920	Мокрі Яли	Mokri Yaly	балка	Донецька обл.	р-н Великоновосілківський	"N 47° 31’ 15"""	"E 37° 6’ 20"""
Ф-6924	Глибока	Hlyboka	балка	Донецька обл.	р-н Волноваський	"N 47° 30’ 55"""	"E 37° 8’ 50"""
Ф-6927	Вели-Тарама	Vely-Tarama	балка	Донецька обл.	р-н Волноваський	"N 47° 31’ 35"""	"E 37° 28’ 18"""
